AC_M_022 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_022 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.74,0.000,0.0
2.0,23.95,0.000,0.0
2.5,24.18,0.599,14.0
3.0,24.30,1.222,28.5
3.5,24.30,1.272,29.6
4.0,24.30,1.322,30.8
4.5,24.30,1.372,32.0
5.0,24.30,1.422,33.2
5.5,24.30,1.252,29.2
6.0,24.30,1.082,25.2
6.5,24.30,0.912,21.3
7.0,24.30,0.742,17.3
7.5,24.30,0.572,13.3
8.0,24.30,0.402,9.4
8.5,24.30,0.312,7.3
9.0,24.30,0.223,5.2
9.5,24.30,0.133,3.1
10.0,24.30,0.043,1.0
10.5,24.30,0.000,0.0
11.0,24.29,0.019,0.4
11.5,24.30,0.081,1.9
12.0,24.30,0.000,0.0
12.5,24.27,0.000,0.0
13.0,24.25,0.000,0.0
13.5,24.22,0.000,0.0
14.0,24.18,0.000,0.0
14.5,24.15,0.000,0.0
15.0,24.11,0.000,0.0
15.5,24.08,0.000,0.0
16.0,24.05,0.000,0.0
16.5,24.08,0.000,0.0
17.0,24.12,0.000,0.0
17.5,24.17,0.000,0.0
18.0,24.23,0.026,0.6
18.5,24.30,0.412,9.6
19.0,24.30,0.475,11.1
19.5,24.30,0.438,10.2
20.0,24.30,0.401,9.3
20.5,24.30,0.363,8.5
21.0,24.30,0.326,7.6
21.5,24.30,0.289,6.7
22.0,24.30,0.252,5.9
22.5,24.30,0.397,9.3
23.0,24.30,0.542,12.6
23.5,24.30,0.687,16.0
24.0,24.30,0.687,16.0

"日期: 2021/6/10, 空调: AC_M_022 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.64,0.000,0.0
1.5,23.86,0.000,0.0
2.0,24.09,0.065,1.5
2.5,24.30,1.285,30.0
3.0,24.30,1.442,33.6
3.5,24.30,1.599,37.3
4.0,24.30,1.756,40.9
4.5,24.30,1.913,44.6
5.0,24.30,2.071,48.3
5.5,24.30,2.048,47.7
6.0,24.30,2.025,47.2
6.5,24.30,2.002,46.7
7.0,24.30,1.979,46.1
7.5,24.30,1.957,45.6
8.0,24.30,1.934,45.1
8.5,24.30,1.774,41.4
9.0,24.30,1.615,37.6
9.5,24.30,1.455,33.9
