AC_S_037 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_037 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.89,0.000,0.0
2.0,24.22,0.000,0.0
2.5,24.58,0.039,1.3
3.0,24.90,0.621,20.4
3.5,24.90,0.650,21.4
4.0,24.90,0.678,22.3
4.5,24.90,0.707,23.3
5.0,24.90,0.736,24.2
5.5,24.90,0.638,21.0
6.0,24.90,0.541,17.8
6.5,24.90,0.443,14.6
7.0,24.90,0.345,11.4
7.5,24.90,0.247,8.1
8.0,24.90,0.150,4.9
8.5,24.90,0.098,3.2
9.0,24.90,0.046,1.5
9.5,24.90,0.000,0.0
10.0,24.90,0.000,0.0
10.5,24.87,0.000,0.0
11.0,24.81,0.000,0.0
11.5,24.79,0.000,0.0
12.0,24.78,0.000,0.0
12.5,24.70,0.000,0.0
13.0,24.63,0.000,0.0
13.5,24.55,0.000,0.0
14.0,24.47,0.000,0.0
14.5,24.40,0.000,0.0
15.0,24.32,0.000,0.0
15.5,24.25,0.000,0.0
16.0,24.19,0.000,0.0
16.5,24.23,0.000,0.0
17.0,24.29,0.000,0.0
17.5,24.36,0.000,0.0
18.0,24.44,0.000,0.0
18.5,24.54,0.000,0.0
19.0,24.65,0.000,0.0
19.5,24.77,0.000,0.0
20.0,24.87,0.105,3.5
20.5,24.90,0.127,4.2
21.0,24.90,0.106,3.5
21.5,24.90,0.085,2.8
22.0,24.90,0.063,2.1
22.5,24.90,0.147,4.8
23.0,24.90,0.230,7.6
23.5,24.90,0.313,10.3
24.0,24.90,0.313,10.3

"日期: 2021/6/10, 空调: AC_S_037 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.73,0.000,0.0
1.5,24.08,0.000,0.0
2.0,24.43,0.000,0.0
2.5,24.77,0.432,14.2
3.0,24.90,0.748,24.6
3.5,24.90,0.838,27.6
4.0,24.90,0.928,30.5
4.5,24.90,1.018,33.5
5.0,24.90,1.109,36.5
5.5,24.90,1.096,36.0
6.0,24.90,1.083,35.6
6.5,24.90,1.069,35.2
7.0,24.90,1.056,34.7
7.5,24.90,1.043,34.3
8.0,24.90,1.030,33.9
8.5,24.90,0.938,30.9
9.0,24.90,0.847,27.9
9.5,24.90,0.755,24.8
10.0,24.90,0.663,21.8
10.5,24.90,0.572,18.8
11.0,24.90,0.239,7.9
11.5,24.90,0.238,7.8
12.0,24.90,0.480,15.8
12.5,24.90,0.464,15.3
13.0,24.90,0.448,14.8
13.5,24.90,0.433,14.2
14.0,24.90,0.417,13.7
14.5,24.90,0.401,13.2
15.0,24.90,0.385,12.7
15.5,24.90,0.358,11.8
16.0,24.90,0.236,7.8
16.5,24.90,0.229,7.5
17.0,24.90,0.222,7.3
17.5,24.90,0.215,7.1
18.0,24.90,0.209,6.9
