AC_L_008 多天功率矩阵
"空调参数: P_rated=19.39kW, T_range=[20.4, 25.1]°C"

日期,状态,t1(0.5h),t2(1.0h),t3(1.5h),t4(2.0h),t5(2.5h),t6(3.0h),t7(3.5h),t8(4.0h),t9(4.5h),t10(5.0h),t11(5.5h),t12(6.0h),t13(6.5h),t14(7.0h),t15(7.5h),t16(8.0h),t17(8.5h),t18(9.0h),t19(9.5h),t20(10.0h),t21(10.5h),t22(11.0h),t23(11.5h),t24(12.0h),t25(12.5h),t26(13.0h),t27(13.5h),t28(14.0h),t29(14.5h),t30(15.0h),t31(15.5h),t32(16.0h),t33(16.5h),t34(17.0h),t35(17.5h),t36(18.0h),t37(18.5h),t38(19.0h),t39(19.5h),t40(20.0h),t41(20.5h),t42(21.0h),t43(21.5h),t44(22.0h),t45(22.5h),t46(23.0h),t47(23.5h),t48(24.0h)
2021/6/1,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/10,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.392,0.544,0.476,0.407,0.159,0.157,0.339,0.327,0.315,0.303,0.292,0.280,0.268,0.247,0.156,0.151,0.146,0.141,0.136,0.131,0.126,0.140,0.155,0.170,0.185,0.199,0.214,0.246,0.277,0.309,0.309
2021/6/11,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.146,0.587,0.522,0.457,0.392,0.184,0.163,0.327,0.299,0.270,0.242,0.214,0.186,0.158,0.153,0.142,0.121,0.099,0.078,0.057,0.035,0.014,0.037,0.061,0.085,0.109,0.132,0.156,0.243,0.330,0.416,0.416
2021/6/12,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/13,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.209,0.229,0.000,0.008,0.020,0.031,0.042,0.053,0.064,0.095,0.126,0.158,0.189,0.220,0.252,0.282,0.313,0.344,0.344
2021/6/14,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.185,0.242,0.243,0.245,0.246,0.247,0.249,0.237,0.332,0.314,0.296,0.278,0.260,0.242,0.224,0.247,0.270,0.293,0.315,0.338,0.361,0.383,0.405,0.427,0.427
2021/6/15,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.296,0.349,0.345,0.341,0.337,0.334,0.180,0.190,0.199,0.209,0.218,0.228,0.237,0.253,0.268,0.284,0.299,0.315,0.330,0.343,0.356,0.369,0.369
2021/6/16,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.638,0.599,0.560,0.520,0.322,0.319,0.481,0.467,0.453,0.439,0.425,0.411,0.397,0.377,0.315,0.320,0.326,0.331,0.337,0.342,0.348,0.382,0.416,0.450,0.484,0.518,0.552,0.558,0.565,0.571,0.571
2021/6/17,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.181,0.648,0.606,0.564,0.521,0.479,0.318,0.298,0.437,0.424,0.411,0.398,0.385,0.372,0.358,0.352,0.279,0.292,0.305,0.318,0.331,0.345,0.358,0.381,0.403,0.426,0.449,0.471,0.494,0.494,0.493,0.492,0.492
2021/6/18,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.588,0.567,0.546,0.526,0.505,0.484,0.334,0.328,0.464,0.465,0.466,0.467,0.468,0.469,0.470,0.470,0.322,0.320,0.318,0.316,0.314,0.312,0.310,0.347,0.384,0.421,0.458,0.495,0.532,0.581,0.629,0.678,0.678
