AC_M_016 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_016 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.72,0.000,0.0
2.0,23.92,0.000,0.0
2.5,24.14,0.000,0.0
3.0,24.35,0.000,0.0
3.5,24.57,0.946,19.4
4.0,24.60,1.146,23.5
4.5,24.60,1.192,24.5
5.0,24.60,1.238,25.4
5.5,24.60,1.082,22.2
6.0,24.60,0.926,19.0
6.5,24.60,0.771,15.8
7.0,24.60,0.615,12.6
7.5,24.60,0.459,9.4
8.0,24.60,0.303,6.2
8.5,24.60,0.221,4.5
9.0,24.60,0.139,2.9
9.5,24.60,0.057,1.2
10.0,24.60,0.000,0.0
10.5,24.59,0.000,0.0
11.0,24.57,0.000,0.0
11.5,24.57,0.000,0.0
12.0,24.58,0.000,0.0
12.5,24.54,0.000,0.0
13.0,24.50,0.000,0.0
13.5,24.46,0.000,0.0
14.0,24.42,0.000,0.0
14.5,24.38,0.000,0.0
15.0,24.34,0.000,0.0
15.5,24.30,0.000,0.0
16.0,24.26,0.000,0.0
16.5,24.28,0.000,0.0
17.0,24.31,0.000,0.0
17.5,24.35,0.000,0.0
18.0,24.40,0.000,0.0
18.5,24.46,0.000,0.0
19.0,24.53,0.002,0.0
19.5,24.60,0.336,6.9
20.0,24.60,0.302,6.2
20.5,24.60,0.268,5.5
21.0,24.60,0.234,4.8
21.5,24.60,0.200,4.1
22.0,24.60,0.166,3.4
22.5,24.60,0.299,6.1
23.0,24.60,0.432,8.9
23.5,24.60,0.564,11.6
24.0,24.60,0.564,11.6

"日期: 2021/6/10, 空调: AC_M_016 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.63,0.000,0.0
1.5,23.84,0.000,0.0
2.0,24.04,0.000,0.0
2.5,24.26,0.000,0.0
3.0,24.49,0.704,14.5
3.5,24.60,1.400,28.7
4.0,24.60,1.544,31.7
4.5,24.60,1.688,34.7
5.0,24.60,1.832,37.6
5.5,24.60,1.811,37.2
6.0,24.60,1.790,36.8
6.5,24.60,1.769,36.3
7.0,24.60,1.748,35.9
7.5,24.60,1.727,35.5
8.0,24.60,1.706,35.0
8.5,24.60,1.560,32.0
9.0,24.60,1.414,29.0
9.5,24.60,1.268,26.0
10.0,24.60,1.122,23.0
10.5,24.60,0.976,20.0
11.0,24.60,0.446,9.2
11.5,24.60,0.444,9.1
12.0,24.60,0.830,17.0
12.5,24.60,0.805,16.5
13.0,24.60,0.780,16.0
13.5,24.60,0.754,15.5
14.0,24.60,0.729,15.0
14.5,24.60,0.704,14.5
15.0,24.60,0.679,13.9
15.5,24.60,0.635,13.0
16.0,24.60,0.441,9.1
16.5,24.60,0.430,8.8
17.0,24.60,0.419,8.6
17.5,24.60,0.408,8.4
18.0,24.60,0.397,8.2
18.5,24.60,0.387,7.9
19.0,24.60,0.376,7.7
19.5,24.60,0.407,8.4
20.0,24.60,0.439,9.0
20.5,24.60,0.470,9.7
21.0,24.60,0.502,10.3
21.5,24.60,0.533,11.0
22.0,24.60,0.565,11.6
22.5,24.60,0.632,13.0
23.0,24.60,0.699,14.4
23.5,24.60,0.766,15.7
24.0,24.60,0.766,15.7

"日期: 2021/6/11, 空调: AC_M_016 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.65,0.000,0.0
1.5,23.92,0.000,0.0
2.0,24.22,0.000,0.0
2.5,24.53,1.234,25.3
3.0,24.60,1.558,32.0
3.5,24.60,1.562,32.1
4.0,24.60,1.566,32.2
4.5,24.60,1.570,32.2
5.0,24.60,1.574,32.3
5.5,24.60,1.584,32.5
6.0,24.60,1.595,32.7
6.5,24.60,1.605,33.0
7.0,24.60,1.616,33.2
7.5,24.60,1.626,33.4
8.0,24.60,1.637,33.6
8.5,24.60,1.498,30.8
9.0,24.60,1.359,27.9
9.5,24.60,1.220,25.1
10.0,24.60,1.082,22.2
10.5,24.60,0.943,19.4
11.0,24.60,0.501,10.3
11.5,24.60,0.456,9.4
12.0,24.60,0.804,16.5
12.5,24.60,0.744,15.3
13.0,24.60,0.684,14.1
13.5,24.60,0.624,12.8
14.0,24.60,0.564,11.6
14.5,24.60,0.504,10.4
15.0,24.60,0.444,9.1
15.5,24.60,0.434,8.9
16.0,24.60,0.412,8.5
16.5,24.60,0.366,7.5
17.0,24.60,0.320,6.6
17.5,24.60,0.275,5.6
18.0,24.60,0.229,4.7
18.5,24.60,0.183,3.8
19.0,24.60,0.137,2.8
19.5,24.60,0.188,3.9
20.0,24.60,0.238,4.9
20.5,24.60,0.289,5.9
21.0,24.60,0.340,7.0
21.5,24.60,0.390,8.0
22.0,24.60,0.441,9.1
22.5,24.60,0.626,12.8
23.0,24.60,0.810,16.6
23.5,24.60,0.995,20.4
24.0,24.60,0.995,20.4

"日期: 2021/6/12, 空调: AC_M_016 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.63,0.000,0.0
1.5,23.71,0.000,0.0
2.0,23.79,0.000,0.0
2.5,23.87,0.000,0.0
3.0,23.97,0.000,0.0
3.5,24.09,0.000,0.0
4.0,24.21,0.000,0.0
4.5,24.35,0.000,0.0
5.0,24.51,0.380,7.8
5.5,24.60,0.826,17.0
6.0,24.60,0.818,16.8
6.5,24.60,0.810,16.6
7.0,24.60,0.803,16.5
7.5,24.60,0.795,16.3
8.0,24.60,0.788,16.2
8.5,24.60,0.663,13.6
9.0,24.60,0.537,11.0
9.5,24.60,0.412,8.5
10.0,24.60,0.287,5.9
