AC_S_035 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_035 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.86,0.000,0.0
2.0,24.18,0.000,0.0
2.5,24.52,0.000,0.0
3.0,24.85,0.000,0.0
3.5,25.17,0.000,0.0
4.0,25.48,0.000,0.0
4.5,25.79,0.619,20.0
5.0,25.80,0.669,21.6
5.5,25.80,0.562,18.1
6.0,25.80,0.456,14.7
6.5,25.80,0.349,11.3
7.0,25.80,0.243,7.8
7.5,25.80,0.136,4.4
8.0,25.80,0.030,1.0
8.5,25.80,0.000,0.0
9.0,25.79,0.000,0.0
9.5,25.75,0.000,0.0
10.0,25.69,0.000,0.0
10.5,25.60,0.000,0.0
11.0,25.50,0.000,0.0
11.5,25.43,0.000,0.0
12.0,25.38,0.000,0.0
12.5,25.26,0.000,0.0
13.0,25.15,0.000,0.0
13.5,25.04,0.000,0.0
14.0,24.94,0.000,0.0
14.5,24.83,0.000,0.0
15.0,24.73,0.000,0.0
15.5,24.63,0.000,0.0
16.0,24.55,0.000,0.0
16.5,24.56,0.000,0.0
17.0,24.59,0.000,0.0
17.5,24.64,0.000,0.0
18.0,24.70,0.000,0.0
18.5,24.77,0.000,0.0
19.0,24.86,0.000,0.0
19.5,24.96,0.000,0.0
20.0,25.05,0.000,0.0
20.5,25.11,0.000,0.0
21.0,25.16,0.000,0.0
21.5,25.20,0.000,0.0
22.0,25.22,0.000,0.0
22.5,25.23,0.000,0.0
23.0,25.28,0.000,0.0
23.5,25.37,0.000,0.0
24.0,25.50,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_035 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.72,0.000,0.0
1.5,24.05,0.000,0.0
2.0,24.38,0.000,0.0
2.5,24.70,0.000,0.0
3.0,25.05,0.000,0.0
3.5,25.43,0.037,1.2
4.0,25.80,0.878,28.3
4.5,25.80,0.977,31.5
5.0,25.80,1.075,34.7
5.5,25.80,1.061,34.2
6.0,25.80,1.047,33.8
6.5,25.80,1.032,33.3
7.0,25.80,1.018,32.8
7.5,25.80,1.004,32.4
8.0,25.80,0.989,31.9
8.5,25.80,0.889,28.7
9.0,25.80,0.789,25.5
9.5,25.80,0.690,22.2
10.0,25.80,0.590,19.0
10.5,25.80,0.490,15.8
11.0,25.80,0.127,4.1
11.5,25.80,0.125,4.0
12.0,25.80,0.390,12.6
12.5,25.80,0.372,12.0
13.0,25.80,0.355,11.5
13.5,25.80,0.338,10.9
14.0,25.80,0.321,10.4
14.5,25.80,0.304,9.8
15.0,25.80,0.287,9.2
15.5,25.80,0.256,8.3
16.0,25.80,0.124,4.0
16.5,25.80,0.116,3.7
17.0,25.80,0.109,3.5
17.5,25.80,0.101,3.3
18.0,25.80,0.094,3.0
