AC_S_051 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_051 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.83,0.000,0.0
2.0,24.11,0.000,0.0
2.5,24.42,0.000,0.0
3.0,24.72,0.000,0.0
3.5,25.01,0.194,6.3
4.0,25.20,0.558,18.1
4.5,25.20,0.584,18.9
5.0,25.20,0.609,19.7
5.5,25.20,0.523,16.9
6.0,25.20,0.438,14.2
6.5,25.20,0.352,11.4
7.0,25.20,0.266,8.6
7.5,25.20,0.181,5.9
8.0,25.20,0.095,3.1
8.5,25.20,0.050,1.6
9.0,25.20,0.005,0.2
9.5,25.20,0.000,0.0
10.0,25.18,0.000,0.0
10.5,25.14,0.000,0.0
11.0,25.07,0.000,0.0
11.5,25.04,0.000,0.0
12.0,25.02,0.000,0.0
12.5,24.94,0.000,0.0
13.0,24.86,0.000,0.0
13.5,24.78,0.000,0.0
14.0,24.70,0.000,0.0
14.5,24.62,0.000,0.0
15.0,24.54,0.000,0.0
15.5,24.47,0.000,0.0
16.0,24.41,0.000,0.0
16.5,24.43,0.000,0.0
17.0,24.46,0.000,0.0
17.5,24.51,0.000,0.0
18.0,24.57,0.000,0.0
18.5,24.65,0.000,0.0
19.0,24.73,0.000,0.0
19.5,24.83,0.000,0.0
20.0,24.91,0.000,0.0
20.5,24.98,0.000,0.0
21.0,25.03,0.000,0.0
21.5,25.07,0.000,0.0
22.0,25.10,0.000,0.0
22.5,25.12,0.000,0.0
23.0,25.17,0.113,3.6
23.5,25.20,0.239,7.7
24.0,25.20,0.239,7.7

"日期: 2021/6/10, 空调: AC_S_051 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.70,0.000,0.0
1.5,23.99,0.000,0.0
2.0,24.29,0.000,0.0
2.5,24.58,0.000,0.0
3.0,24.90,0.084,2.7
3.5,25.20,0.698,22.6
4.0,25.20,0.777,25.1
4.5,25.20,0.856,27.7
5.0,25.20,0.935,30.3
5.5,25.20,0.924,29.9
6.0,25.20,0.912,29.5
6.5,25.20,0.901,29.1
7.0,25.20,0.889,28.8
7.5,25.20,0.878,28.4
8.0,25.20,0.866,28.0
8.5,25.20,0.786,25.4
9.0,25.20,0.706,22.8
9.5,25.20,0.625,20.2
10.0,25.20,0.545,17.6
10.5,25.20,0.465,15.0
11.0,25.20,0.174,5.6
11.5,25.20,0.172,5.6
12.0,25.20,0.384,12.4
12.5,25.20,0.371,12.0
13.0,25.20,0.357,11.6
13.5,25.20,0.343,11.1
14.0,25.20,0.329,10.7
14.5,25.20,0.316,10.2
15.0,25.20,0.302,9.8
15.5,25.20,0.277,9.0
16.0,25.20,0.171,5.5
16.5,25.20,0.165,5.3
17.0,25.20,0.159,5.1
17.5,25.20,0.153,4.9
18.0,25.20,0.147,4.8
18.5,25.20,0.141,4.6
19.0,25.20,0.135,4.4
19.5,25.20,0.152,4.9
20.0,25.20,0.170,5.5
20.5,25.20,0.187,6.1
21.0,25.20,0.204,6.6
21.5,25.20,0.222,7.2
22.0,25.20,0.239,7.7
22.5,25.20,0.276,8.9
23.0,25.20,0.313,10.1
23.5,25.20,0.350,11.3
24.0,25.20,0.350,11.3

"日期: 2021/6/11, 空调: AC_S_051 (small), 状态: success"
