空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_M_022,medium,2021/6/1,success,9.1400001025,0.38083333760416666,1.4224452,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/10,success,24.0646268745,1.0026927864375,2.0705649,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/11,success,23.192317485,0.966346561875,1.8575925,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/12,success,9.428413925,0.3928505802083333,0.98072468,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/13,success,18.1215388,0.7550641166666666,1.2870368,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/14,success,23.393757505,0.9747398960416667,1.4631992,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/15,success,22.368891655,0.9320371522916666,1.5959782,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/16,success,31.27539251,1.3031413545833332,1.8562778,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/17,success,31.063620925,1.2943175385416665,2.3505841,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/18,success,33.05614852,1.3773395216666666,2.1047456,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/19,success,36.275039145,1.511459964375,2.7199992,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/2,success,14.5348294425,0.6056178934374999,1.2508841,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/20,success,36.61184547,1.52549356125,2.6108837,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/21,success,31.51792902,1.3132470425,2.1665339,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/22,success,10.303471642,0.42931131841666664,1.0306812,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/23,success,5.25577825865,0.21899076077708335,0.75657782,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/24,success,2.0855542761,0.0868980948375,0.35889791,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/25,success,10.338911415,0.430787975625,1.1489992,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/26,success,16.78371982,0.6993216591666668,1.0858962,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/27,success,23.403970188,0.9751654245,1.7024644,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/28,success,11.8771707925,0.4948821163541666,1.0753791,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/29,success,20.889896295,0.870412345625,1.1647749,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/3,success,27.572142785,1.1488392827083334,1.9088636,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/30,success,26.729970821,1.1137487842083333,1.6025515,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/4,success,13.85302464,0.57720936,1.1069305,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/5,success,12.7257762395,0.5302406766458333,1.3593423,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/6,success,19.609358205,0.817056591875,1.9548761,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/7,success,22.710585695,0.9462744039583333,2.2296368,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/8,success,21.864308295,0.9110128456250001,2.2125464,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/6/9,success,15.92811312,0.66367138,1.5146894,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/7/1,success,29.309126615,1.2212136089583334,1.9193807,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/7/10,success,23.8837216,0.9951550666666668,1.8023774,4.29,"[21.0, 24.3]"
AC_M_022,medium,2021/7/11,success,22.326122145,0.930255089375,1.3076329,4.29,"[21.0, 24.3]"
