AC_S_048 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_048 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.84,0.000,0.0
2.0,24.13,0.000,0.0
2.5,24.44,0.000,0.0
3.0,24.75,0.000,0.0
3.5,25.05,0.000,0.0
4.0,25.35,0.498,14.8
4.5,25.40,0.625,18.6
5.0,25.40,0.653,19.4
5.5,25.40,0.558,16.6
6.0,25.40,0.462,13.8
6.5,25.40,0.367,10.9
7.0,25.40,0.271,8.1
7.5,25.40,0.175,5.2
8.0,25.40,0.080,2.4
8.5,25.40,0.029,0.9
9.0,25.40,0.000,0.0
9.5,25.39,0.000,0.0
10.0,25.36,0.000,0.0
10.5,25.30,0.000,0.0
11.0,25.22,0.000,0.0
11.5,25.18,0.000,0.0
12.0,25.15,0.000,0.0
12.5,25.06,0.000,0.0
13.0,24.97,0.000,0.0
13.5,24.88,0.000,0.0
14.0,24.79,0.000,0.0
14.5,24.70,0.000,0.0
15.0,24.62,0.000,0.0
15.5,24.53,0.000,0.0
16.0,24.47,0.000,0.0
16.5,24.48,0.000,0.0
17.0,24.52,0.000,0.0
17.5,24.56,0.000,0.0
18.0,24.62,0.000,0.0
18.5,24.70,0.000,0.0
19.0,24.78,0.000,0.0
19.5,24.88,0.000,0.0
20.0,24.96,0.000,0.0
20.5,25.03,0.000,0.0
21.0,25.08,0.000,0.0
21.5,25.12,0.000,0.0
22.0,25.14,0.000,0.0
22.5,25.16,0.000,0.0
23.0,25.21,0.000,0.0
23.5,25.30,0.044,1.3
24.0,25.40,0.240,7.1

"日期: 2021/6/10, 空调: AC_S_048 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.70,0.000,0.0
1.5,24.01,0.000,0.0
2.0,24.31,0.000,0.0
2.5,24.62,0.000,0.0
3.0,24.94,0.000,0.0
3.5,25.29,0.542,16.1
4.0,25.40,0.841,25.0
4.5,25.40,0.929,27.7
5.0,25.40,1.018,30.3
5.5,25.40,1.005,29.9
6.0,25.40,0.992,29.5
6.5,25.40,0.979,29.1
7.0,25.40,0.966,28.8
7.5,25.40,0.954,28.4
8.0,25.40,0.941,28.0
8.5,25.40,0.851,25.3
9.0,25.40,0.761,22.7
9.5,25.40,0.672,20.0
10.0,25.40,0.582,17.3
10.5,25.40,0.492,14.7
11.0,25.40,0.168,5.0
11.5,25.40,0.166,4.9
12.0,25.40,0.403,12.0
12.5,25.40,0.387,11.5
13.0,25.40,0.372,11.1
13.5,25.40,0.357,10.6
14.0,25.40,0.341,10.2
14.5,25.40,0.326,9.7
15.0,25.40,0.310,9.2
15.5,25.40,0.283,8.4
16.0,25.40,0.164,4.9
16.5,25.40,0.157,4.7
17.0,25.40,0.151,4.5
17.5,25.40,0.144,4.3
18.0,25.40,0.137,4.1
18.5,25.40,0.131,3.9
19.0,25.40,0.124,3.7
19.5,25.40,0.143,4.3
20.0,25.40,0.163,4.8
20.5,25.40,0.182,5.4
21.0,25.40,0.202,6.0
21.5,25.40,0.221,6.6
22.0,25.40,0.240,7.1
22.5,25.40,0.281,8.4
23.0,25.40,0.323,9.6
23.5,25.40,0.364,10.8
24.0,25.40,0.364,10.8

"日期: 2021/6/11, 空调: AC_S_048 (small), 状态: success"
