AC_M_017 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_017 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.78,0.000,0.0
2.0,24.02,0.294,7.7
2.5,24.20,0.924,24.2
3.0,24.20,0.963,25.2
3.5,24.20,1.001,26.2
4.0,24.20,1.040,27.2
4.5,24.20,1.079,28.2
5.0,24.20,1.118,29.3
5.5,24.20,0.986,25.8
6.0,24.20,0.855,22.4
6.5,24.20,0.723,18.9
7.0,24.20,0.592,15.5
7.5,24.20,0.461,12.1
8.0,24.20,0.329,8.6
8.5,24.20,0.260,6.8
9.0,24.20,0.190,5.0
9.5,24.20,0.121,3.2
10.0,24.20,0.051,1.3
10.5,24.20,0.000,0.0
11.0,24.19,0.051,1.3
11.5,24.20,0.081,2.1
12.0,24.20,0.000,0.0
12.5,24.17,0.000,0.0
13.0,24.15,0.000,0.0
13.5,24.12,0.000,0.0
14.0,24.09,0.000,0.0
14.5,24.05,0.000,0.0
15.0,24.02,0.000,0.0
15.5,23.98,0.000,0.0
16.0,23.95,0.000,0.0
16.5,23.99,0.000,0.0
17.0,24.05,0.000,0.0
17.5,24.11,0.000,0.0
18.0,24.18,0.233,6.1
18.5,24.20,0.337,8.8
19.0,24.20,0.385,10.1
19.5,24.20,0.356,9.3
20.0,24.20,0.328,8.6
20.5,24.20,0.299,7.8
21.0,24.20,0.271,7.1
21.5,24.20,0.242,6.3
22.0,24.20,0.213,5.6
22.5,24.20,0.325,8.5
23.0,24.20,0.437,11.4
23.5,24.20,0.549,14.4
24.0,24.20,0.549,14.4

"日期: 2021/6/10, 空调: AC_M_017 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,23.92,0.000,0.0
2.0,24.17,0.799,20.9
2.5,24.20,1.012,26.5
3.0,24.20,1.133,29.7
3.5,24.20,1.254,32.8
4.0,24.20,1.376,36.0
4.5,24.20,1.497,39.2
5.0,24.20,1.619,42.4
5.5,24.20,1.601,41.9
6.0,24.20,1.583,41.5
6.5,24.20,1.566,41.0
7.0,24.20,1.548,40.5
7.5,24.20,1.531,40.1
8.0,24.20,1.513,39.6
8.5,24.20,1.390,36.4
9.0,24.20,1.266,33.2
9.5,24.20,1.143,29.9
