AC_S_001 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_001 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.83,0.028,1.1
2.0,24.10,0.592,22.9
2.5,24.10,0.618,23.8
3.0,24.10,0.643,24.8
3.5,24.10,0.668,25.8
4.0,24.10,0.694,26.8
4.5,24.10,0.719,27.8
5.0,24.10,0.745,28.8
5.5,24.10,0.659,25.4
6.0,24.10,0.572,22.1
6.5,24.10,0.486,18.8
7.0,24.10,0.400,15.4
7.5,24.10,0.314,12.1
8.0,24.10,0.228,8.8
8.5,24.10,0.182,7.0
9.0,24.10,0.137,5.3
9.5,24.10,0.091,3.5
10.0,24.10,0.046,1.8
10.5,24.10,0.000,0.0
11.0,24.10,0.056,2.2
11.5,24.10,0.065,2.5
12.0,24.10,0.000,0.0
12.5,24.08,0.000,0.0
13.0,24.05,0.000,0.0
13.5,24.02,0.000,0.0
14.0,23.99,0.000,0.0
14.5,23.96,0.000,0.0
15.0,23.92,0.000,0.0
15.5,23.88,0.000,0.0
16.0,23.86,0.000,0.0
16.5,23.91,0.000,0.0
17.0,23.98,0.000,0.0
17.5,24.06,0.092,3.5
18.0,24.10,0.201,7.8
18.5,24.10,0.233,9.0
19.0,24.10,0.264,10.2
19.5,24.10,0.246,9.5
20.0,24.10,0.227,8.8
20.5,24.10,0.208,8.0
21.0,24.10,0.189,7.3
21.5,24.10,0.171,6.6
22.0,24.10,0.152,5.9
22.5,24.10,0.225,8.7
23.0,24.10,0.299,11.5
23.5,24.10,0.372,14.4
24.0,24.10,0.372,14.4

"日期: 2021/6/10, 空调: AC_S_001 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.70,0.000,0.0
1.5,23.99,0.368,14.2
2.0,24.10,0.595,23.0
2.5,24.10,0.675,26.1
3.0,24.10,0.755,29.1
3.5,24.10,0.834,32.2
4.0,24.10,0.914,35.3
4.5,24.10,0.993,38.4
5.0,24.10,1.073,41.4
5.5,24.10,1.061,41.0
6.0,24.10,1.050,40.5
6.5,24.10,1.038,40.1
7.0,24.10,1.027,39.6
7.5,24.10,1.015,39.2
8.0,24.10,1.004,38.8
8.5,24.10,0.923,35.6
9.0,24.10,0.842,32.5
9.5,24.10,0.761,29.4
10.0,24.10,0.680,26.3
10.5,24.10,0.600,23.2
11.0,24.10,0.307,11.8
11.5,24.10,0.305,11.8
12.0,24.10,0.519,20.0
12.5,24.10,0.505,19.5
13.0,24.10,0.491,19.0
13.5,24.10,0.477,18.4
14.0,24.10,0.463,17.9
14.5,24.10,0.449,17.4
15.0,24.10,0.436,16.8
15.5,24.10,0.411,15.9
16.0,24.10,0.304,11.7
16.5,24.10,0.298,11.5
17.0,24.10,0.292,11.3
17.5,24.10,0.286,11.0
18.0,24.10,0.280,10.8
18.5,24.10,0.274,10.6
19.0,24.10,0.268,10.3
19.5,24.10,0.285,11.0
20.0,24.10,0.303,11.7
20.5,24.10,0.320,12.4
21.0,24.10,0.337,13.0
21.5,24.10,0.355,13.7
22.0,24.10,0.372,14.4
22.5,24.10,0.410,15.8
23.0,24.10,0.447,17.2
23.5,24.10,0.484,18.7
24.0,24.10,0.484,18.7

"日期: 2021/6/11, 空调: AC_S_001 (small), 状态: success"
