AC_S_042 多天功率矩阵
"空调参数: P_rated=2.87kW, T_range=[20.8, 25.2]°C"

日期,状态,t1(0.5h),t2(1.0h),t3(1.5h),t4(2.0h),t5(2.5h),t6(3.0h),t7(3.5h),t8(4.0h),t9(4.5h),t10(5.0h),t11(5.5h),t12(6.0h),t13(6.5h),t14(7.0h),t15(7.5h),t16(8.0h),t17(8.5h),t18(9.0h),t19(9.5h),t20(10.0h),t21(10.5h),t22(11.0h),t23(11.5h),t24(12.0h),t25(12.5h),t26(13.0h),t27(13.5h),t28(14.0h),t29(14.5h),t30(15.0h),t31(15.5h),t32(16.0h),t33(16.5h),t34(17.0h),t35(17.5h),t36(18.0h),t37(18.5h),t38(19.0h),t39(19.5h),t40(20.0h),t41(20.5h),t42(21.0h),t43(21.5h),t44(22.0h),t45(22.5h),t46(23.0h),t47(23.5h),t48(24.0h)
2021/6/1,success,0.000,0.000,0.000,0.000,0.000,0.000,0.398,0.585,0.611,0.638,0.548,0.458,0.369,0.279,0.189,0.100,0.052,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,0.250,0.250
2021/6/10,success,0.000,0.000,0.000,0.000,0.000,0.288,0.731,0.814,0.897,0.980,0.968,0.956,0.944,0.932,0.920,0.907,0.823,0.739,0.655,0.571,0.487,0.182,0.180,0.403,0.388,0.374,0.359,0.345,0.331,0.316,0.290,0.179,0.173,0.166,0.160,0.154,0.148,0.141,0.160,0.178,0.196,0.214,0.232,0.250,0.289,0.328,0.366,0.366
2021/6/11,success,0.000,0.000,0.000,0.000,0.618,0.822,0.824,0.827,0.829,0.831,0.837,0.843,0.849,0.855,0.861,0.867,0.787,0.708,0.628,0.548,0.468,0.214,0.188,0.388,0.354,0.319,0.285,0.250,0.215,0.181,0.175,0.162,0.136,0.110,0.083,0.057,0.031,0.004,0.033,0.062,0.092,0.121,0.150,0.179,0.285,0.392,0.498,0.498
2021/6/12,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.400,0.396,0.392,0.387,0.383,0.379,0.307,0.235,0.163,0.091,0.019,0.156,0.150,0.000,0.000,0.000,0.010,0.088,0.123,0.159,0.130,0.144,0.116,0.088,0.060,0.032,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030
2021/6/13,success,0.000,0.000,0.000,0.000,0.000,0.168,0.545,0.552,0.559,0.566,0.553,0.540,0.526,0.513,0.499,0.486,0.472,0.458,0.444,0.430,0.415,0.043,0.014,0.401,0.375,0.349,0.322,0.296,0.270,0.243,0.269,0.000,0.000,0.000,0.024,0.039,0.052,0.066,0.104,0.143,0.181,0.219,0.258,0.296,0.334,0.372,0.410,0.410
2021/6/14,success,0.000,0.000,0.000,0.000,0.071,0.614,0.626,0.637,0.648,0.659,0.651,0.643,0.635,0.626,0.618,0.610,0.556,0.501,0.446,0.392,0.337,0.344,0.369,0.283,0.284,0.286,0.288,0.289,0.291,0.293,0.279,0.394,0.373,0.351,0.329,0.307,0.285,0.263,0.291,0.318,0.346,0.374,0.402,0.430,0.457,0.484,0.511,0.511
2021/6/15,success,0.000,0.000,0.000,0.000,0.000,0.141,0.457,0.446,0.435,0.424,0.475,0.526,0.577,0.628,0.678,0.729,0.680,0.630,0.580,0.530,0.480,0.237,0.223,0.431,0.426,0.421,0.416,0.411,0.406,0.401,0.397,0.209,0.220,0.232,0.244,0.255,0.267,0.279,0.298,0.317,0.336,0.354,0.373,0.392,0.408,0.425,0.441,0.441
2021/6/16,success,0.000,0.000,0.000,0.000,0.606,0.747,0.766,0.785,0.803,0.822,0.830,0.837,0.844,0.852,0.859,0.867,0.818,0.770,0.722,0.674,0.626,0.383,0.378,0.577,0.560,0.543,0.526,0.509,0.491,0.474,0.450,0.374,0.380,0.387,0.394,0.400,0.407,0.414,0.456,0.498,0.539,0.581,0.623,0.665,0.672,0.680,0.687,0.687
2021/6/17,success,0.000,0.000,0.000,0.000,0.272,0.769,0.858,0.948,1.038,1.127,1.078,1.029,0.981,0.932,0.883,0.834,0.782,0.730,0.679,0.627,0.575,0.378,0.353,0.523,0.507,0.491,0.475,0.459,0.443,0.427,0.420,0.329,0.345,0.362,0.378,0.394,0.410,0.426,0.454,0.482,0.510,0.538,0.566,0.593,0.593,0.592,0.591,0.591
2021/6/18,success,0.000,0.000,0.000,0.550,0.997,0.996,0.996,0.995,0.995,0.994,0.947,0.899,0.851,0.804,0.756,0.709,0.683,0.658,0.632,0.607,0.581,0.397,0.389,0.556,0.557,0.559,0.560,0.562,0.563,0.564,0.564,0.382,0.380,0.377,0.375,0.373,0.370,0.368,0.413,0.459,0.504,0.549,0.595,0.640,0.700,0.759,0.819,0.819
2021/6/19,success,0.000,0.000,0.000,0.621,1.039,1.096,1.152,1.209,1.265,1.322,1.243,1.164,1.084,1.005,0.926,0.846,0.810,0.773,0.736,0.699,0.662,0.562,0.561,0.625,0.596,0.567,0.538,0.509,0.480,0.451,0.438,0.560,0.528,0.497,0.465,0.434,0.402,0.370,0.407,0.444,0.481,0.518,0.555,0.592,0.657,0.722,0.787,0.787
2021/6/2,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.246,0.433,0.443,0.455,0.467,0.479,0.491,0.503,0.514,0.521,0.528,0.534,0.541,0.547,0.000,0.000,0.331,0.519,0.484,0.449,0.414,0.379,0.344,0.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.169
2021/6/20,success,0.000,0.000,0.000,0.315,0.958,1.019,1.080,1.142,1.203,1.265,1.196,1.127,1.059,0.990,0.921,0.853,0.829,0.805,0.781,0.758,0.734,0.402,0.390,0.710,0.699,0.689,0.678,0.668,0.657,0.647,0.624,0.378,0.396,0.413,0.431,0.449,0.467,0.485,0.509,0.534,0.558,0.583,0.607,0.632,0.676,0.720,0.764,0.764
2021/6/21,success,0.000,0.000,0.000,0.734,1.018,1.005,0.993,0.981,0.968,0.956,0.850,0.743,0.637,0.531,0.425,0.318,0.346,0.374,0.402,0.430,0.457,0.557,0.534,0.485,0.481,0.477,0.473,0.469,0.464,0.460,0.453,0.512,0.522,0.532,0.542,0.552,0.562,0.573,0.571,0.569,0.567,0.565,0.563,0.562,0.640,0.718,0.796,0.796
2021/6/22,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.370,0.379,0.389,0.399,0.324,0.249,0.173,0.098,0.023,0.431,0.424,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.418,0.419,0.420,0.421,0.422,0.335,0.248,0.162,0.075,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/23,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.112,0.206,0.156,0.106,0.056,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.217,0.254,0.254
2021/6/24,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/25,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.383,0.494,0.447,0.400,0.353,0.306,0.260,0.213,0.207,0.202,0.196,0.190,0.185,0.000,0.000,0.000,0.073,0.177,0.175,0.174,0.173,0.172,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.107,0.149,0.149
2021/6/26,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.406,0.432,0.448,0.450,0.452,0.454,0.456,0.458,0.460,0.448,0.436,0.424,0.412,0.400,0.215,0.226,0.388,0.362,0.336,0.311,0.285,0.259,0.234,0.240,0.237,0.213,0.188,0.164,0.140,0.115,0.091,0.103,0.115,0.127,0.139,0.151,0.164,0.195,0.227,0.259,0.259
2021/6/27,success,0.000,0.000,0.000,0.000,0.562,0.640,0.567,0.494,0.421,0.348,0.359,0.370,0.381,0.392,0.403,0.414,0.404,0.395,0.385,0.376,0.366,0.259,0.265,0.356,0.373,0.389,0.405,0.421,0.437,0.453,0.454,0.271,0.304,0.336,0.368,0.401,0.433,0.466,0.462,0.459,0.455,0.452,0.449,0.445,0.502,0.559,0.615,0.615
2021/6/28,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.207,0.298,0.306,0.306,0.305,0.305,0.305,0.305,0.454,0.455,0.305,0.321,0.337,0.353,0.369,0.385,0.401,0.398,0.455,0.393,0.332,0.270,0.209,0.147,0.086,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/29,success,0.000,0.000,0.000,0.000,0.000,0.290,0.299,0.216,0.133,0.050,0.125,0.200,0.276,0.351,0.426,0.501,0.469,0.437,0.405,0.373,0.341,0.389,0.386,0.309,0.325,0.342,0.359,0.376,0.393,0.410,0.400,0.383,0.391,0.399,0.407,0.415,0.423,0.431,0.435,0.439,0.443,0.448,0.452,0.456,0.471,0.487,0.502,0.502
2021/6/3,success,0.000,0.000,0.000,0.000,0.000,0.486,0.692,0.759,0.827,0.894,0.880,0.866,0.852,0.838,0.824,0.810,0.763,0.715,0.668,0.620,0.573,0.336,0.335,0.525,0.508,0.490,0.472,0.454,0.436,0.418,0.415,0.333,0.322,0.311,0.300,0.289,0.278,0.267,0.311,0.354,0.398,0.442,0.485,0.529,0.522,0.516,0.509,0.509
2021/6/30,success,0.000,0.000,0.000,0.000,0.536,0.727,0.728,0.730,0.731,0.733,0.712,0.690,0.669,0.648,0.626,0.605,0.594,0.582,0.570,0.559,0.547,0.371,0.361,0.535,0.524,0.513,0.503,0.492,0.481,0.470,0.446,0.351,0.335,0.318,0.302,0.286,0.270,0.254,0.286,0.317,0.349,0.381,0.413,0.444,0.491,0.538,0.584,0.584
2021/6/4,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.115,0.119,0.124,0.128,0.133,0.137,0.125,0.112,0.099,0.087,0.074,0.407,0.404,0.062,0.062,0.063,0.063,0.064,0.065,0.065,0.051,0.401,0.378,0.354,0.331,0.308,0.284,0.261,0.296,0.331,0.366,0.401,0.436,0.471,0.438,0.405,0.372,0.372
2021/6/5,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.088,0.391,0.402,0.436,0.470,0.503,0.537,0.571,0.605,0.570,0.535,0.499,0.464,0.429,0.010,0.000,0.391,0.344,0.293,0.242,0.191,0.140,0.089,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/6,success,0.000,0.000,0.000,0.000,0.000,0.000,0.428,0.623,0.671,0.720,0.753,0.786,0.819,0.852,0.885,0.919,0.844,0.770,0.695,0.621,0.547,0.041,0.029,0.472,0.408,0.343,0.279,0.214,0.150,0.085,0.089,0.017,0.019,0.022,0.024,0.027,0.029,0.032,0.052,0.071,0.091,0.110,0.130,0.150,0.196,0.243,0.289,0.289
