AC_S_014 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_014 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.10,0.000,0.0
2.5,24.40,0.000,0.0
3.0,24.69,0.000,0.0
3.5,24.98,0.000,0.0
4.0,25.27,0.094,3.6
4.5,25.50,0.548,21.2
5.0,25.50,0.573,22.1
5.5,25.50,0.488,18.8
6.0,25.50,0.402,15.5
6.5,25.50,0.317,12.2
7.0,25.50,0.231,8.9
7.5,25.50,0.145,5.6
8.0,25.50,0.060,2.3
8.5,25.50,0.014,0.6
9.0,25.50,0.000,0.0
9.5,25.48,0.000,0.0
10.0,25.45,0.000,0.0
10.5,25.39,0.000,0.0
11.0,25.31,0.000,0.0
11.5,25.26,0.000,0.0
12.0,25.23,0.000,0.0
12.5,25.14,0.000,0.0
13.0,25.05,0.000,0.0
13.5,24.96,0.000,0.0
14.0,24.87,0.000,0.0
14.5,24.78,0.000,0.0
15.0,24.70,0.000,0.0
15.5,24.61,0.000,0.0
16.0,24.55,0.000,0.0
16.5,24.56,0.000,0.0
17.0,24.58,0.000,0.0
17.5,24.62,0.000,0.0
18.0,24.68,0.000,0.0
18.5,24.74,0.000,0.0
19.0,24.82,0.000,0.0
19.5,24.91,0.000,0.0
20.0,24.99,0.000,0.0
20.5,25.05,0.000,0.0
21.0,25.10,0.000,0.0
21.5,25.13,0.000,0.0
22.0,25.16,0.000,0.0
22.5,25.17,0.000,0.0
23.0,25.22,0.000,0.0
23.5,25.30,0.000,0.0
24.0,25.42,0.048,1.9

"日期: 2021/6/10, 空调: AC_S_014 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.69,0.000,0.0
1.5,23.98,0.000,0.0
2.0,24.27,0.000,0.0
2.5,24.56,0.000,0.0
3.0,24.88,0.000,0.0
3.5,25.21,0.129,5.0
4.0,25.50,0.742,28.6
4.5,25.50,0.821,31.7
5.0,25.50,0.900,34.7
5.5,25.50,0.888,34.3
6.0,25.50,0.877,33.9
6.5,25.50,0.865,33.4
7.0,25.50,0.854,33.0
7.5,25.50,0.842,32.5
8.0,25.50,0.831,32.1
8.5,25.50,0.751,29.0
9.0,25.50,0.670,25.9
9.5,25.50,0.590,22.8
10.0,25.50,0.510,19.7
10.5,25.50,0.429,16.6
11.0,25.50,0.138,5.3
11.5,25.50,0.137,5.3
12.0,25.50,0.349,13.5
12.5,25.50,0.335,12.9
13.0,25.50,0.321,12.4
13.5,25.50,0.308,11.9
14.0,25.50,0.294,11.3
14.5,25.50,0.280,10.8
15.0,25.50,0.266,10.3
15.5,25.50,0.242,9.3
16.0,25.50,0.135,5.2
16.5,25.50,0.129,5.0
17.0,25.50,0.123,4.8
17.5,25.50,0.117,4.5
18.0,25.50,0.111,4.3
18.5,25.50,0.105,4.1
19.0,25.50,0.099,3.8
19.5,25.50,0.117,4.5
20.0,25.50,0.134,5.2
20.5,25.50,0.151,5.8
21.0,25.50,0.169,6.5
21.5,25.50,0.186,7.2
22.0,25.50,0.203,7.8
22.5,25.50,0.240,9.3
23.0,25.50,0.277,10.7
23.5,25.50,0.314,12.1
24.0,25.50,0.314,12.1

"日期: 2021/6/11, 空调: AC_S_014 (small), 状态: success"
