AC_S_031 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_031 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.88,0.000,0.0
2.0,24.21,0.000,0.0
2.5,24.56,0.000,0.0
3.0,24.90,0.000,0.0
3.5,25.24,0.000,0.0
4.0,25.56,0.329,10.5
4.5,25.70,0.607,19.4
5.0,25.70,0.636,20.3
5.5,25.70,0.537,17.2
6.0,25.70,0.438,14.0
6.5,25.70,0.339,10.8
7.0,25.70,0.240,7.7
7.5,25.70,0.141,4.5
8.0,25.70,0.041,1.3
8.5,25.70,0.000,0.0
9.0,25.69,0.000,0.0
9.5,25.66,0.000,0.0
10.0,25.60,0.000,0.0
10.5,25.52,0.000,0.0
11.0,25.42,0.000,0.0
11.5,25.36,0.000,0.0
12.0,25.30,0.000,0.0
12.5,25.19,0.000,0.0
13.0,25.08,0.000,0.0
13.5,24.97,0.000,0.0
14.0,24.86,0.000,0.0
14.5,24.76,0.000,0.0
15.0,24.66,0.000,0.0
15.5,24.56,0.000,0.0
16.0,24.48,0.000,0.0
16.5,24.50,0.000,0.0
17.0,24.54,0.000,0.0
17.5,24.59,0.000,0.0
18.0,24.65,0.000,0.0
18.5,24.74,0.000,0.0
19.0,24.83,0.000,0.0
19.5,24.94,0.000,0.0
20.0,25.03,0.000,0.0
20.5,25.10,0.000,0.0
21.0,25.15,0.000,0.0
21.5,25.19,0.000,0.0
22.0,25.21,0.000,0.0
22.5,25.22,0.000,0.0
23.0,25.28,0.000,0.0
23.5,25.37,0.000,0.0
24.0,25.51,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_031 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.73,0.000,0.0
1.5,24.07,0.000,0.0
2.0,24.41,0.000,0.0
2.5,24.75,0.000,0.0
3.0,25.12,0.000,0.0
3.5,25.50,0.386,12.3
4.0,25.70,0.831,26.5
4.5,25.70,0.923,29.5
5.0,25.70,1.014,32.4
5.5,25.70,1.001,32.0
6.0,25.70,0.988,31.6
6.5,25.70,0.974,31.1
7.0,25.70,0.961,30.7
7.5,25.70,0.948,30.3
8.0,25.70,0.934,29.9
8.5,25.70,0.841,26.9
9.0,25.70,0.748,23.9
9.5,25.70,0.655,20.9
10.0,25.70,0.562,18.0
10.5,25.70,0.469,15.0
11.0,25.70,0.132,4.2
11.5,25.70,0.131,4.2
12.0,25.70,0.376,12.0
12.5,25.70,0.360,11.5
13.0,25.70,0.344,11.0
13.5,25.70,0.328,10.5
14.0,25.70,0.312,10.0
14.5,25.70,0.297,9.5
15.0,25.70,0.281,9.0
15.5,25.70,0.252,8.1
16.0,25.70,0.129,4.1
16.5,25.70,0.122,3.9
17.0,25.70,0.115,3.7
17.5,25.70,0.108,3.5
18.0,25.70,0.101,3.2
