AC_S_043 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_043 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.81,0.000,0.0
2.0,24.08,0.000,0.0
2.5,24.38,0.000,0.0
3.0,24.67,0.000,0.0
3.5,24.95,0.000,0.0
4.0,25.23,0.401,11.6
4.5,25.30,0.554,16.0
5.0,25.30,0.578,16.7
5.5,25.30,0.495,14.3
6.0,25.30,0.412,11.9
6.5,25.30,0.329,9.5
7.0,25.30,0.247,7.1
7.5,25.30,0.164,4.7
8.0,25.30,0.081,2.3
8.5,25.30,0.037,1.1
9.0,25.30,0.000,0.0
9.5,25.30,0.000,0.0
10.0,25.27,0.000,0.0
10.5,25.22,0.000,0.0
11.0,25.16,0.000,0.0
11.5,25.12,0.000,0.0
12.0,25.09,0.000,0.0
12.5,25.01,0.000,0.0
13.0,24.93,0.000,0.0
13.5,24.85,0.000,0.0
14.0,24.77,0.000,0.0
14.5,24.69,0.000,0.0
15.0,24.62,0.000,0.0
15.5,24.54,0.000,0.0
16.0,24.48,0.000,0.0
16.5,24.49,0.000,0.0
17.0,24.52,0.000,0.0
17.5,24.56,0.000,0.0
18.0,24.62,0.000,0.0
18.5,24.69,0.000,0.0
19.0,24.77,0.000,0.0
19.5,24.86,0.000,0.0
20.0,24.94,0.000,0.0
20.5,25.00,0.000,0.0
21.0,25.05,0.000,0.0
21.5,25.09,0.000,0.0
22.0,25.11,0.000,0.0
22.5,25.13,0.000,0.0
23.0,25.18,0.000,0.0
23.5,25.26,0.147,4.3
24.0,25.30,0.220,6.3

"日期: 2021/6/10, 空调: AC_S_043 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.69,0.000,0.0
1.5,23.97,0.000,0.0
2.0,24.25,0.000,0.0
2.5,24.54,0.000,0.0
3.0,24.85,0.000,0.0
3.5,25.17,0.434,12.5
4.0,25.30,0.741,21.4
4.5,25.30,0.818,23.6
5.0,25.30,0.894,25.8
5.5,25.30,0.883,25.5
6.0,25.30,0.872,25.2
6.5,25.30,0.861,24.9
7.0,25.30,0.850,24.6
7.5,25.30,0.839,24.2
8.0,25.30,0.828,23.9
8.5,25.30,0.750,21.7
9.0,25.30,0.672,19.4
9.5,25.30,0.594,17.2
10.0,25.30,0.516,14.9
10.5,25.30,0.439,12.7
11.0,25.30,0.157,4.5
11.5,25.30,0.155,4.5
12.0,25.30,0.361,10.4
12.5,25.30,0.348,10.0
13.0,25.30,0.334,9.7
13.5,25.30,0.321,9.3
14.0,25.30,0.307,8.9
14.5,25.30,0.294,8.5
15.0,25.30,0.281,8.1
15.5,25.30,0.257,7.4
16.0,25.30,0.154,4.4
16.5,25.30,0.148,4.3
17.0,25.30,0.142,4.1
17.5,25.30,0.137,3.9
18.0,25.30,0.131,3.8
18.5,25.30,0.125,3.6
19.0,25.30,0.119,3.4
19.5,25.30,0.136,3.9
20.0,25.30,0.153,4.4
20.5,25.30,0.170,4.9
21.0,25.30,0.186,5.4
21.5,25.30,0.203,5.9
22.0,25.30,0.220,6.4
22.5,25.30,0.256,7.4
23.0,25.30,0.291,8.4
23.5,25.30,0.327,9.5
24.0,25.30,0.327,9.5

"日期: 2021/6/11, 空调: AC_S_043 (small), 状态: success"
