AC_S_042 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_042 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.85,0.000,0.0
2.0,24.15,0.000,0.0
2.5,24.48,0.000,0.0
3.0,24.80,0.000,0.0
3.5,25.11,0.398,13.9
4.0,25.20,0.585,20.4
4.5,25.20,0.611,21.3
5.0,25.20,0.638,22.2
5.5,25.20,0.548,19.1
6.0,25.20,0.458,16.0
6.5,25.20,0.369,12.9
7.0,25.20,0.279,9.7
7.5,25.20,0.189,6.6
8.0,25.20,0.100,3.5
8.5,25.20,0.052,1.8
9.0,25.20,0.005,0.2
9.5,25.20,0.000,0.0
10.0,25.18,0.000,0.0
10.5,25.13,0.000,0.0
11.0,25.06,0.000,0.0
11.5,25.03,0.000,0.0
12.0,25.00,0.000,0.0
12.5,24.92,0.000,0.0
13.0,24.83,0.000,0.0
13.5,24.75,0.000,0.0
14.0,24.67,0.000,0.0
14.5,24.59,0.000,0.0
15.0,24.51,0.000,0.0
15.5,24.43,0.000,0.0
16.0,24.37,0.000,0.0
16.5,24.39,0.000,0.0
17.0,24.43,0.000,0.0
17.5,24.48,0.000,0.0
18.0,24.55,0.000,0.0
18.5,24.63,0.000,0.0
19.0,24.73,0.000,0.0
19.5,24.83,0.000,0.0
20.0,24.92,0.000,0.0
20.5,24.99,0.000,0.0
21.0,25.05,0.000,0.0
21.5,25.09,0.000,0.0
22.0,25.12,0.000,0.0
22.5,25.13,0.000,0.0
23.0,25.19,0.158,5.5
23.5,25.20,0.250,8.7
24.0,25.20,0.250,8.7

"日期: 2021/6/10, 空调: AC_S_042 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.71,0.000,0.0
1.5,24.03,0.000,0.0
2.0,24.34,0.000,0.0
2.5,24.66,0.000,0.0
3.0,24.99,0.288,10.1
3.5,25.20,0.731,25.5
4.0,25.20,0.814,28.4
4.5,25.20,0.897,31.2
5.0,25.20,0.980,34.1
5.5,25.20,0.968,33.7
6.0,25.20,0.956,33.3
6.5,25.20,0.944,32.9
7.0,25.20,0.932,32.5
7.5,25.20,0.920,32.0
8.0,25.20,0.907,31.6
8.5,25.20,0.823,28.7
9.0,25.20,0.739,25.8
9.5,25.20,0.655,22.8
10.0,25.20,0.571,19.9
10.5,25.20,0.487,17.0
11.0,25.20,0.182,6.3
11.5,25.20,0.180,6.3
12.0,25.20,0.403,14.0
12.5,25.20,0.388,13.5
13.0,25.20,0.374,13.0
13.5,25.20,0.359,12.5
14.0,25.20,0.345,12.0
14.5,25.20,0.331,11.5
15.0,25.20,0.316,11.0
15.5,25.20,0.290,10.1
16.0,25.20,0.179,6.2
16.5,25.20,0.173,6.0
17.0,25.20,0.166,5.8
17.5,25.20,0.160,5.6
18.0,25.20,0.154,5.4
