AC_M_024 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_024 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.70,0.000,0.0
2.0,23.88,0.000,0.0
2.5,24.07,0.000,0.0
3.0,24.27,0.000,0.0
3.5,24.47,0.000,0.0
4.0,24.66,0.000,0.0
4.5,24.86,0.000,0.0
5.0,25.06,0.000,0.0
5.5,25.26,0.507,11.8
6.0,25.30,0.568,13.2
6.5,25.30,0.454,10.5
7.0,25.30,0.340,7.9
7.5,25.30,0.225,5.2
8.0,25.30,0.111,2.6
8.5,25.30,0.051,1.2
9.0,25.30,0.000,0.0
9.5,25.30,0.000,0.0
10.0,25.28,0.000,0.0
10.5,25.25,0.000,0.0
11.0,25.21,0.000,0.0
11.5,25.18,0.000,0.0
12.0,25.16,0.000,0.0
12.5,25.11,0.000,0.0
13.0,25.05,0.000,0.0
13.5,25.00,0.000,0.0
14.0,24.94,0.000,0.0
14.5,24.89,0.000,0.0
15.0,24.83,0.000,0.0
15.5,24.77,0.000,0.0
16.0,24.72,0.000,0.0
16.5,24.72,0.000,0.0
17.0,24.73,0.000,0.0
17.5,24.75,0.000,0.0
18.0,24.78,0.000,0.0
18.5,24.82,0.000,0.0
19.0,24.86,0.000,0.0
19.5,24.92,0.000,0.0
20.0,24.97,0.000,0.0
20.5,25.00,0.000,0.0
21.0,25.04,0.000,0.0
21.5,25.06,0.000,0.0
22.0,25.08,0.000,0.0
22.5,25.09,0.000,0.0
23.0,25.12,0.000,0.0
23.5,25.18,0.000,0.0
24.0,25.25,0.117,2.7

"日期: 2021/6/10, 空调: AC_M_024 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.80,0.000,0.0
2.0,23.99,0.000,0.0
2.5,24.18,0.000,0.0
3.0,24.39,0.000,0.0
3.5,24.62,0.000,0.0
4.0,24.86,0.000,0.0
4.5,25.12,0.404,9.4
5.0,25.30,1.232,28.6
5.5,25.30,1.216,28.2
6.0,25.30,1.201,27.9
6.5,25.30,1.186,27.5
7.0,25.30,1.170,27.2
7.5,25.30,1.155,26.8
8.0,25.30,1.140,26.4
8.5,25.30,1.033,24.0
9.0,25.30,0.926,21.5
9.5,25.30,0.818,19.0
10.0,25.30,0.711,16.5
10.5,25.30,0.604,14.0
11.0,25.30,0.216,5.0
11.5,25.30,0.214,5.0
12.0,25.30,0.497,11.5
12.5,25.30,0.479,11.1
13.0,25.30,0.460,10.7
13.5,25.30,0.442,10.3
14.0,25.30,0.424,9.8
14.5,25.30,0.405,9.4
15.0,25.30,0.387,9.0
15.5,25.30,0.354,8.2
16.0,25.30,0.212,4.9
16.5,25.30,0.204,4.7
17.0,25.30,0.196,4.5
17.5,25.30,0.188,4.4
18.0,25.30,0.180,4.2
18.5,25.30,0.172,4.0
19.0,25.30,0.164,3.8
19.5,25.30,0.187,4.3
20.0,25.30,0.210,4.9
20.5,25.30,0.234,5.4
21.0,25.30,0.257,6.0
21.5,25.30,0.280,6.5
22.0,25.30,0.303,7.0
22.5,25.30,0.352,8.2
23.0,25.30,0.401,9.3
23.5,25.30,0.451,10.5
24.0,25.30,0.451,10.5

"日期: 2021/6/11, 空调: AC_M_024 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.64,0.000,0.0
1.5,23.88,0.000,0.0
2.0,24.14,0.000,0.0
2.5,24.43,0.000,0.0
3.0,24.71,0.000,0.0
3.5,24.98,0.000,0.0
4.0,25.24,0.775,18.0
4.5,25.30,1.040,24.1
5.0,25.30,1.043,24.2
5.5,25.30,1.050,24.4
6.0,25.30,1.058,24.5
6.5,25.30,1.066,24.7
7.0,25.30,1.073,24.9
7.5,25.30,1.081,25.1
8.0,25.30,1.089,25.3
8.5,25.30,0.987,22.9
9.0,25.30,0.885,20.5
9.5,25.30,0.784,18.2
10.0,25.30,0.682,15.8
10.5,25.30,0.580,13.5
11.0,25.30,0.256,5.9
11.5,25.30,0.223,5.2
12.0,25.30,0.479,11.1
12.5,25.30,0.435,10.1
13.0,25.30,0.391,9.1
13.5,25.30,0.347,8.0
14.0,25.30,0.303,7.0
14.5,25.30,0.259,6.0
15.0,25.30,0.215,5.0
15.5,25.30,0.207,4.8
16.0,25.30,0.191,4.4
16.5,25.30,0.157,3.6
17.0,25.30,0.124,2.9
17.5,25.30,0.090,2.1
18.0,25.30,0.057,1.3
18.5,25.30,0.023,0.5
19.0,25.30,0.000,0.0
19.5,25.30,0.016,0.4
20.0,25.30,0.064,1.5
20.5,25.30,0.101,2.3
21.0,25.30,0.138,3.2
21.5,25.30,0.175,4.1
22.0,25.30,0.212,4.9
22.5,25.30,0.347,8.1
23.0,25.30,0.483,11.2
23.5,25.30,0.618,14.3
24.0,25.30,0.618,14.3

"日期: 2021/6/12, 空调: AC_M_024 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.61,0.000,0.0
1.5,23.69,0.000,0.0
2.0,23.76,0.000,0.0
2.5,23.84,0.000,0.0
3.0,23.93,0.000,0.0
3.5,24.03,0.000,0.0
4.0,24.15,0.000,0.0
4.5,24.28,0.000,0.0
5.0,24.42,0.000,0.0
5.5,24.57,0.000,0.0
6.0,24.71,0.000,0.0
6.5,24.85,0.000,0.0
7.0,24.98,0.000,0.0
7.5,25.11,0.000,0.0
8.0,25.23,0.178,4.1
8.5,25.30,0.375,8.7
9.0,25.30,0.283,6.6
9.5,25.30,0.191,4.4
10.0,25.30,0.099,2.3
