AC_M_020 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_020 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.70,0.000,0.0
2.0,23.88,0.000,0.0
2.5,24.08,0.000,0.0
3.0,24.28,0.439,9.2
3.5,24.40,1.124,23.5
4.0,24.40,1.169,24.5
4.5,24.40,1.214,25.4
5.0,24.40,1.260,26.3
5.5,24.40,1.106,23.1
6.0,24.40,0.953,19.9
6.5,24.40,0.800,16.7
7.0,24.40,0.647,13.5
7.5,24.40,0.494,10.3
8.0,24.40,0.341,7.1
8.5,24.40,0.260,5.4
9.0,24.40,0.179,3.7
9.5,24.40,0.098,2.1
10.0,24.40,0.017,0.4
10.5,24.40,0.000,0.0
11.0,24.39,0.000,0.0
11.5,24.40,0.028,0.6
12.0,24.40,0.000,0.0
12.5,24.37,0.000,0.0
13.0,24.35,0.000,0.0
13.5,24.32,0.000,0.0
14.0,24.29,0.000,0.0
14.5,24.25,0.000,0.0
15.0,24.22,0.000,0.0
15.5,24.19,0.000,0.0
16.0,24.16,0.000,0.0
16.5,24.18,0.000,0.0
17.0,24.21,0.000,0.0
17.5,24.25,0.000,0.0
18.0,24.30,0.000,0.0
18.5,24.36,0.114,2.4
19.0,24.40,0.406,8.5
19.5,24.40,0.373,7.8
20.0,24.40,0.339,7.1
20.5,24.40,0.306,6.4
21.0,24.40,0.273,5.7
21.5,24.40,0.239,5.0
22.0,24.40,0.206,4.3
22.5,24.40,0.336,7.0
23.0,24.40,0.467,9.8
23.5,24.40,0.597,12.5
24.0,24.40,0.597,12.5

"日期: 2021/6/10, 空调: AC_M_020 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.81,0.000,0.0
2.0,24.00,0.000,0.0
2.5,24.19,0.024,0.5
3.0,24.40,1.277,26.7
3.5,24.40,1.419,29.7
4.0,24.40,1.560,32.6
4.5,24.40,1.702,35.6
5.0,24.40,1.843,38.6
5.5,24.40,1.823,38.1
6.0,24.40,1.802,37.7
6.5,24.40,1.782,37.3
7.0,24.40,1.761,36.8
7.5,24.40,1.741,36.4
8.0,24.40,1.720,36.0
8.5,24.40,1.576,33.0
9.0,24.40,1.433,30.0
9.5,24.40,1.289,27.0
10.0,24.40,1.145,24.0
10.5,24.40,1.002,21.0
11.0,24.40,0.481,10.1
11.5,24.40,0.479,10.0
12.0,24.40,0.858,18.0
12.5,24.40,0.834,17.4
13.0,24.40,0.809,16.9
13.5,24.40,0.784,16.4
14.0,24.40,0.760,15.9
14.5,24.40,0.735,15.4
15.0,24.40,0.710,14.9
15.5,24.40,0.666,13.9
16.0,24.40,0.476,10.0
16.5,24.40,0.465,9.7
17.0,24.40,0.455,9.5
17.5,24.40,0.444,9.3
18.0,24.40,0.433,9.1
18.5,24.40,0.423,8.8
19.0,24.40,0.412,8.6
19.5,24.40,0.443,9.3
20.0,24.40,0.474,9.9
20.5,24.40,0.505,10.6
21.0,24.40,0.536,11.2
21.5,24.40,0.567,11.9
22.0,24.40,0.598,12.5
22.5,24.40,0.664,13.9
23.0,24.40,0.730,15.3
23.5,24.40,0.796,16.7
24.0,24.40,0.796,16.7

"日期: 2021/6/11, 空调: AC_M_020 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.64,0.000,0.0
1.5,23.88,0.000,0.0
2.0,24.15,0.253,5.3
2.5,24.40,1.570,32.8
3.0,24.40,1.574,32.9
3.5,24.40,1.578,33.0
4.0,24.40,1.582,33.1
4.5,24.40,1.586,33.2
5.0,24.40,1.590,33.3
5.5,24.40,1.600,33.5
6.0,24.40,1.610,33.7
6.5,24.40,1.621,33.9
7.0,24.40,1.631,34.1
7.5,24.40,1.641,34.3
8.0,24.40,1.651,34.5
8.5,24.40,1.515,31.7
9.0,24.40,1.379,28.8
9.5,24.40,1.242,26.0
10.0,24.40,1.106,23.1
10.5,24.40,0.970,20.3
11.0,24.40,0.535,11.2
11.5,24.40,0.491,10.3
12.0,24.40,0.833,17.4
12.5,24.40,0.774,16.2
13.0,24.40,0.715,15.0
13.5,24.40,0.656,13.7
14.0,24.40,0.597,12.5
14.5,24.40,0.538,11.3
15.0,24.40,0.479,10.0
15.5,24.40,0.469,9.8
16.0,24.40,0.447,9.4
16.5,24.40,0.402,8.4
17.0,24.40,0.357,7.5
17.5,24.40,0.313,6.5
18.0,24.40,0.268,5.6
18.5,24.40,0.223,4.7
19.0,24.40,0.178,3.7
19.5,24.40,0.227,4.8
20.0,24.40,0.277,5.8
20.5,24.40,0.327,6.8
21.0,24.40,0.376,7.9
21.5,24.40,0.426,8.9
22.0,24.40,0.476,10.0
22.5,24.40,0.658,13.8
23.0,24.40,0.839,17.6
23.5,24.40,1.021,21.4
24.0,24.40,1.021,21.4

"日期: 2021/6/12, 空调: AC_M_020 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.69,0.000,0.0
2.0,23.77,0.000,0.0
2.5,23.84,0.000,0.0
3.0,23.93,0.000,0.0
3.5,24.04,0.000,0.0
4.0,24.16,0.000,0.0
4.5,24.29,0.156,3.3
5.0,24.40,0.862,18.0
5.5,24.40,0.854,17.9
6.0,24.40,0.847,17.7
6.5,24.40,0.839,17.6
7.0,24.40,0.832,17.4
7.5,24.40,0.824,17.2
8.0,24.40,0.817,17.1
8.5,24.40,0.694,14.5
9.0,24.40,0.571,11.9
9.5,24.40,0.448,9.4
10.0,24.40,0.325,6.8
