空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_L_006,large,2021/6/1,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/10,success,0.125022605,0.005209275208333333,0.25004521,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/11,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/12,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/13,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/14,success,0.129904485,0.005412686874999999,0.25980897,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/15,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/16,success,2.7516175415,0.11465073089583333,0.48951576,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/17,success,2.611968595,0.10883202479166666,0.42009725,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/18,success,3.299051985,0.13746049937500002,0.58659921,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/19,success,4.3912619,0.18296924583333332,0.56328893,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/2,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/20,success,4.571432895,0.190476370625,0.54612642,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/21,success,2.83679616,0.11819984,0.56969285,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/22,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/23,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/24,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/25,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/26,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/27,success,0.26386269900000003,0.010994279125,0.43623513,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/28,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/29,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/3,success,1.43575442,0.05982310083333334,0.37245207,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/30,success,1.161626075,0.04840108645833333,0.41318101,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/4,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/5,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/6,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/7,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/8,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/6/9,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/1,success,2.0772009099999997,0.08655003791666666,0.53383089,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/10,success,0.195761914,0.008156746416666668,0.32045223,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/11,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/12,success,2.283369824,0.09514040933333334,0.48259952,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/13,success,3.097893251,0.12907888545833332,0.48259952,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/14,success,1.748657502,0.07286072924999999,0.42240266,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/15,success,2.85927625,0.11913651041666667,0.43213662,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/16,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/17,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/18,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/19,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/2,success,3.0713449905,0.1279727079375,0.54894415,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/20,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/21,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/22,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/23,success,2.94222112,0.12259254666666668,0.5005305,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/24,success,1.4456818095,0.060236742062499994,0.3770629,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/25,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/26,success,2.622446915,0.10926862145833333,0.44366368,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/27,success,3.3868022725,0.14111676135416668,0.48977191,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/28,success,1.985492756,0.08272886483333333,0.45647152,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/29,success,0.58280799,0.024283666250000002,0.4108756,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/3,success,1.879137455,0.07829739395833334,0.40754556,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/30,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/31,success,0.60460075,0.02519169791666667,0.46415623,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/4,success,1.884624925,0.07852603854166666,0.39704313,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/5,success,0.484107245,0.020171135208333333,0.30328972,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/6,success,0.45985319695,0.019160549872916665,0.45775231,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/7,success,0.0,0.0,0.0,16.8,"[21.1, 25.4]"
AC_L_006,large,2021/7/8,success,1.2008933915,0.05003722464583333,0.40882635,16.8,"[21.1, 25.4]"
