AC_S_006 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_006 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.84,0.000,0.0
2.0,24.14,0.000,0.0
2.5,24.47,0.000,0.0
3.0,24.78,0.000,0.0
3.5,25.09,0.000,0.0
4.0,25.39,0.157,4.5
4.5,25.60,0.567,16.3
5.0,25.60,0.594,17.0
5.5,25.60,0.503,14.4
6.0,25.60,0.413,11.8
6.5,25.60,0.322,9.2
7.0,25.60,0.232,6.6
7.5,25.60,0.141,4.0
8.0,25.60,0.050,1.4
8.5,25.60,0.003,0.1
9.0,25.60,0.000,0.0
9.5,25.58,0.000,0.0
10.0,25.53,0.000,0.0
10.5,25.46,0.000,0.0
11.0,25.37,0.000,0.0
11.5,25.32,0.000,0.0
12.0,25.27,0.000,0.0
12.5,25.17,0.000,0.0
13.0,25.07,0.000,0.0
13.5,24.98,0.000,0.0
14.0,24.88,0.000,0.0
14.5,24.79,0.000,0.0
15.0,24.69,0.000,0.0
15.5,24.60,0.000,0.0
16.0,24.53,0.000,0.0
16.5,24.54,0.000,0.0
17.0,24.57,0.000,0.0
17.5,24.62,0.000,0.0
18.0,24.67,0.000,0.0
18.5,24.75,0.000,0.0
19.0,24.83,0.000,0.0
19.5,24.93,0.000,0.0
20.0,25.01,0.000,0.0
20.5,25.07,0.000,0.0
21.0,25.12,0.000,0.0
21.5,25.16,0.000,0.0
22.0,25.18,0.000,0.0
22.5,25.20,0.000,0.0
23.0,25.25,0.000,0.0
23.5,25.33,0.000,0.0
24.0,25.46,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_006 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.71,0.000,0.0
1.5,24.02,0.000,0.0
2.0,24.33,0.000,0.0
2.5,24.64,0.000,0.0
3.0,24.97,0.000,0.0
3.5,25.33,0.200,5.7
4.0,25.60,0.772,22.1
4.5,25.60,0.856,24.5
5.0,25.60,0.939,26.9
5.5,25.60,0.927,26.6
6.0,25.60,0.915,26.2
6.5,25.60,0.903,25.9
7.0,25.60,0.891,25.5
7.5,25.60,0.879,25.2
8.0,25.60,0.867,24.8
8.5,25.60,0.782,22.4
9.0,25.60,0.697,20.0
9.5,25.60,0.612,17.5
10.0,25.60,0.527,15.1
10.5,25.60,0.442,12.7
11.0,25.60,0.134,3.8
11.5,25.60,0.132,3.8
12.0,25.60,0.357,10.2
12.5,25.60,0.342,9.8
13.0,25.60,0.327,9.4
13.5,25.60,0.313,9.0
14.0,25.60,0.298,8.5
14.5,25.60,0.284,8.1
15.0,25.60,0.269,7.7
15.5,25.60,0.243,7.0
16.0,25.60,0.130,3.7
16.5,25.60,0.124,3.6
17.0,25.60,0.118,3.4
17.5,25.60,0.111,3.2
18.0,25.60,0.105,3.0
