AC_S_025 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_025 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.87,0.000,0.0
2.0,24.19,0.000,0.0
2.5,24.53,0.000,0.0
3.0,24.87,0.410,14.5
3.5,25.00,0.702,24.9
4.0,25.00,0.734,26.0
4.5,25.00,0.766,27.2
5.0,25.00,0.798,28.3
5.5,25.00,0.690,24.5
6.0,25.00,0.582,20.6
6.5,25.00,0.474,16.8
7.0,25.00,0.366,13.0
7.5,25.00,0.258,9.2
8.0,25.00,0.150,5.3
8.5,25.00,0.093,3.3
9.0,25.00,0.036,1.3
9.5,25.00,0.000,0.0
10.0,24.99,0.000,0.0
10.5,24.95,0.000,0.0
11.0,24.89,0.000,0.0
11.5,24.87,0.000,0.0
12.0,24.86,0.000,0.0
12.5,24.78,0.000,0.0
13.0,24.70,0.000,0.0
13.5,24.62,0.000,0.0
14.0,24.54,0.000,0.0
14.5,24.46,0.000,0.0
15.0,24.38,0.000,0.0
15.5,24.31,0.000,0.0
16.0,24.25,0.000,0.0
16.5,24.28,0.000,0.0
17.0,24.33,0.000,0.0
17.5,24.40,0.000,0.0
18.0,24.48,0.000,0.0
18.5,24.57,0.000,0.0
19.0,24.67,0.000,0.0
19.5,24.79,0.000,0.0
20.0,24.88,0.000,0.0
20.5,24.96,0.052,1.8
21.0,25.00,0.102,3.6
21.5,25.00,0.079,2.8
22.0,25.00,0.055,2.0
22.5,25.00,0.147,5.2
23.0,25.00,0.239,8.5
23.5,25.00,0.331,11.7
24.0,25.00,0.331,11.7

"日期: 2021/6/10, 空调: AC_S_025 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.72,0.000,0.0
1.5,24.06,0.000,0.0
2.0,24.39,0.000,0.0
2.5,24.72,0.158,5.6
3.0,25.00,0.810,28.7
3.5,25.00,0.910,32.3
4.0,25.00,1.010,35.8
4.5,25.00,1.110,39.4
5.0,25.00,1.209,42.9
5.5,25.00,1.195,42.4
6.0,25.00,1.181,41.9
6.5,25.00,1.166,41.3
7.0,25.00,1.152,40.8
7.5,25.00,1.137,40.3
8.0,25.00,1.123,39.8
8.5,25.00,1.021,36.2
9.0,25.00,0.920,32.6
9.5,25.00,0.819,29.0
10.0,25.00,0.718,25.4
10.5,25.00,0.616,21.9
11.0,25.00,0.249,8.8
11.5,25.00,0.247,8.8
12.0,25.00,0.515,18.3
12.5,25.00,0.498,17.6
13.0,25.00,0.480,17.0
13.5,25.00,0.463,16.4
14.0,25.00,0.445,15.8
14.5,25.00,0.428,15.2
15.0,25.00,0.411,14.6
15.5,25.00,0.380,13.5
16.0,25.00,0.245,8.7
16.5,25.00,0.238,8.4
17.0,25.00,0.230,8.2
17.5,25.00,0.223,7.9
18.0,25.00,0.215,7.6
