AC_S_036 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_036 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.58,0.000,0.0
1.5,23.90,0.000,0.0
2.0,24.24,0.000,0.0
2.5,24.61,0.000,0.0
3.0,24.96,0.000,0.0
3.5,25.31,0.000,0.0
4.0,25.64,0.126,4.8
4.5,25.90,0.633,24.3
5.0,25.90,0.665,25.5
5.5,25.90,0.557,21.3
6.0,25.90,0.448,17.2
6.5,25.90,0.340,13.0
7.0,25.90,0.232,8.9
7.5,25.90,0.123,4.7
8.0,25.90,0.015,0.6
8.5,25.90,0.000,0.0
9.0,25.88,0.000,0.0
9.5,25.83,0.000,0.0
10.0,25.76,0.000,0.0
10.5,25.66,0.000,0.0
11.0,25.54,0.000,0.0
11.5,25.47,0.000,0.0
12.0,25.40,0.000,0.0
12.5,25.28,0.000,0.0
13.0,25.15,0.000,0.0
13.5,25.03,0.000,0.0
14.0,24.92,0.000,0.0
14.5,24.80,0.000,0.0
15.0,24.70,0.000,0.0
15.5,24.59,0.000,0.0
16.0,24.51,0.000,0.0
16.5,24.52,0.000,0.0
17.0,24.56,0.000,0.0
17.5,24.61,0.000,0.0
18.0,24.68,0.000,0.0
18.5,24.76,0.000,0.0
19.0,24.86,0.000,0.0
19.5,24.97,0.000,0.0
20.0,25.06,0.000,0.0
20.5,25.13,0.000,0.0
21.0,25.18,0.000,0.0
21.5,25.22,0.000,0.0
22.0,25.25,0.000,0.0
22.5,25.25,0.000,0.0
23.0,25.31,0.000,0.0
23.5,25.41,0.000,0.0
24.0,25.54,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_036 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.74,0.000,0.0
1.5,24.10,0.000,0.0
2.0,24.46,0.000,0.0
2.5,24.81,0.000,0.0
3.0,25.18,0.000,0.0
3.5,25.58,0.193,7.4
4.0,25.90,0.878,33.6
4.5,25.90,0.978,37.5
5.0,25.90,1.078,41.3
5.5,25.90,1.063,40.7
6.0,25.90,1.049,40.2
6.5,25.90,1.034,39.6
7.0,25.90,1.020,39.1
7.5,25.90,1.005,38.5
8.0,25.90,0.991,38.0
8.5,25.90,0.889,34.1
9.0,25.90,0.788,30.2
9.5,25.90,0.686,26.3
10.0,25.90,0.584,22.4
10.5,25.90,0.483,18.5
11.0,25.90,0.114,4.4
11.5,25.90,0.113,4.3
12.0,25.90,0.381,14.6
12.5,25.90,0.364,13.9
13.0,25.90,0.346,13.3
13.5,25.90,0.329,12.6
14.0,25.90,0.311,11.9
14.5,25.90,0.294,11.3
15.0,25.90,0.276,10.6
15.5,25.90,0.245,9.4
16.0,25.90,0.111,4.2
16.5,25.90,0.103,3.9
17.0,25.90,0.095,3.7
17.5,25.90,0.088,3.4
18.0,25.90,0.080,3.1
18.5,25.90,0.073,2.8
19.0,25.90,0.065,2.5
19.5,25.90,0.087,3.3
20.0,25.90,0.109,4.2
20.5,25.90,0.131,5.0
21.0,25.90,0.153,5.9
21.5,25.90,0.175,6.7
22.0,25.90,0.197,7.5
22.5,25.90,0.244,9.3
23.0,25.90,0.290,11.1
23.5,25.90,0.337,12.9
24.0,25.90,0.337,12.9

"日期: 2021/6/11, 空调: AC_S_036 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.78,0.000,0.0
1.5,24.25,0.000,0.0
2.0,24.76,0.000,0.0
2.5,25.29,0.000,0.0
3.0,25.79,0.681,26.1
3.5,25.90,0.890,34.1
4.0,25.90,0.893,34.2
4.5,25.90,0.896,34.3
5.0,25.90,0.899,34.4
5.5,25.90,0.906,34.7
6.0,25.90,0.913,35.0
6.5,25.90,0.920,35.3
7.0,25.90,0.928,35.5
7.5,25.90,0.935,35.8
8.0,25.90,0.942,36.1
8.5,25.90,0.846,32.4
9.0,25.90,0.749,28.7
9.5,25.90,0.653,25.0
10.0,25.90,0.556,21.3
10.5,25.90,0.460,17.6
11.0,25.90,0.152,5.8
11.5,25.90,0.121,4.7
12.0,25.90,0.363,13.9
12.5,25.90,0.322,12.3
13.0,25.90,0.280,10.7
13.5,25.90,0.238,9.1
14.0,25.90,0.197,7.5
14.5,25.90,0.155,5.9
15.0,25.90,0.113,4.3
15.5,25.90,0.106,4.0
16.0,25.90,0.090,3.5
16.5,25.90,0.059,2.2
17.0,25.90,0.027,1.0
17.5,25.90,0.000,0.0
18.0,25.90,0.000,0.0
18.5,25.88,0.000,0.0
19.0,25.85,0.000,0.0
19.5,25.80,0.000,0.0
20.0,25.77,0.000,0.0
20.5,25.77,0.000,0.0
21.0,25.78,0.000,0.0
21.5,25.81,0.000,0.0
22.0,25.86,0.029,1.1
22.5,25.90,0.239,9.2
23.0,25.90,0.368,14.1
23.5,25.90,0.496,19.0
24.0,25.90,0.496,19.0

"日期: 2021/6/12, 空调: AC_S_036 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.73,0.000,0.0
1.5,23.87,0.000,0.0
2.0,24.01,0.000,0.0
2.5,24.14,0.000,0.0
3.0,24.30,0.000,0.0
3.5,24.48,0.000,0.0
4.0,24.68,0.000,0.0
4.5,24.90,0.000,0.0
5.0,25.13,0.000,0.0
5.5,25.38,0.000,0.0
6.0,25.62,0.000,0.0
6.5,25.83,0.232,8.9
7.0,25.90,0.362,13.9
7.5,25.90,0.357,13.7
8.0,25.90,0.352,13.5
8.5,25.90,0.265,10.1
9.0,25.90,0.178,6.8
9.5,25.90,0.091,3.5
10.0,25.90,0.004,0.1
10.5,25.90,0.000,0.0
11.0,25.86,0.006,0.2
11.5,25.90,0.075,2.9
12.0,25.90,0.000,0.0
12.5,25.81,0.000,0.0
13.0,25.76,0.000,0.0
13.5,25.72,0.000,0.0
14.0,25.72,0.000,0.0
14.5,25.73,0.000,0.0
15.0,25.77,0.000,0.0
15.5,25.82,0.000,0.0
16.0,25.85,0.000,0.0
16.5,25.89,0.015,0.6
17.0,25.90,0.000,0.0
17.5,25.90,0.000,0.0
18.0,25.88,0.000,0.0
18.5,25.85,0.000,0.0
19.0,25.80,0.000,0.0
19.5,25.74,0.000,0.0
20.0,25.69,0.000,0.0
20.5,25.64,0.000,0.0
21.0,25.60,0.000,0.0
21.5,25.56,0.000,0.0
22.0,25.53,0.000,0.0
22.5,25.50,0.000,0.0
23.0,25.48,0.000,0.0
23.5,25.47,0.000,0.0
24.0,25.47,0.000,0.0

"日期: 2021/6/13, 空调: AC_S_036 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,24.06,0.000,0.0
2.0,24.45,0.000,0.0
2.5,24.82,0.000,0.0
3.0,25.18,0.000,0.0
3.5,25.51,0.000,0.0
4.0,25.82,0.409,15.7
4.5,25.90,0.570,21.8
5.0,25.90,0.579,22.2
5.5,25.90,0.563,21.6
6.0,25.90,0.546,20.9
6.5,25.90,0.530,20.3
7.0,25.90,0.514,19.7
7.5,25.90,0.498,19.1
8.0,25.90,0.482,18.5
8.5,25.90,0.465,17.8
9.0,25.90,0.448,17.1
9.5,25.90,0.430,16.5
10.0,25.90,0.413,15.8
10.5,25.90,0.396,15.2
11.0,25.90,0.000,0.0
11.5,25.87,0.000,0.0
12.0,25.83,0.252,9.7
12.5,25.90,0.348,13.3
13.0,25.90,0.316,12.1
13.5,25.90,0.284,10.9
14.0,25.90,0.252,9.7
14.5,25.90,0.220,8.4
15.0,25.90,0.188,7.2
15.5,25.90,0.219,8.4
16.0,25.90,0.000,0.0
16.5,25.84,0.000,0.0
17.0,25.79,0.000,0.0
17.5,25.75,0.000,0.0
18.0,25.72,0.000,0.0
18.5,25.71,0.000,0.0
19.0,25.70,0.000,0.0
19.5,25.70,0.000,0.0
20.0,25.73,0.000,0.0
20.5,25.78,0.000,0.0
21.0,25.84,0.054,2.1
21.5,25.90,0.206,7.9
22.0,25.90,0.252,9.7
22.5,25.90,0.298,11.4
23.0,25.90,0.344,13.2
23.5,25.90,0.389,14.9
24.0,25.90,0.389,14.9

"日期: 2021/6/14, 空调: AC_S_036 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.82,0.000,0.0
1.5,24.26,0.000,0.0
2.0,24.67,0.000,0.0
2.5,25.08,0.000,0.0
3.0,25.45,0.000,0.0
3.5,25.81,0.487,18.7
