AC_M_028 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_028 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.79,0.000,0.0
2.0,24.04,0.742,17.0
2.5,24.10,0.968,22.2
3.0,24.10,1.008,23.1
3.5,24.10,1.048,24.0
4.0,24.10,1.088,24.9
4.5,24.10,1.128,25.8
5.0,24.10,1.168,26.7
5.5,24.10,1.033,23.6
6.0,24.10,0.897,20.5
6.5,24.10,0.762,17.4
7.0,24.10,0.627,14.4
7.5,24.10,0.492,11.3
8.0,24.10,0.357,8.2
8.5,24.10,0.286,6.5
9.0,24.10,0.214,4.9
9.5,24.10,0.143,3.3
10.0,24.10,0.072,1.6
10.5,24.10,0.000,0.0
11.0,24.10,0.088,2.0
11.5,24.10,0.102,2.3
12.0,24.10,0.000,0.0
12.5,24.08,0.000,0.0
13.0,24.06,0.000,0.0
13.5,24.03,0.000,0.0
14.0,24.00,0.000,0.0
14.5,23.97,0.000,0.0
15.0,23.94,0.000,0.0
15.5,23.90,0.000,0.0
16.0,23.88,0.000,0.0
16.5,23.93,0.000,0.0
17.0,23.99,0.000,0.0
17.5,24.05,0.118,2.7
18.0,24.10,0.315,7.2
18.5,24.10,0.365,8.3
19.0,24.10,0.415,9.5
19.5,24.10,0.385,8.8
20.0,24.10,0.356,8.1
20.5,24.10,0.326,7.5
21.0,24.10,0.297,6.8
21.5,24.10,0.268,6.1
22.0,24.10,0.238,5.4
22.5,24.10,0.353,8.1
23.0,24.10,0.468,10.7
23.5,24.10,0.583,13.3
24.0,24.10,0.583,13.3

"日期: 2021/6/10, 空调: AC_M_028 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,23.94,0.343,7.8
2.0,24.10,0.934,21.4
2.5,24.10,1.058,24.2
3.0,24.10,1.183,27.1
3.5,24.10,1.308,29.9
4.0,24.10,1.433,32.8
4.5,24.10,1.558,35.6
5.0,24.10,1.682,38.5
5.5,24.10,1.664,38.1
6.0,24.10,1.646,37.7
6.5,24.10,1.628,37.3
7.0,24.10,1.610,36.8
7.5,24.10,1.592,36.4
8.0,24.10,1.574,36.0
8.5,24.10,1.447,33.1
9.0,24.10,1.320,30.2
9.5,24.10,1.194,27.3
