空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_L_008,large,2021/6/1,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/10,success,3.84758097,0.16031587375,0.54440182,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/11,success,3.415705122,0.14232104674999999,0.58717759,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/12,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/13,success,1.52521550925,0.06355064621874999,0.34427903,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/14,success,3.653476475,0.15222818645833333,0.42681555,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/15,success,3.32639599,0.13859983291666667,0.36943571,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/16,success,6.9058588174999995,0.28774411739583333,0.63824471,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/17,success,6.78732554,0.28280523083333337,0.64804356,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/18,success,7.562512211,0.3151046754583333,0.67781701,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/19,success,8.90249812,0.3709374216666667,0.82969928,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/2,success,0.1743698075,0.007265408645833333,0.28906625,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/20,success,9.074955455,0.3781231439583333,0.76148416,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/21,success,6.90949325,0.28789555208333334,0.6591615,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/22,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/23,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/24,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/25,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/26,success,1.1055148915,0.046063120479166664,0.22103958,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/27,success,3.7756154495,0.15731731039583333,0.511896,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/28,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/29,success,2.95267723,0.12302821791666667,0.41946641,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/3,success,5.371609075,0.22381704479166667,0.51613589,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/30,success,5.002696535,0.20844568895833335,0.48645666,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/4,success,0.5065443285,0.021106013687499998,0.34051024,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/5,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/6,success,2.021023905,0.08420932937499999,0.45583524,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/7,success,3.175097663,0.13229573595833333,0.46977976,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/8,success,2.822675227,0.11761146779166666,0.51557057,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/6/9,success,0.773474772,0.0322281155,0.41777045,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/1,success,6.04036402,0.2516818341666667,0.61958919,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/10,success,3.859726378,0.16082193241666667,0.50843704,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/11,success,3.2644862949999998,0.13602026229166667,0.43699128,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/12,success,6.42716988,0.267798745,0.67084475,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/13,success,7.381115645,0.30754648520833333,0.75055467,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/14,success,5.8674650349999995,0.24447770979166664,0.80718075,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/15,success,7.08545259,0.29522719125,0.69345749,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/16,success,3.27285727,0.13636905291666665,0.40759472,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/17,success,2.228512269,0.092854677875,0.4389699,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/18,success,1.1072389225,0.04613495510416666,0.29990152,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/19,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/2,success,7.266813825,0.302783909375,0.63626609,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/20,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/21,success,0.0,0.0,0.0,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/22,success,2.8059060885,0.1169127536875,0.3889392,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/23,success,7.26015555,0.30250648125,1.0000486,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/24,success,5.42905227,0.22621051125,0.58190129,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/25,success,3.4264420076,0.14276841698333334,0.62015451,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/26,success,6.818201445,0.284091726875,0.65539271,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/27,success,7.726094205,0.321920591875,0.67612106,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/28,success,5.945122418,0.24771343408333335,0.54562668,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/29,success,4.208191149,0.175341297875,0.48391273,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/3,success,5.839015605,0.243292316875,0.48023816,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/30,success,2.032004662,0.08466686091666666,0.39628834,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/31,success,4.24824733,0.17701030541666665,0.54270586,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/4,success,5.8897322050000005,0.24540550854166668,0.52376769,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/5,success,4.2295053575,0.17622938989583334,0.57087757,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/6,success,4.089965415,0.170415225625,0.53563938,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/7,success,2.1432158345,0.08930065977083333,0.33721255,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/8,success,5.141467415,0.21422780895833335,0.62015451,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/7/9,success,5.33478851,0.22228285458333333,0.6515297,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/1,success,4.82560321,0.20106680041666666,0.5285729,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/10,success,1.499521845,0.062480076875000005,0.40985599,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/11,success,3.015278364,0.1256365985,0.40589876,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/12,success,3.243449715,0.135143738125,0.39544037,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/13,success,1.21573146,0.0506554775,0.23178063,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/14,success,0.597530646,0.024897110250000003,0.18485918,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/15,success,0.05018023,0.0020908429166666665,0.10036046,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/16,success,1.7626627665,0.07344428193750001,0.2278234,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/17,success,3.7692485825,0.15705202427083334,0.49528685,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/18,success,3.0114359165,0.12547649652083334,0.49239251,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/19,success,1.4488404195,0.0603683508125,0.40278951,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/2,success,4.585763853,0.19107349387499997,0.50200292,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/20,success,3.5830716799999998,0.14929465333333333,0.36123859,19.39,"[20.4, 25.1]"
AC_L_008,large,2021/8/21,success,4.334837805,0.180618241875,0.4942769,19.39,"[20.4, 25.1]"
