AC_S_045 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_045 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.78,0.000,0.0
2.0,24.04,0.000,0.0
2.5,24.31,0.000,0.0
3.0,24.57,0.000,0.0
3.5,24.84,0.227,6.5
4.0,25.00,0.610,17.6
4.5,25.00,0.637,18.3
5.0,25.00,0.663,19.1
5.5,25.00,0.573,16.5
6.0,25.00,0.484,13.9
6.5,25.00,0.394,11.4
7.0,25.00,0.304,8.8
7.5,25.00,0.215,6.2
8.0,25.00,0.125,3.6
8.5,25.00,0.077,2.2
9.0,25.00,0.030,0.9
9.5,25.00,0.000,0.0
10.0,24.99,0.000,0.0
10.5,24.96,0.000,0.0
11.0,24.92,0.000,0.0
11.5,24.90,0.000,0.0
12.0,24.89,0.000,0.0
12.5,24.82,0.000,0.0
13.0,24.76,0.000,0.0
13.5,24.70,0.000,0.0
14.0,24.63,0.000,0.0
14.5,24.57,0.000,0.0
15.0,24.50,0.000,0.0
15.5,24.44,0.000,0.0
16.0,24.39,0.000,0.0
16.5,24.41,0.000,0.0
17.0,24.44,0.000,0.0
17.5,24.48,0.000,0.0
18.0,24.54,0.000,0.0
18.5,24.60,0.000,0.0
19.0,24.68,0.000,0.0
19.5,24.77,0.000,0.0
20.0,24.84,0.000,0.0
20.5,24.91,0.000,0.0
21.0,24.96,0.000,0.0
21.5,25.00,0.054,1.6
22.0,25.00,0.046,1.3
22.5,25.00,0.122,3.5
23.0,25.00,0.199,5.7
23.5,25.00,0.275,7.9
24.0,25.00,0.275,7.9

"日期: 2021/6/10, 空调: AC_S_045 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,23.93,0.000,0.0
2.0,24.19,0.000,0.0
2.5,24.45,0.000,0.0
3.0,24.74,0.103,3.0
3.5,25.00,0.756,21.8
4.0,25.00,0.839,24.2
4.5,25.00,0.922,26.6
5.0,25.00,1.005,29.0
5.5,25.00,0.993,28.6
6.0,25.00,0.981,28.3
6.5,25.00,0.969,27.9
7.0,25.00,0.957,27.6
7.5,25.00,0.945,27.2
8.0,25.00,0.933,26.9
8.5,25.00,0.849,24.5
9.0,25.00,0.765,22.0
9.5,25.00,0.680,19.6
