AC_M_009 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_009 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.68,0.000,0.0
2.0,23.84,0.000,0.0
2.5,24.01,0.428,9.2
3.0,24.10,0.899,19.3
3.5,24.10,0.935,20.1
4.0,24.10,0.970,20.8
4.5,24.10,1.006,21.6
5.0,24.10,1.041,22.3
5.5,24.10,0.921,19.8
6.0,24.10,0.800,17.2
6.5,24.10,0.680,14.6
7.0,24.10,0.559,12.0
7.5,24.10,0.439,9.4
8.0,24.10,0.319,6.8
8.5,24.10,0.255,5.5
9.0,24.10,0.191,4.1
9.5,24.10,0.128,2.7
10.0,24.10,0.064,1.4
10.5,24.10,0.000,0.0
11.0,24.10,0.079,1.7
11.5,24.10,0.091,2.0
12.0,24.10,0.000,0.0
12.5,24.09,0.000,0.0
13.0,24.07,0.000,0.0
13.5,24.06,0.000,0.0
14.0,24.04,0.000,0.0
14.5,24.02,0.000,0.0
15.0,24.00,0.000,0.0
15.5,23.97,0.000,0.0
16.0,23.96,0.000,0.0
16.5,23.98,0.000,0.0
17.0,24.02,0.000,0.0
17.5,24.06,0.033,0.7
18.0,24.10,0.281,6.0
18.5,24.10,0.325,7.0
19.0,24.10,0.370,7.9
19.5,24.10,0.343,7.4
20.0,24.10,0.317,6.8
20.5,24.10,0.291,6.2
21.0,24.10,0.265,5.7
21.5,24.10,0.239,5.1
22.0,24.10,0.212,4.6
22.5,24.10,0.315,6.8
23.0,24.10,0.418,9.0
23.5,24.10,0.520,11.2
24.0,24.10,0.520,11.2

"日期: 2021/6/10, 空调: AC_M_009 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.61,0.000,0.0
1.5,23.77,0.000,0.0
2.0,23.94,0.035,0.8
2.5,24.10,0.944,20.3
3.0,24.10,1.055,22.6
3.5,24.10,1.166,25.0
4.0,24.10,1.278,27.4
4.5,24.10,1.389,29.8
5.0,24.10,1.500,32.2
5.5,24.10,1.484,31.8
6.0,24.10,1.468,31.5
6.5,24.10,1.452,31.2
7.0,24.10,1.436,30.8
7.5,24.10,1.420,30.5
8.0,24.10,1.403,30.1
8.5,24.10,1.290,27.7
9.0,24.10,1.177,25.3
9.5,24.10,1.064,22.8
10.0,24.10,0.951,20.4
10.5,24.10,0.838,18.0
11.0,24.10,0.429,9.2
11.5,24.10,0.427,9.2
12.0,24.10,0.725,15.6
12.5,24.10,0.706,15.2
13.0,24.10,0.687,14.7
13.5,24.10,0.667,14.3
14.0,24.10,0.648,13.9
14.5,24.10,0.628,13.5
15.0,24.10,0.609,13.1
15.5,24.10,0.575,12.3
16.0,24.10,0.425,9.1
16.5,24.10,0.416,8.9
17.0,24.10,0.408,8.8
17.5,24.10,0.400,8.6
18.0,24.10,0.391,8.4
18.5,24.10,0.383,8.2
19.0,24.10,0.374,8.0
19.5,24.10,0.399,8.6
20.0,24.10,0.423,9.1
20.5,24.10,0.447,9.6
21.0,24.10,0.472,10.1
21.5,24.10,0.496,10.6
22.0,24.10,0.521,11.2
22.5,24.10,0.573,12.3
23.0,24.10,0.625,13.4
23.5,24.10,0.677,14.5
24.0,24.10,0.677,14.5

"日期: 2021/6/11, 空调: AC_M_009 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.84,0.000,0.0
2.0,24.07,1.149,24.7
2.5,24.10,1.285,27.6
3.0,24.10,1.289,27.7
3.5,24.10,1.292,27.7
4.0,24.10,1.295,27.8
4.5,24.10,1.298,27.9
5.0,24.10,1.301,27.9
5.5,24.10,1.309,28.1
6.0,24.10,1.317,28.3
6.5,24.10,1.325,28.4
7.0,24.10,1.333,28.6
7.5,24.10,1.341,28.8
8.0,24.10,1.349,29.0
8.5,24.10,1.242,26.7
9.0,24.10,1.135,24.4
9.5,24.10,1.028,22.1
10.0,24.10,0.920,19.8
10.5,24.10,0.813,17.5
11.0,24.10,0.471,10.1
11.5,24.10,0.437,9.4
12.0,24.10,0.706,15.1
12.5,24.10,0.660,14.2
13.0,24.10,0.613,13.2
13.5,24.10,0.567,12.2
14.0,24.10,0.520,11.2
14.5,24.10,0.474,10.2
15.0,24.10,0.427,9.2
15.5,24.10,0.419,9.0
16.0,24.10,0.402,8.6
16.5,24.10,0.367,7.9
17.0,24.10,0.332,7.1
17.5,24.10,0.296,6.4
18.0,24.10,0.261,5.6
18.5,24.10,0.225,4.8
19.0,24.10,0.190,4.1
19.5,24.10,0.229,4.9
20.0,24.10,0.268,5.8
20.5,24.10,0.307,6.6
21.0,24.10,0.346,7.4
21.5,24.10,0.386,8.3
22.0,24.10,0.425,9.1
22.5,24.10,0.568,12.2
23.0,24.10,0.711,15.2
23.5,24.10,0.854,18.3
24.0,24.10,0.854,18.3

"日期: 2021/6/12, 空调: AC_M_009 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.60,0.000,0.0
1.5,23.67,0.000,0.0
2.0,23.73,0.000,0.0
2.5,23.80,0.000,0.0
3.0,23.88,0.000,0.0
3.5,23.97,0.000,0.0
4.0,24.08,0.477,10.2
4.5,24.10,0.653,14.0
5.0,24.10,0.728,15.6
5.5,24.10,0.722,15.5
6.0,24.10,0.716,15.4
6.5,24.10,0.711,15.2
7.0,24.10,0.705,15.1
7.5,24.10,0.699,15.0
8.0,24.10,0.693,14.9
8.5,24.10,0.596,12.8
9.0,24.10,0.499,10.7
9.5,24.10,0.403,8.6
10.0,24.10,0.306,6.6
10.5,24.10,0.209,4.5
11.0,24.10,0.394,8.5
11.5,24.10,0.386,8.3
12.0,24.10,0.113,2.4
12.5,24.10,0.160,3.4
13.0,24.10,0.208,4.5
13.5,24.10,0.255,5.5
14.0,24.10,0.303,6.5
14.5,24.10,0.350,7.5
15.0,24.10,0.398,8.5
15.5,24.10,0.359,7.7
16.0,24.10,0.377,8.1
16.5,24.10,0.340,7.3
17.0,24.10,0.302,6.5
17.5,24.10,0.264,5.7
18.0,24.10,0.227,4.9
18.5,24.10,0.189,4.1
19.0,24.10,0.152,3.3
19.5,24.10,0.156,3.4
20.0,24.10,0.161,3.5
20.5,24.10,0.165,3.5
21.0,24.10,0.170,3.6
21.5,24.10,0.174,3.7
22.0,24.10,0.179,3.8
22.5,24.10,0.195,4.2
23.0,24.10,0.212,4.5
23.5,24.10,0.229,4.9
24.0,24.10,0.229,4.9

"日期: 2021/6/13, 空调: AC_M_009 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.58,0.000,0.0
1.5,23.75,0.000,0.0
2.0,23.93,0.062,1.3
2.5,24.10,0.897,19.3
3.0,24.10,0.907,19.5
3.5,24.10,0.916,19.7
4.0,24.10,0.926,19.9
4.5,24.10,0.936,20.1
5.0,24.10,0.945,20.3
5.5,24.10,0.927,19.9
6.0,24.10,0.909,19.5
6.5,24.10,0.891,19.1
7.0,24.10,0.873,18.7
7.5,24.10,0.855,18.4
8.0,24.10,0.837,18.0
8.5,24.10,0.818,17.6
9.0,24.10,0.799,17.2
9.5,24.10,0.780,16.7
10.0,24.10,0.761,16.3
