AC_S_046 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_046 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.10,0.000,0.0
2.5,24.41,0.454,17.2
3.0,24.50,0.681,25.8
3.5,24.50,0.710,26.9
4.0,24.50,0.739,28.0
4.5,24.50,0.768,29.1
5.0,24.50,0.797,30.2
5.5,24.50,0.698,26.5
6.0,24.50,0.600,22.7
6.5,24.50,0.501,19.0
7.0,24.50,0.403,15.3
7.5,24.50,0.304,11.5
8.0,24.50,0.206,7.8
8.5,24.50,0.154,5.8
9.0,24.50,0.102,3.8
9.5,24.50,0.050,1.9
10.0,24.50,0.000,0.0
10.5,24.50,0.000,0.0
11.0,24.47,0.000,0.0
11.5,24.48,0.000,0.0
12.0,24.49,0.000,0.0
12.5,24.44,0.000,0.0
13.0,24.39,0.000,0.0
13.5,24.35,0.000,0.0
14.0,24.29,0.000,0.0
14.5,24.24,0.000,0.0
15.0,24.19,0.000,0.0
15.5,24.13,0.000,0.0
16.0,24.10,0.000,0.0
16.5,24.13,0.000,0.0
17.0,24.19,0.000,0.0
17.5,24.25,0.000,0.0
18.0,24.33,0.000,0.0
18.5,24.42,0.037,1.4
19.0,24.50,0.248,9.4
19.5,24.50,0.226,8.6
20.0,24.50,0.205,7.8
20.5,24.50,0.183,6.9
21.0,24.50,0.162,6.1
21.5,24.50,0.140,5.3
22.0,24.50,0.119,4.5
22.5,24.50,0.203,7.7
23.0,24.50,0.287,10.9
23.5,24.50,0.371,14.0
24.0,24.50,0.371,14.0

"日期: 2021/6/10, 空调: AC_S_046 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.69,0.000,0.0
1.5,23.99,0.000,0.0
2.0,24.28,0.159,6.0
2.5,24.50,0.717,27.2
3.0,24.50,0.808,30.6
3.5,24.50,0.899,34.1
4.0,24.50,0.990,37.5
4.5,24.50,1.081,41.0
5.0,24.50,1.172,44.4
5.5,24.50,1.159,43.9
6.0,24.50,1.146,43.4
6.5,24.50,1.133,42.9
7.0,24.50,1.120,42.4
7.5,24.50,1.106,41.9
8.0,24.50,1.093,41.4
8.5,24.50,1.001,37.9
9.0,24.50,0.908,34.4
9.5,24.50,0.816,30.9
10.0,24.50,0.723,27.4
10.5,24.50,0.631,23.9
11.0,24.50,0.296,11.2
11.5,24.50,0.294,11.1
12.0,24.50,0.539,20.4
12.5,24.50,0.523,19.8
13.0,24.50,0.507,19.2
13.5,24.50,0.491,18.6
14.0,24.50,0.475,18.0
14.5,24.50,0.459,17.4
15.0,24.50,0.443,16.8
15.5,24.50,0.415,15.7
16.0,24.50,0.293,11.1
16.5,24.50,0.286,10.8
17.0,24.50,0.279,10.6
17.5,24.50,0.272,10.3
18.0,24.50,0.265,10.0
18.5,24.50,0.258,9.8
19.0,24.50,0.251,9.5
19.5,24.50,0.271,10.3
20.0,24.50,0.291,11.0
20.5,24.50,0.311,11.8
21.0,24.50,0.331,12.5
21.5,24.50,0.351,13.3
22.0,24.50,0.371,14.1
22.5,24.50,0.414,15.7
23.0,24.50,0.456,17.3
23.5,24.50,0.499,18.9
24.0,24.50,0.499,18.9

"日期: 2021/6/11, 空调: AC_S_046 (small), 状态: success"
