AC_S_057 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_057 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.81,0.000,0.0
2.0,24.07,0.000,0.0
2.5,24.36,0.000,0.0
3.0,24.65,0.060,2.0
3.5,24.90,0.638,20.8
4.0,24.90,0.666,21.8
4.5,24.90,0.695,22.7
5.0,24.90,0.723,23.6
5.5,24.90,0.627,20.5
6.0,24.90,0.531,17.3
6.5,24.90,0.435,14.2
7.0,24.90,0.339,11.1
7.5,24.90,0.243,7.9
8.0,24.90,0.147,4.8
8.5,24.90,0.096,3.1
9.0,24.90,0.046,1.5
9.5,24.90,0.000,0.0
10.0,24.90,0.000,0.0
10.5,24.87,0.000,0.0
11.0,24.83,0.000,0.0
11.5,24.81,0.000,0.0
12.0,24.80,0.000,0.0
12.5,24.74,0.000,0.0
13.0,24.68,0.000,0.0
13.5,24.61,0.000,0.0
14.0,24.55,0.000,0.0
14.5,24.49,0.000,0.0
15.0,24.42,0.000,0.0
15.5,24.36,0.000,0.0
16.0,24.31,0.000,0.0
16.5,24.33,0.000,0.0
17.0,24.37,0.000,0.0
17.5,24.42,0.000,0.0
18.0,24.48,0.000,0.0
18.5,24.56,0.000,0.0
19.0,24.64,0.000,0.0
19.5,24.74,0.000,0.0
20.0,24.82,0.000,0.0
20.5,24.89,0.105,3.4
21.0,24.90,0.104,3.4
21.5,24.90,0.083,2.7
22.0,24.90,0.062,2.0
22.5,24.90,0.144,4.7
23.0,24.90,0.226,7.4
23.5,24.90,0.308,10.1
24.0,24.90,0.308,10.1

"日期: 2021/6/10, 空调: AC_S_057 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.68,0.000,0.0
1.5,23.96,0.000,0.0
2.0,24.24,0.000,0.0
2.5,24.52,0.000,0.0
3.0,24.82,0.567,18.5
3.5,24.90,0.823,26.9
4.0,24.90,0.911,29.8
4.5,24.90,1.000,32.7
5.0,24.90,1.089,35.6
5.5,24.90,1.076,35.2
6.0,24.90,1.063,34.7
6.5,24.90,1.050,34.3
7.0,24.90,1.037,33.9
7.5,24.90,1.024,33.5
8.0,24.90,1.012,33.1
8.5,24.90,0.921,30.1
9.0,24.90,0.831,27.2
9.5,24.90,0.741,24.2
10.0,24.90,0.651,21.3
10.5,24.90,0.561,18.3
11.0,24.90,0.235,7.7
11.5,24.90,0.233,7.6
12.0,24.90,0.471,15.4
12.5,24.90,0.456,14.9
13.0,24.90,0.440,14.4
13.5,24.90,0.425,13.9
14.0,24.90,0.409,13.4
14.5,24.90,0.394,12.9
15.0,24.90,0.378,12.4
15.5,24.90,0.351,11.5
16.0,24.90,0.232,7.6
16.5,24.90,0.225,7.3
17.0,24.90,0.218,7.1
17.5,24.90,0.212,6.9
18.0,24.90,0.205,6.7
18.5,24.90,0.198,6.5
19.0,24.90,0.191,6.3
19.5,24.90,0.211,6.9
20.0,24.90,0.230,7.5
20.5,24.90,0.250,8.2
21.0,24.90,0.269,8.8
21.5,24.90,0.289,9.4
22.0,24.90,0.308,10.1
22.5,24.90,0.349,11.4
23.0,24.90,0.391,12.8
23.5,24.90,0.432,14.1
24.0,24.90,0.432,14.1

"日期: 2021/6/11, 空调: AC_S_057 (small), 状态: success"
