AC_S_030 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_030 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.11,0.000,0.0
2.5,24.41,0.016,0.6
3.0,24.70,0.611,23.7
3.5,24.70,0.638,24.7
4.0,24.70,0.666,25.8
4.5,24.70,0.693,26.9
5.0,24.70,0.720,27.9
5.5,24.70,0.628,24.3
6.0,24.70,0.536,20.8
6.5,24.70,0.443,17.2
7.0,24.70,0.351,13.6
7.5,24.70,0.259,10.0
8.0,24.70,0.167,6.5
8.5,24.70,0.118,4.6
9.0,24.70,0.069,2.7
9.5,24.70,0.021,0.8
10.0,24.70,0.000,0.0
10.5,24.69,0.000,0.0
11.0,24.65,0.000,0.0
11.5,24.65,0.000,0.0
12.0,24.65,0.000,0.0
12.5,24.59,0.000,0.0
13.0,24.53,0.000,0.0
13.5,24.47,0.000,0.0
14.0,24.41,0.000,0.0
14.5,24.35,0.000,0.0
15.0,24.29,0.000,0.0
15.5,24.23,0.000,0.0
16.0,24.19,0.000,0.0
16.5,24.22,0.000,0.0
17.0,24.27,0.000,0.0
17.5,24.33,0.000,0.0
18.0,24.40,0.000,0.0
18.5,24.49,0.000,0.0
19.0,24.58,0.000,0.0
19.5,24.69,0.161,6.2
20.0,24.70,0.166,6.4
20.5,24.70,0.146,5.7
21.0,24.70,0.126,4.9
21.5,24.70,0.106,4.1
22.0,24.70,0.086,3.3
22.5,24.70,0.164,6.4
23.0,24.70,0.243,9.4
23.5,24.70,0.321,12.4
24.0,24.70,0.321,12.4

"日期: 2021/6/10, 空调: AC_S_030 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.70,0.000,0.0
1.5,23.99,0.000,0.0
2.0,24.28,0.000,0.0
2.5,24.58,0.402,15.6
3.0,24.70,0.731,28.3
3.5,24.70,0.816,31.6
4.0,24.70,0.901,34.9
4.5,24.70,0.986,38.2
5.0,24.70,1.071,41.5
5.5,24.70,1.059,41.1
6.0,24.70,1.047,40.6
6.5,24.70,1.034,40.1
7.0,24.70,1.022,39.6
7.5,24.70,1.010,39.1
8.0,24.70,0.997,38.7
8.5,24.70,0.911,35.3
9.0,24.70,0.824,32.0
9.5,24.70,0.738,28.6
10.0,24.70,0.651,25.2
10.5,24.70,0.565,21.9
11.0,24.70,0.251,9.7
11.5,24.70,0.250,9.7
12.0,24.70,0.478,18.5
12.5,24.70,0.463,18.0
13.0,24.70,0.449,17.4
13.5,24.70,0.434,16.8
14.0,24.70,0.419,16.2
14.5,24.70,0.404,15.7
15.0,24.70,0.389,15.1
15.5,24.70,0.363,14.1
16.0,24.70,0.248,9.6
16.5,24.70,0.242,9.4
17.0,24.70,0.235,9.1
17.5,24.70,0.229,8.9
18.0,24.70,0.222,8.6
18.5,24.70,0.216,8.4
19.0,24.70,0.210,8.1
19.5,24.70,0.228,8.8
20.0,24.70,0.247,9.6
20.5,24.70,0.266,10.3
21.0,24.70,0.284,11.0
21.5,24.70,0.303,11.7
22.0,24.70,0.322,12.5
22.5,24.70,0.361,14.0
23.0,24.70,0.401,15.5
23.5,24.70,0.441,17.1
24.0,24.70,0.441,17.1

"日期: 2021/6/11, 空调: AC_S_030 (small), 状态: success"
