AC_S_029 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_029 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.80,0.000,0.0
2.0,24.06,0.000,0.0
2.5,24.34,0.000,0.0
3.0,24.61,0.000,0.0
3.5,24.89,0.000,0.0
4.0,25.16,0.048,1.8
4.5,25.40,0.573,21.1
5.0,25.40,0.599,22.1
5.5,25.40,0.511,18.9
6.0,25.40,0.423,15.6
6.5,25.40,0.336,12.4
7.0,25.40,0.248,9.2
7.5,25.40,0.161,5.9
8.0,25.40,0.073,2.7
8.5,25.40,0.027,1.0
9.0,25.40,0.000,0.0
9.5,25.39,0.000,0.0
10.0,25.36,0.000,0.0
10.5,25.31,0.000,0.0
11.0,25.24,0.000,0.0
11.5,25.21,0.000,0.0
12.0,25.17,0.000,0.0
12.5,25.09,0.000,0.0
13.0,25.01,0.000,0.0
13.5,24.93,0.000,0.0
14.0,24.85,0.000,0.0
14.5,24.77,0.000,0.0
15.0,24.69,0.000,0.0
15.5,24.62,0.000,0.0
16.0,24.55,0.000,0.0
16.5,24.56,0.000,0.0
17.0,24.59,0.000,0.0
17.5,24.62,0.000,0.0
18.0,24.67,0.000,0.0
18.5,24.73,0.000,0.0
19.0,24.81,0.000,0.0
19.5,24.89,0.000,0.0
20.0,24.96,0.000,0.0
20.5,25.02,0.000,0.0
21.0,25.07,0.000,0.0
21.5,25.10,0.000,0.0
22.0,25.13,0.000,0.0
22.5,25.14,0.000,0.0
23.0,25.19,0.000,0.0
23.5,25.27,0.000,0.0
24.0,25.37,0.167,6.2

"日期: 2021/6/10, 空调: AC_S_029 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.68,0.000,0.0
1.5,23.95,0.000,0.0
2.0,24.22,0.000,0.0
2.5,24.49,0.000,0.0
3.0,24.79,0.000,0.0
3.5,25.10,0.078,2.9
4.0,25.40,0.771,28.4
4.5,25.40,0.852,31.4
5.0,25.40,0.932,34.4
5.5,25.40,0.921,34.0
6.0,25.40,0.909,33.5
6.5,25.40,0.897,33.1
7.0,25.40,0.885,32.7
7.5,25.40,0.874,32.2
8.0,25.40,0.862,31.8
8.5,25.40,0.780,28.8
9.0,25.40,0.698,25.7
9.5,25.40,0.616,22.7
10.0,25.40,0.533,19.7
10.5,25.40,0.451,16.6
11.0,25.40,0.153,5.7
11.5,25.40,0.152,5.6
12.0,25.40,0.369,13.6
12.5,25.40,0.355,13.1
13.0,25.40,0.341,12.6
13.5,25.40,0.327,12.1
14.0,25.40,0.313,11.5
14.5,25.40,0.299,11.0
15.0,25.40,0.284,10.5
15.5,25.40,0.259,9.6
16.0,25.40,0.150,5.5
16.5,25.40,0.144,5.3
17.0,25.40,0.138,5.1
17.5,25.40,0.132,4.9
18.0,25.40,0.126,4.6
18.5,25.40,0.120,4.4
19.0,25.40,0.114,4.2
19.5,25.40,0.131,4.9
20.0,25.40,0.149,5.5
20.5,25.40,0.167,6.2
21.0,25.40,0.185,6.8
21.5,25.40,0.202,7.5
22.0,25.40,0.220,8.1
22.5,25.40,0.258,9.5
23.0,25.40,0.296,10.9
23.5,25.40,0.333,12.3
24.0,25.40,0.333,12.3

"日期: 2021/6/11, 空调: AC_S_029 (small), 状态: success"
