AC_S_018 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_018 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.88,0.000,0.0
2.0,24.20,0.000,0.0
2.5,24.55,0.571,17.5
3.0,24.60,0.700,21.5
3.5,24.60,0.730,22.4
4.0,24.60,0.761,23.3
4.5,24.60,0.791,24.3
5.0,24.60,0.822,25.2
5.5,24.60,0.718,22.0
6.0,24.60,0.615,18.9
6.5,24.60,0.512,15.7
7.0,24.60,0.408,12.5
7.5,24.60,0.305,9.4
8.0,24.60,0.201,6.2
8.5,24.60,0.147,4.5
9.0,24.60,0.092,2.8
9.5,24.60,0.038,1.2
10.0,24.60,0.000,0.0
10.5,24.59,0.000,0.0
11.0,24.56,0.000,0.0
11.5,24.56,0.000,0.0
12.0,24.56,0.000,0.0
12.5,24.50,0.000,0.0
13.0,24.44,0.000,0.0
13.5,24.38,0.000,0.0
14.0,24.32,0.000,0.0
14.5,24.26,0.000,0.0
15.0,24.19,0.000,0.0
15.5,24.13,0.000,0.0
16.0,24.08,0.000,0.0
16.5,24.13,0.000,0.0
17.0,24.19,0.000,0.0
17.5,24.27,0.000,0.0
18.0,24.36,0.000,0.0
18.5,24.46,0.000,0.0
19.0,24.57,0.191,5.9
19.5,24.60,0.223,6.8
20.0,24.60,0.200,6.1
20.5,24.60,0.178,5.5
21.0,24.60,0.155,4.8
21.5,24.60,0.133,4.1
22.0,24.60,0.110,3.4
22.5,24.60,0.198,6.1
23.0,24.60,0.286,8.8
23.5,24.60,0.375,11.5
24.0,24.60,0.375,11.5

"日期: 2021/6/10, 空调: AC_S_018 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.73,0.000,0.0
1.5,24.06,0.000,0.0
2.0,24.40,0.271,8.3
2.5,24.60,0.738,22.6
3.0,24.60,0.834,25.6
3.5,24.60,0.929,28.5
4.0,24.60,1.025,31.4
4.5,24.60,1.120,34.4
5.0,24.60,1.216,37.3
5.5,24.60,1.202,36.9
6.0,24.60,1.188,36.4
6.5,24.60,1.174,36.0
7.0,24.60,1.160,35.6
7.5,24.60,1.147,35.2
8.0,24.60,1.133,34.7
8.5,24.60,1.036,31.8
9.0,24.60,0.939,28.8
9.5,24.60,0.842,25.8
10.0,24.60,0.745,22.8
10.5,24.60,0.648,19.9
11.0,24.60,0.296,9.1
11.5,24.60,0.294,9.0
12.0,24.60,0.551,16.9
12.5,24.60,0.534,16.4
13.0,24.60,0.517,15.9
13.5,24.60,0.501,15.4
14.0,24.60,0.484,14.9
14.5,24.60,0.467,14.3
15.0,24.60,0.451,13.8
15.5,24.60,0.421,12.9
16.0,24.60,0.293,9.0
16.5,24.60,0.285,8.8
17.0,24.60,0.278,8.5
17.5,24.60,0.271,8.3
18.0,24.60,0.264,8.1
