AC_S_015 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_015 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.80,0.000,0.0
2.0,24.06,0.000,0.0
2.5,24.34,0.000,0.0
3.0,24.62,0.000,0.0
3.5,24.90,0.357,10.9
4.0,25.00,0.583,17.8
4.5,25.00,0.608,18.5
5.0,25.00,0.633,19.3
5.5,25.00,0.548,16.7
6.0,25.00,0.462,14.1
6.5,25.00,0.376,11.5
7.0,25.00,0.291,8.9
7.5,25.00,0.205,6.2
8.0,25.00,0.119,3.6
8.5,25.00,0.074,2.3
9.0,25.00,0.029,0.9
9.5,25.00,0.000,0.0
10.0,24.99,0.000,0.0
10.5,24.96,0.000,0.0
11.0,24.91,0.000,0.0
11.5,24.89,0.000,0.0
12.0,24.88,0.000,0.0
12.5,24.81,0.000,0.0
13.0,24.75,0.000,0.0
13.5,24.68,0.000,0.0
14.0,24.62,0.000,0.0
14.5,24.55,0.000,0.0
15.0,24.48,0.000,0.0
15.5,24.42,0.000,0.0
16.0,24.36,0.000,0.0
16.5,24.38,0.000,0.0
17.0,24.42,0.000,0.0
17.5,24.47,0.000,0.0
18.0,24.52,0.000,0.0
18.5,24.60,0.000,0.0
19.0,24.68,0.000,0.0
19.5,24.77,0.000,0.0
20.0,24.85,0.000,0.0
20.5,24.91,0.000,0.0
21.0,24.97,0.014,0.4
21.5,25.00,0.062,1.9
22.0,25.00,0.044,1.3
22.5,25.00,0.117,3.6
23.0,25.00,0.190,5.8
23.5,25.00,0.263,8.0
24.0,25.00,0.263,8.0

"日期: 2021/6/10, 空调: AC_S_015 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.68,0.000,0.0
1.5,23.95,0.000,0.0
2.0,24.22,0.000,0.0
2.5,24.50,0.000,0.0
3.0,24.80,0.241,7.4
3.5,25.00,0.723,22.0
4.0,25.00,0.802,24.4
4.5,25.00,0.881,26.9
5.0,25.00,0.960,29.3
5.5,25.00,0.949,28.9
6.0,25.00,0.937,28.6
6.5,25.00,0.926,28.2
7.0,25.00,0.914,27.9
7.5,25.00,0.903,27.5
8.0,25.00,0.891,27.2
8.5,25.00,0.811,24.7
9.0,25.00,0.730,22.3
9.5,25.00,0.650,19.8
10.0,25.00,0.570,17.4
10.5,25.00,0.489,14.9
11.0,25.00,0.198,6.0
11.5,25.00,0.196,6.0
12.0,25.00,0.409,12.5
12.5,25.00,0.395,12.0
13.0,25.00,0.381,11.6
13.5,25.00,0.367,11.2
14.0,25.00,0.354,10.8
14.5,25.00,0.340,10.4
15.0,25.00,0.326,9.9
15.5,25.00,0.301,9.2
16.0,25.00,0.195,5.9
16.5,25.00,0.189,5.8
17.0,25.00,0.183,5.6
17.5,25.00,0.177,5.4
18.0,25.00,0.171,5.2
18.5,25.00,0.165,5.0
19.0,25.00,0.159,4.8
19.5,25.00,0.176,5.4
20.0,25.00,0.194,5.9
20.5,25.00,0.211,6.4
21.0,25.00,0.228,7.0
21.5,25.00,0.246,7.5
22.0,25.00,0.263,8.0
22.5,25.00,0.300,9.1
23.0,25.00,0.337,10.3
23.5,25.00,0.374,11.4
24.0,25.00,0.374,11.4

"日期: 2021/6/11, 空调: AC_S_015 (small), 状态: success"
