AC_S_017 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_017 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.80,0.000,0.0
2.0,24.07,0.000,0.0
2.5,24.35,0.000,0.0
3.0,24.64,0.000,0.0
3.5,24.91,0.000,0.0
4.0,25.19,0.000,0.0
4.5,25.46,0.000,0.0
5.0,25.73,0.182,6.1
5.5,25.90,0.430,14.4
6.0,25.90,0.346,11.6
6.5,25.90,0.262,8.8
7.0,25.90,0.179,6.0
7.5,25.90,0.095,3.2
8.0,25.90,0.012,0.4
8.5,25.90,0.000,0.0
9.0,25.88,0.000,0.0
9.5,25.85,0.000,0.0
10.0,25.79,0.000,0.0
10.5,25.71,0.000,0.0
11.0,25.62,0.000,0.0
11.5,25.56,0.000,0.0
12.0,25.51,0.000,0.0
12.5,25.41,0.000,0.0
13.0,25.30,0.000,0.0
13.5,25.21,0.000,0.0
14.0,25.11,0.000,0.0
14.5,25.01,0.000,0.0
15.0,24.92,0.000,0.0
15.5,24.83,0.000,0.0
16.0,24.75,0.000,0.0
16.5,24.75,0.000,0.0
17.0,24.76,0.000,0.0
17.5,24.79,0.000,0.0
18.0,24.83,0.000,0.0
18.5,24.89,0.000,0.0
19.0,24.95,0.000,0.0
19.5,25.03,0.000,0.0
20.0,25.09,0.000,0.0
20.5,25.15,0.000,0.0
21.0,25.19,0.000,0.0
21.5,25.21,0.000,0.0
22.0,25.23,0.000,0.0
22.5,25.24,0.000,0.0
23.0,25.28,0.000,0.0
23.5,25.36,0.000,0.0
24.0,25.46,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_017 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.68,0.000,0.0
1.5,23.96,0.000,0.0
2.0,24.23,0.000,0.0
2.5,24.51,0.000,0.0
3.0,24.81,0.000,0.0
3.5,25.13,0.000,0.0
4.0,25.47,0.000,0.0
4.5,25.83,0.629,21.0
5.0,25.90,0.832,27.8
5.5,25.90,0.821,27.5
6.0,25.90,0.810,27.1
6.5,25.90,0.798,26.7
7.0,25.90,0.787,26.3
7.5,25.90,0.776,26.0
8.0,25.90,0.765,25.6
8.5,25.90,0.686,23.0
9.0,25.90,0.608,20.3
9.5,25.90,0.530,17.7
10.0,25.90,0.451,15.1
10.5,25.90,0.373,12.5
11.0,25.90,0.088,3.0
11.5,25.90,0.087,2.9
12.0,25.90,0.294,9.8
12.5,25.90,0.281,9.4
13.0,25.90,0.267,8.9
13.5,25.90,0.254,8.5
14.0,25.90,0.240,8.0
14.5,25.90,0.227,7.6
15.0,25.90,0.213,7.1
15.5,25.90,0.189,6.3
16.0,25.90,0.085,2.9
16.5,25.90,0.080,2.7
17.0,25.90,0.074,2.5
17.5,25.90,0.068,2.3
18.0,25.90,0.062,2.1
18.5,25.90,0.056,1.9
19.0,25.90,0.050,1.7
19.5,25.90,0.067,2.3
20.0,25.90,0.084,2.8
20.5,25.90,0.101,3.4
21.0,25.90,0.118,3.9
21.5,25.90,0.135,4.5
22.0,25.90,0.152,5.1
22.5,25.90,0.188,6.3
23.0,25.90,0.224,7.5
23.5,25.90,0.260,8.7
24.0,25.90,0.260,8.7

"日期: 2021/6/11, 空调: AC_S_017 (small), 状态: success"
