AC_S_044 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_044 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.10,0.000,0.0
2.5,24.40,0.000,0.0
3.0,24.70,0.377,12.8
3.5,24.80,0.591,20.1
4.0,24.80,0.617,21.0
4.5,24.80,0.643,21.9
5.0,24.80,0.668,22.7
5.5,24.80,0.581,19.8
6.0,24.80,0.494,16.8
6.5,24.80,0.407,13.8
7.0,24.80,0.320,10.9
7.5,24.80,0.233,7.9
8.0,24.80,0.146,4.9
8.5,24.80,0.099,3.4
9.0,24.80,0.053,1.8
9.5,24.80,0.007,0.3
10.0,24.80,0.000,0.0
10.5,24.78,0.000,0.0
11.0,24.74,0.000,0.0
11.5,24.73,0.000,0.0
12.0,24.72,0.000,0.0
12.5,24.66,0.000,0.0
13.0,24.60,0.000,0.0
13.5,24.54,0.000,0.0
14.0,24.48,0.000,0.0
14.5,24.41,0.000,0.0
15.0,24.35,0.000,0.0
15.5,24.29,0.000,0.0
16.0,24.24,0.000,0.0
16.5,24.27,0.000,0.0
17.0,24.31,0.000,0.0
17.5,24.37,0.000,0.0
18.0,24.44,0.000,0.0
18.5,24.52,0.000,0.0
19.0,24.61,0.000,0.0
19.5,24.72,0.007,0.2
20.0,24.80,0.145,4.9
20.5,24.80,0.126,4.3
21.0,24.80,0.107,3.6
21.5,24.80,0.088,3.0
22.0,24.80,0.069,2.3
22.5,24.80,0.143,4.9
23.0,24.80,0.217,7.4
23.5,24.80,0.291,9.9
24.0,24.80,0.291,9.9

"日期: 2021/6/10, 空调: AC_S_044 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.69,0.000,0.0
1.5,23.98,0.000,0.0
2.0,24.28,0.000,0.0
2.5,24.57,0.164,5.6
3.0,24.80,0.678,23.1
3.5,24.80,0.759,25.8
4.0,24.80,0.839,28.5
4.5,24.80,0.920,31.3
5.0,24.80,1.000,34.0
5.5,24.80,0.989,33.6
6.0,24.80,0.977,33.2
6.5,24.80,0.965,32.8
7.0,24.80,0.954,32.4
7.5,24.80,0.942,32.0
8.0,24.80,0.930,31.6
8.5,24.80,0.849,28.9
9.0,24.80,0.767,26.1
9.5,24.80,0.685,23.3
10.0,24.80,0.603,20.5
10.5,24.80,0.522,17.7
11.0,24.80,0.225,7.7
11.5,24.80,0.224,7.6
12.0,24.80,0.440,15.0
12.5,24.80,0.426,14.5
13.0,24.80,0.412,14.0
13.5,24.80,0.398,13.5
14.0,24.80,0.384,13.1
14.5,24.80,0.370,12.6
15.0,24.80,0.356,12.1
15.5,24.80,0.331,11.2
16.0,24.80,0.222,7.6
16.5,24.80,0.216,7.4
17.0,24.80,0.210,7.1
17.5,24.80,0.204,6.9
18.0,24.80,0.198,6.7
18.5,24.80,0.192,6.5
19.0,24.80,0.186,6.3
19.5,24.80,0.204,6.9
20.0,24.80,0.221,7.5
20.5,24.80,0.239,8.1
21.0,24.80,0.256,8.7
21.5,24.80,0.274,9.3
22.0,24.80,0.292,9.9
22.5,24.80,0.329,11.2
23.0,24.80,0.367,12.5
23.5,24.80,0.405,13.8
24.0,24.80,0.405,13.8

"日期: 2021/6/11, 空调: AC_S_044 (small), 状态: success"
