AC_M_027 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_027 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.83,0.000,0.0
2.0,24.11,0.000,0.0
2.5,24.42,0.000,0.0
3.0,24.72,0.000,0.0
3.5,25.01,0.000,0.0
4.0,25.30,0.000,0.0
4.5,25.58,0.000,0.0
5.0,25.86,0.907,19.8
5.5,25.90,0.863,18.8
6.0,25.90,0.695,15.1
6.5,25.90,0.527,11.5
7.0,25.90,0.359,7.8
7.5,25.90,0.191,4.2
8.0,25.90,0.023,0.5
8.5,25.90,0.000,0.0
9.0,25.88,0.000,0.0
9.5,25.84,0.000,0.0
10.0,25.78,0.000,0.0
10.5,25.70,0.000,0.0
11.0,25.60,0.000,0.0
11.5,25.54,0.000,0.0
12.0,25.48,0.000,0.0
12.5,25.37,0.000,0.0
13.0,25.27,0.000,0.0
13.5,25.16,0.000,0.0
14.0,25.06,0.000,0.0
14.5,24.96,0.000,0.0
15.0,24.86,0.000,0.0
15.5,24.76,0.000,0.0
16.0,24.69,0.000,0.0
16.5,24.69,0.000,0.0
17.0,24.71,0.000,0.0
17.5,24.74,0.000,0.0
18.0,24.79,0.000,0.0
18.5,24.85,0.000,0.0
19.0,24.92,0.000,0.0
19.5,25.01,0.000,0.0
20.0,25.08,0.000,0.0
20.5,25.14,0.000,0.0
21.0,25.18,0.000,0.0
21.5,25.21,0.000,0.0
22.0,25.23,0.000,0.0
22.5,25.24,0.000,0.0
23.0,25.28,0.000,0.0
23.5,25.37,0.000,0.0
24.0,25.48,0.000,0.0

"日期: 2021/6/10, 空调: AC_M_027 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.70,0.000,0.0
1.5,23.99,0.000,0.0
2.0,24.29,0.000,0.0
2.5,24.58,0.000,0.0
3.0,24.90,0.000,0.0
3.5,25.24,0.000,0.0
4.0,25.60,0.315,6.9
4.5,25.90,1.516,33.0
5.0,25.90,1.671,36.4
5.5,25.90,1.649,35.9
6.0,25.90,1.626,35.4
6.5,25.90,1.604,34.9
7.0,25.90,1.581,34.4
7.5,25.90,1.559,34.0
8.0,25.90,1.536,33.5
8.5,25.90,1.378,30.0
9.0,25.90,1.221,26.6
9.5,25.90,1.063,23.2
10.0,25.90,0.906,19.7
10.5,25.90,0.748,16.3
11.0,25.90,0.177,3.9
11.5,25.90,0.174,3.8
12.0,25.90,0.591,12.9
12.5,25.90,0.564,12.3
13.0,25.90,0.537,11.7
13.5,25.90,0.510,11.1
14.0,25.90,0.483,10.5
14.5,25.90,0.456,9.9
15.0,25.90,0.428,9.3
15.5,25.90,0.380,8.3
16.0,25.90,0.171,3.7
16.5,25.90,0.160,3.5
17.0,25.90,0.148,3.2
17.5,25.90,0.136,3.0
18.0,25.90,0.125,2.7
18.5,25.90,0.113,2.5
19.0,25.90,0.101,2.2
19.5,25.90,0.135,2.9
20.0,25.90,0.169,3.7
20.5,25.90,0.203,4.4
21.0,25.90,0.237,5.2
21.5,25.90,0.271,5.9
22.0,25.90,0.305,6.6
22.5,25.90,0.378,8.2
23.0,25.90,0.450,9.8
23.5,25.90,0.523,11.4
24.0,25.90,0.523,11.4

"日期: 2021/6/11, 空调: AC_M_027 (medium), 状态: success"
