AC_S_056 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_056 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.85,0.000,0.0
2.0,24.15,0.000,0.0
2.5,24.47,0.000,0.0
3.0,24.79,0.000,0.0
3.5,25.09,0.360,13.6
4.0,25.20,0.567,21.4
4.5,25.20,0.593,22.4
5.0,25.20,0.618,23.3
5.5,25.20,0.531,20.1
6.0,25.20,0.444,16.8
6.5,25.20,0.358,13.5
7.0,25.20,0.271,10.2
7.5,25.20,0.184,6.9
8.0,25.20,0.097,3.7
8.5,25.20,0.051,1.9
9.0,25.20,0.005,0.2
9.5,25.20,0.000,0.0
10.0,25.18,0.000,0.0
10.5,25.13,0.000,0.0
11.0,25.06,0.000,0.0
11.5,25.03,0.000,0.0
12.0,25.01,0.000,0.0
12.5,24.92,0.000,0.0
13.0,24.84,0.000,0.0
13.5,24.75,0.000,0.0
14.0,24.67,0.000,0.0
14.5,24.59,0.000,0.0
15.0,24.51,0.000,0.0
15.5,24.43,0.000,0.0
16.0,24.37,0.000,0.0
16.5,24.39,0.000,0.0
17.0,24.43,0.000,0.0
17.5,24.49,0.000,0.0
18.0,24.55,0.000,0.0
18.5,24.63,0.000,0.0
19.0,24.73,0.000,0.0
19.5,24.83,0.000,0.0
20.0,24.92,0.000,0.0
20.5,24.99,0.000,0.0
21.0,25.04,0.000,0.0
21.5,25.09,0.000,0.0
22.0,25.12,0.000,0.0
22.5,25.13,0.000,0.0
23.0,25.19,0.147,5.6
23.5,25.20,0.242,9.1
24.0,25.20,0.242,9.1

"日期: 2021/6/10, 空调: AC_S_056 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.71,0.000,0.0
1.5,24.02,0.000,0.0
2.0,24.33,0.000,0.0
2.5,24.65,0.000,0.0
3.0,24.98,0.254,9.6
3.5,25.20,0.709,26.7
4.0,25.20,0.789,29.8
4.5,25.20,0.869,32.8
5.0,25.20,0.950,35.8
5.5,25.20,0.938,35.4
6.0,25.20,0.926,35.0
6.5,25.20,0.915,34.5
7.0,25.20,0.903,34.1
7.5,25.20,0.891,33.6
8.0,25.20,0.880,33.2
8.5,25.20,0.798,30.1
9.0,25.20,0.717,27.0
9.5,25.20,0.635,24.0
10.0,25.20,0.554,20.9
10.5,25.20,0.472,17.8
11.0,25.20,0.177,6.7
11.5,25.20,0.175,6.6
12.0,25.20,0.390,14.7
12.5,25.20,0.376,14.2
13.0,25.20,0.362,13.7
13.5,25.20,0.348,13.1
14.0,25.20,0.334,12.6
14.5,25.20,0.320,12.1
15.0,25.20,0.306,11.6
15.5,25.20,0.282,10.6
16.0,25.20,0.173,6.5
16.5,25.20,0.167,6.3
17.0,25.20,0.161,6.1
17.5,25.20,0.155,5.9
18.0,25.20,0.149,5.6
