AC_S_040 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_040 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.10,0.009,0.3
2.5,24.40,0.597,18.0
3.0,24.40,0.623,18.8
3.5,24.40,0.649,19.6
4.0,24.40,0.675,20.4
4.5,24.40,0.702,21.2
5.0,24.40,0.728,22.0
5.5,24.40,0.639,19.3
6.0,24.40,0.551,16.6
6.5,24.40,0.462,14.0
7.0,24.40,0.374,11.3
7.5,24.40,0.285,8.6
8.0,24.40,0.197,6.0
8.5,24.40,0.150,4.5
9.0,24.40,0.103,3.1
9.5,24.40,0.057,1.7
10.0,24.40,0.010,0.3
10.5,24.40,0.000,0.0
11.0,24.38,0.000,0.0
11.5,24.39,0.017,0.5
12.0,24.40,0.000,0.0
12.5,24.36,0.000,0.0
13.0,24.32,0.000,0.0
13.5,24.27,0.000,0.0
14.0,24.22,0.000,0.0
14.5,24.18,0.000,0.0
15.0,24.13,0.000,0.0
15.5,24.08,0.000,0.0
16.0,24.04,0.000,0.0
16.5,24.08,0.000,0.0
17.0,24.14,0.000,0.0
17.5,24.21,0.000,0.0
18.0,24.29,0.000,0.0
18.5,24.38,0.159,4.8
19.0,24.40,0.235,7.1
19.5,24.40,0.215,6.5
20.0,24.40,0.196,5.9
20.5,24.40,0.177,5.3
21.0,24.40,0.158,4.8
21.5,24.40,0.138,4.2
22.0,24.40,0.119,3.6
22.5,24.40,0.194,5.9
23.0,24.40,0.270,8.1
23.5,24.40,0.345,10.4
24.0,24.40,0.345,10.4

"日期: 2021/6/10, 空调: AC_S_040 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.69,0.000,0.0
1.5,23.98,0.000,0.0
2.0,24.28,0.341,10.3
2.5,24.40,0.656,19.8
3.0,24.40,0.738,22.3
3.5,24.40,0.820,24.8
4.0,24.40,0.901,27.2
4.5,24.40,0.983,29.7
5.0,24.40,1.065,32.2
5.5,24.40,1.053,31.8
6.0,24.40,1.041,31.5
6.5,24.40,1.029,31.1
7.0,24.40,1.017,30.7
7.5,24.40,1.006,30.4
8.0,24.40,0.994,30.0
8.5,24.40,0.911,27.5
9.0,24.40,0.828,25.0
9.5,24.40,0.745,22.5
10.0,24.40,0.662,20.0
10.5,24.40,0.579,17.5
11.0,24.40,0.278,8.4
11.5,24.40,0.277,8.4
12.0,24.40,0.496,15.0
12.5,24.40,0.482,14.5
13.0,24.40,0.467,14.1
13.5,24.40,0.453,13.7
14.0,24.40,0.439,13.3
14.5,24.40,0.425,12.8
15.0,24.40,0.410,12.4
15.5,24.40,0.385,11.6
16.0,24.40,0.275,8.3
16.5,24.40,0.269,8.1
17.0,24.40,0.263,7.9
17.5,24.40,0.256,7.7
18.0,24.40,0.250,7.6
18.5,24.40,0.244,7.4
19.0,24.40,0.238,7.2
19.5,24.40,0.256,7.7
20.0,24.40,0.274,8.3
20.5,24.40,0.292,8.8
21.0,24.40,0.310,9.4
21.5,24.40,0.327,9.9
22.0,24.40,0.345,10.4
22.5,24.40,0.384,11.6
23.0,24.40,0.422,12.7
23.5,24.40,0.460,13.9
24.0,24.40,0.460,13.9

"日期: 2021/6/11, 空调: AC_S_040 (small), 状态: success"
