AC_S_058 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_058 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.86,0.000,0.0
2.0,24.17,0.000,0.0
2.5,24.51,0.524,15.1
3.0,24.60,0.757,21.9
3.5,24.60,0.790,22.8
4.0,24.60,0.823,23.8
4.5,24.60,0.856,24.7
5.0,24.60,0.889,25.7
5.5,24.60,0.777,22.5
6.0,24.60,0.665,19.2
6.5,24.60,0.553,16.0
7.0,24.60,0.442,12.8
7.5,24.60,0.330,9.5
8.0,24.60,0.218,6.3
8.5,24.60,0.159,4.6
9.0,24.60,0.100,2.9
9.5,24.60,0.041,1.2
10.0,24.60,0.000,0.0
10.5,24.59,0.000,0.0
11.0,24.56,0.000,0.0
11.5,24.56,0.000,0.0
12.0,24.56,0.000,0.0
12.5,24.51,0.000,0.0
13.0,24.45,0.000,0.0
13.5,24.39,0.000,0.0
14.0,24.33,0.000,0.0
14.5,24.27,0.000,0.0
15.0,24.21,0.000,0.0
15.5,24.15,0.000,0.0
16.0,24.10,0.000,0.0
16.5,24.14,0.000,0.0
17.0,24.20,0.000,0.0
17.5,24.27,0.000,0.0
18.0,24.36,0.000,0.0
18.5,24.45,0.000,0.0
19.0,24.56,0.188,5.4
19.5,24.60,0.241,7.0
20.0,24.60,0.217,6.3
20.5,24.60,0.192,5.6
21.0,24.60,0.168,4.9
21.5,24.60,0.144,4.2
22.0,24.60,0.119,3.4
22.5,24.60,0.215,6.2
23.0,24.60,0.310,9.0
23.5,24.60,0.405,11.7
24.0,24.60,0.405,11.7

"日期: 2021/6/10, 空调: AC_S_058 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.72,0.000,0.0
1.5,24.04,0.000,0.0
2.0,24.36,0.197,5.7
2.5,24.60,0.798,23.1
3.0,24.60,0.902,26.1
3.5,24.60,1.005,29.0
4.0,24.60,1.108,32.0
4.5,24.60,1.212,35.0
5.0,24.60,1.315,38.0
5.5,24.60,1.300,37.6
6.0,24.60,1.285,37.1
6.5,24.60,1.270,36.7
7.0,24.60,1.255,36.3
7.5,24.60,1.240,35.8
8.0,24.60,1.225,35.4
8.5,24.60,1.120,32.4
9.0,24.60,1.015,29.3
9.5,24.60,0.910,26.3
10.0,24.60,0.806,23.3
10.5,24.60,0.701,20.2
11.0,24.60,0.320,9.3
11.5,24.60,0.318,9.2
12.0,24.60,0.596,17.2
12.5,24.60,0.578,16.7
13.0,24.60,0.560,16.2
13.5,24.60,0.542,15.7
14.0,24.60,0.524,15.1
14.5,24.60,0.506,14.6
15.0,24.60,0.488,14.1
15.5,24.60,0.456,13.2
16.0,24.60,0.316,9.1
16.5,24.60,0.309,8.9
17.0,24.60,0.301,8.7
17.5,24.60,0.293,8.5
18.0,24.60,0.285,8.2
