AC_S_016 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_016 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.58,0.000,0.0
1.5,23.90,0.000,0.0
2.0,24.25,0.000,0.0
2.5,24.62,0.000,0.0
3.0,24.97,0.630,19.1
3.5,25.00,0.711,21.6
4.0,25.00,0.744,22.5
4.5,25.00,0.776,23.5
5.0,25.00,0.808,24.5
5.5,25.00,0.699,21.2
6.0,25.00,0.590,17.9
6.5,25.00,0.480,14.6
7.0,25.00,0.371,11.2
7.5,25.00,0.262,7.9
8.0,25.00,0.152,4.6
8.5,25.00,0.094,2.9
9.0,25.00,0.037,1.1
9.5,25.00,0.000,0.0
10.0,24.99,0.000,0.0
10.5,24.95,0.000,0.0
11.0,24.89,0.000,0.0
11.5,24.86,0.000,0.0
12.0,24.84,0.000,0.0
12.5,24.76,0.000,0.0
13.0,24.67,0.000,0.0
13.5,24.59,0.000,0.0
14.0,24.51,0.000,0.0
14.5,24.43,0.000,0.0
15.0,24.34,0.000,0.0
15.5,24.27,0.000,0.0
16.0,24.21,0.000,0.0
16.5,24.25,0.000,0.0
17.0,24.30,0.000,0.0
17.5,24.37,0.000,0.0
18.0,24.46,0.000,0.0
18.5,24.56,0.000,0.0
19.0,24.68,0.000,0.0
19.5,24.80,0.000,0.0
20.0,24.90,0.000,0.0
20.5,24.99,0.106,3.2
21.0,25.00,0.103,3.1
21.5,25.00,0.080,2.4
22.0,25.00,0.056,1.7
22.5,25.00,0.149,4.5
23.0,25.00,0.242,7.3
23.5,25.00,0.335,10.2
24.0,25.00,0.335,10.2

"日期: 2021/6/10, 空调: AC_S_016 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.74,0.000,0.0
1.5,24.10,0.000,0.0
2.0,24.46,0.000,0.0
2.5,24.82,0.382,11.6
3.0,25.00,0.821,24.9
3.5,25.00,0.922,27.9
4.0,25.00,1.023,31.0
4.5,25.00,1.124,34.1
5.0,25.00,1.225,37.1
5.5,25.00,1.210,36.7
6.0,25.00,1.196,36.2
6.5,25.00,1.181,35.8
7.0,25.00,1.166,35.3
7.5,25.00,1.152,34.9
8.0,25.00,1.137,34.5
8.5,25.00,1.034,31.3
9.0,25.00,0.932,28.2
9.5,25.00,0.829,25.1
10.0,25.00,0.727,22.0
10.5,25.00,0.624,18.9
11.0,25.00,0.252,7.7
11.5,25.00,0.251,7.6
12.0,25.00,0.522,15.8
12.5,25.00,0.504,15.3
13.0,25.00,0.486,14.7
13.5,25.00,0.469,14.2
14.0,25.00,0.451,13.7
14.5,25.00,0.434,13.1
15.0,25.00,0.416,12.6
15.5,25.00,0.385,11.7
16.0,25.00,0.249,7.5
16.5,25.00,0.241,7.3
17.0,25.00,0.233,7.1
17.5,25.00,0.226,6.8
18.0,25.00,0.218,6.6
18.5,25.00,0.211,6.4
19.0,25.00,0.203,6.1
19.5,25.00,0.225,6.8
20.0,25.00,0.247,7.5
20.5,25.00,0.269,8.2
21.0,25.00,0.291,8.8
21.5,25.00,0.313,9.5
22.0,25.00,0.336,10.2
22.5,25.00,0.383,11.6
23.0,25.00,0.430,13.0
23.5,25.00,0.477,14.5
24.0,25.00,0.477,14.5

"日期: 2021/6/11, 空调: AC_S_016 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.78,0.000,0.0
1.5,24.26,0.000,0.0
2.0,24.77,0.604,18.3
2.5,25.00,1.030,31.2
3.0,25.00,1.033,31.3
3.5,25.00,1.036,31.4
4.0,25.00,1.038,31.5
4.5,25.00,1.041,31.6
5.0,25.00,1.044,31.6
5.5,25.00,1.051,31.9
6.0,25.00,1.059,32.1
6.5,25.00,1.066,32.3
7.0,25.00,1.073,32.5
7.5,25.00,1.081,32.7
8.0,25.00,1.088,33.0
8.5,25.00,0.991,30.0
9.0,25.00,0.893,27.1
9.5,25.00,0.796,24.1
10.0,25.00,0.699,21.2
10.5,25.00,0.601,18.2
11.0,25.00,0.291,8.8
11.5,25.00,0.260,7.9
12.0,25.00,0.504,15.3
12.5,25.00,0.462,14.0
13.0,25.00,0.420,12.7
13.5,25.00,0.377,11.4
14.0,25.00,0.335,10.2
14.5,25.00,0.293,8.9
15.0,25.00,0.251,7.6
15.5,25.00,0.243,7.4
16.0,25.00,0.228,6.9
16.5,25.00,0.196,5.9
17.0,25.00,0.164,5.0
17.5,25.00,0.132,4.0
18.0,25.00,0.100,3.0
18.5,25.00,0.068,2.0
19.0,25.00,0.036,1.1
19.5,25.00,0.071,2.2
20.0,25.00,0.107,3.2
20.5,25.00,0.142,4.3
21.0,25.00,0.178,5.4
21.5,25.00,0.213,6.5
22.0,25.00,0.249,7.5
22.5,25.00,0.378,11.5
23.0,25.00,0.508,15.4
23.5,25.00,0.638,19.3
24.0,25.00,0.638,19.3

"日期: 2021/6/12, 空调: AC_S_016 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.73,0.000,0.0
1.5,23.87,0.000,0.0
2.0,24.01,0.000,0.0
2.5,24.14,0.000,0.0
3.0,24.30,0.000,0.0
3.5,24.48,0.000,0.0
4.0,24.68,0.000,0.0
4.5,24.90,0.280,8.5
5.0,25.00,0.524,15.9
5.5,25.00,0.519,15.7
6.0,25.00,0.513,15.6
6.5,25.00,0.508,15.4
7.0,25.00,0.503,15.2
7.5,25.00,0.497,15.1
8.0,25.00,0.492,14.9
8.5,25.00,0.404,12.2
9.0,25.00,0.316,9.6
9.5,25.00,0.229,6.9
10.0,25.00,0.141,4.3
10.5,25.00,0.053,1.6
11.0,25.00,0.221,6.7
11.5,25.00,0.213,6.5
12.0,25.00,0.000,0.0
12.5,24.98,0.000,0.0
13.0,24.99,0.030,0.9
13.5,25.00,0.095,2.9
14.0,25.00,0.138,4.2
14.5,25.00,0.181,5.5
15.0,25.00,0.224,6.8
15.5,25.00,0.189,5.7
16.0,25.00,0.205,6.2
16.5,25.00,0.171,5.2
17.0,25.00,0.137,4.2
17.5,25.00,0.103,3.1
18.0,25.00,0.069,2.1
18.5,25.00,0.035,1.1
19.0,25.00,0.001,0.0
19.5,25.00,0.005,0.1
20.0,25.00,0.009,0.3
20.5,25.00,0.013,0.4
21.0,25.00,0.017,0.5
21.5,25.00,0.021,0.6
22.0,25.00,0.025,0.8
22.5,25.00,0.040,1.2
23.0,25.00,0.056,1.7
23.5,25.00,0.071,2.1
24.0,25.00,0.071,2.1

"日期: 2021/6/13, 空调: AC_S_016 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,24.07,0.000,0.0
2.0,24.45,0.000,0.0
2.5,24.83,0.371,11.2
3.0,25.00,0.686,20.8
3.5,25.00,0.695,21.1
4.0,25.00,0.704,21.3
4.5,25.00,0.712,21.6
5.0,25.00,0.721,21.9
5.5,25.00,0.705,21.4
6.0,25.00,0.688,20.9
6.5,25.00,0.672,20.4
7.0,25.00,0.656,19.9
7.5,25.00,0.639,19.4
8.0,25.00,0.623,18.9
8.5,25.00,0.606,18.4
9.0,25.00,0.589,17.8
9.5,25.00,0.571,17.3
10.0,25.00,0.554,16.8
10.5,25.00,0.537,16.3
11.0,25.00,0.083,2.5
11.5,25.00,0.048,1.5
12.0,25.00,0.520,15.8
12.5,25.00,0.488,14.8
13.0,25.00,0.456,13.8
13.5,25.00,0.424,12.8
14.0,25.00,0.391,11.9
14.5,25.00,0.359,10.9
15.0,25.00,0.327,9.9
15.5,25.00,0.358,10.8
16.0,25.00,0.013,0.4
16.5,25.00,0.029,0.9
17.0,25.00,0.045,1.4
17.5,25.00,0.062,1.9
18.0,25.00,0.078,2.4
18.5,25.00,0.094,2.9
19.0,25.00,0.111,3.4
19.5,25.00,0.158,4.8
20.0,25.00,0.204,6.2
20.5,25.00,0.251,7.6
21.0,25.00,0.298,9.0
21.5,25.00,0.345,10.4
22.0,25.00,0.391,11.9
22.5,25.00,0.438,13.3
23.0,25.00,0.484,14.7
23.5,25.00,0.530,16.1
24.0,25.00,0.530,16.1

"日期: 2021/6/14, 空调: AC_S_016 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.83,0.000,0.0
1.5,24.26,0.000,0.0
2.0,24.68,0.172,5.2
2.5,25.00,0.766,23.2
3.0,25.00,0.780,23.6
3.5,25.00,0.793,24.0
