AC_S_038 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_038 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.86,0.000,0.0
2.0,24.18,0.000,0.0
2.5,24.51,0.000,0.0
3.0,24.84,0.108,3.6
3.5,25.10,0.621,21.0
4.0,25.10,0.650,22.0
4.5,25.10,0.679,22.9
5.0,25.10,0.707,23.9
5.5,25.10,0.610,20.6
6.0,25.10,0.512,17.3
6.5,25.10,0.415,14.0
7.0,25.10,0.317,10.7
7.5,25.10,0.220,7.4
8.0,25.10,0.122,4.1
8.5,25.10,0.071,2.4
9.0,25.10,0.019,0.6
9.5,25.10,0.000,0.0
10.0,25.08,0.000,0.0
10.5,25.04,0.000,0.0
11.0,24.98,0.000,0.0
11.5,24.95,0.000,0.0
12.0,24.93,0.000,0.0
12.5,24.85,0.000,0.0
13.0,24.76,0.000,0.0
13.5,24.68,0.000,0.0
14.0,24.60,0.000,0.0
14.5,24.52,0.000,0.0
15.0,24.44,0.000,0.0
15.5,24.36,0.000,0.0
16.0,24.31,0.000,0.0
16.5,24.33,0.000,0.0
17.0,24.38,0.000,0.0
17.5,24.44,0.000,0.0
18.0,24.51,0.000,0.0
18.5,24.60,0.000,0.0
19.0,24.70,0.000,0.0
19.5,24.81,0.000,0.0
20.0,24.90,0.000,0.0
20.5,24.98,0.000,0.0
21.0,25.04,0.000,0.0
21.5,25.08,0.020,0.7
22.0,25.10,0.036,1.2
22.5,25.10,0.119,4.0
23.0,25.10,0.202,6.8
23.5,25.10,0.285,9.6
24.0,25.10,0.285,9.6

"日期: 2021/6/10, 空调: AC_S_038 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.72,0.000,0.0
1.5,24.04,0.000,0.0
2.0,24.37,0.000,0.0
2.5,24.69,0.000,0.0
3.0,25.04,0.606,20.5
3.5,25.10,0.809,27.3
4.0,25.10,0.899,30.4
4.5,25.10,0.989,33.4
5.0,25.10,1.079,36.5
5.5,25.10,1.066,36.0
6.0,25.10,1.053,35.6
6.5,25.10,1.040,35.1
7.0,25.10,1.027,34.7
7.5,25.10,1.014,34.3
8.0,25.10,1.001,33.8
8.5,25.10,0.909,30.7
9.0,25.10,0.818,27.6
9.5,25.10,0.726,24.5
10.0,25.10,0.635,21.4
10.5,25.10,0.543,18.4
11.0,25.10,0.212,7.2
11.5,25.10,0.210,7.1
12.0,25.10,0.452,15.3
12.5,25.10,0.436,14.7
13.0,25.10,0.420,14.2
13.5,25.10,0.405,13.7
14.0,25.10,0.389,13.1
14.5,25.10,0.373,12.6
15.0,25.10,0.358,12.1
15.5,25.10,0.330,11.1
16.0,25.10,0.208,7.0
16.5,25.10,0.201,6.8
17.0,25.10,0.195,6.6
17.5,25.10,0.188,6.3
18.0,25.10,0.181,6.1
