AC_M_002 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_002 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.68,0.000,0.0
2.0,23.85,0.000,0.0
2.5,24.03,0.000,0.0
3.0,24.21,0.000,0.0
3.5,24.39,0.000,0.0
4.0,24.57,0.000,0.0
4.5,24.75,0.000,0.0
5.0,24.94,0.000,0.0
5.5,25.12,0.000,0.0
6.0,25.28,0.000,0.0
6.5,25.40,0.000,0.0
7.0,25.50,0.000,0.0
7.5,25.56,0.000,0.0
8.0,25.60,0.000,0.0
8.5,25.62,0.000,0.0
9.0,25.62,0.000,0.0
9.5,25.60,0.000,0.0
10.0,25.58,0.000,0.0
10.5,25.54,0.000,0.0
11.0,25.49,0.000,0.0
11.5,25.46,0.000,0.0
12.0,25.43,0.000,0.0
12.5,25.37,0.000,0.0
13.0,25.31,0.000,0.0
13.5,25.25,0.000,0.0
14.0,25.19,0.000,0.0
14.5,25.13,0.000,0.0
15.0,25.07,0.000,0.0
15.5,25.01,0.000,0.0
16.0,24.96,0.000,0.0
16.5,24.95,0.000,0.0
17.0,24.95,0.000,0.0
17.5,24.96,0.000,0.0
18.0,24.98,0.000,0.0
18.5,25.01,0.000,0.0
19.0,25.04,0.000,0.0
19.5,25.09,0.000,0.0
20.0,25.12,0.000,0.0
20.5,25.15,0.000,0.0
21.0,25.18,0.000,0.0
21.5,25.20,0.000,0.0
22.0,25.21,0.000,0.0
22.5,25.21,0.000,0.0
23.0,25.24,0.000,0.0
23.5,25.29,0.000,0.0
24.0,25.35,0.000,0.0

"日期: 2021/6/10, 空调: AC_M_002 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.61,0.000,0.0
1.5,23.78,0.000,0.0
2.0,23.95,0.000,0.0
2.5,24.13,0.000,0.0
3.0,24.32,0.000,0.0
3.5,24.53,0.000,0.0
4.0,24.75,0.000,0.0
4.5,24.99,0.000,0.0
5.0,25.25,0.000,0.0
5.5,25.52,0.420,9.0
6.0,25.70,1.365,29.3
6.5,25.70,1.346,28.9
7.0,25.70,1.328,28.5
7.5,25.70,1.310,28.1
8.0,25.70,1.291,27.7
8.5,25.70,1.163,25.0
9.0,25.70,1.034,22.2
9.5,25.70,0.906,19.4
10.0,25.70,0.777,16.7
10.5,25.70,0.649,13.9
11.0,25.70,0.183,3.9
11.5,25.70,0.180,3.9
12.0,25.70,0.520,11.2
12.5,25.70,0.498,10.7
13.0,25.70,0.476,10.2
13.5,25.70,0.454,9.7
14.0,25.70,0.432,9.3
14.5,25.70,0.410,8.8
15.0,25.70,0.388,8.3
15.5,25.70,0.349,7.5
16.0,25.70,0.178,3.8
16.5,25.70,0.168,3.6
17.0,25.70,0.159,3.4
17.5,25.70,0.149,3.2
18.0,25.70,0.140,3.0
18.5,25.70,0.130,2.8
19.0,25.70,0.121,2.6
19.5,25.70,0.148,3.2
20.0,25.70,0.176,3.8
20.5,25.70,0.204,4.4
21.0,25.70,0.232,5.0
21.5,25.70,0.259,5.6
22.0,25.70,0.287,6.2
22.5,25.70,0.346,7.4
23.0,25.70,0.405,8.7
23.5,25.70,0.465,10.0
24.0,25.70,0.465,10.0

"日期: 2021/6/11, 空调: AC_M_002 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.85,0.000,0.0
2.0,24.09,0.000,0.0
2.5,24.35,0.000,0.0
3.0,24.61,0.000,0.0
3.5,24.86,0.000,0.0
4.0,25.10,0.000,0.0
4.5,25.33,0.000,0.0
5.0,25.56,0.404,8.7
5.5,25.70,1.184,25.4
6.0,25.70,1.193,25.6
6.5,25.70,1.202,25.8
7.0,25.70,1.212,26.0
7.5,25.70,1.221,26.2
8.0,25.70,1.230,26.4
8.5,25.70,1.108,23.8
9.0,25.70,0.986,21.2
9.5,25.70,0.864,18.5
10.0,25.70,0.742,15.9
10.5,25.70,0.620,13.3
11.0,25.70,0.231,5.0
11.5,25.70,0.192,4.1
12.0,25.70,0.498,10.7
12.5,25.70,0.445,9.6
13.0,25.70,0.392,8.4
13.5,25.70,0.340,7.3
14.0,25.70,0.287,6.2
14.5,25.70,0.234,5.0
15.0,25.70,0.181,3.9
15.5,25.70,0.172,3.7
16.0,25.70,0.153,3.3
16.5,25.70,0.112,2.4
17.0,25.70,0.072,1.5
17.5,25.70,0.032,0.7
18.0,25.70,0.000,0.0
18.5,25.70,0.000,0.0
19.0,25.69,0.000,0.0
19.5,25.67,0.000,0.0
20.0,25.67,0.000,0.0
20.5,25.67,0.000,0.0
21.0,25.68,0.000,0.0
21.5,25.69,0.101,2.2
22.0,25.70,0.178,3.8
22.5,25.70,0.341,7.3
23.0,25.70,0.503,10.8
23.5,25.70,0.666,14.3
24.0,25.70,0.666,14.3

"日期: 2021/6/12, 空调: AC_M_002 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.60,0.000,0.0
1.5,23.67,0.000,0.0
2.0,23.74,0.000,0.0
2.5,23.81,0.000,0.0
3.0,23.89,0.000,0.0
3.5,23.99,0.000,0.0
4.0,24.10,0.000,0.0
4.5,24.21,0.000,0.0
5.0,24.35,0.000,0.0
5.5,24.49,0.000,0.0
6.0,24.62,0.000,0.0
6.5,24.75,0.000,0.0
7.0,24.88,0.000,0.0
7.5,24.99,0.000,0.0
8.0,25.11,0.000,0.0
8.5,25.22,0.000,0.0
9.0,25.30,0.000,0.0
9.5,25.36,0.000,0.0
10.0,25.40,0.000,0.0
10.5,25.42,0.000,0.0
11.0,25.42,0.000,0.0
11.5,25.45,0.000,0.0
12.0,25.48,0.000,0.0
12.5,25.46,0.000,0.0
13.0,25.45,0.000,0.0
13.5,25.44,0.000,0.0
14.0,25.45,0.000,0.0
14.5,25.46,0.000,0.0
15.0,25.49,0.000,0.0
15.5,25.52,0.000,0.0
16.0,25.55,0.000,0.0
16.5,25.58,0.000,0.0
17.0,25.59,0.000,0.0
17.5,25.61,0.000,0.0
18.0,25.61,0.000,0.0
18.5,25.60,0.000,0.0
19.0,25.59,0.000,0.0
19.5,25.57,0.000,0.0
20.0,25.55,0.000,0.0
20.5,25.53,0.000,0.0
21.0,25.52,0.000,0.0
21.5,25.50,0.000,0.0
22.0,25.49,0.000,0.0
22.5,25.48,0.000,0.0
23.0,25.47,0.000,0.0
23.5,25.47,0.000,0.0
24.0,25.47,0.000,0.0

"日期: 2021/6/13, 空调: AC_M_002 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.58,0.000,0.0
1.5,23.76,0.000,0.0
2.0,23.94,0.000,0.0
2.5,24.13,0.000,0.0
3.0,24.31,0.000,0.0
3.5,24.49,0.000,0.0
4.0,24.67,0.000,0.0
4.5,24.84,0.000,0.0
5.0,25.01,0.000,0.0
5.5,25.17,0.000,0.0
6.0,25.32,0.000,0.0
6.5,25.47,0.000,0.0
7.0,25.61,0.188,4.0
7.5,25.70,0.668,14.3
8.0,25.70,0.647,13.9
8.5,25.70,0.626,13.4
9.0,25.70,0.604,13.0
9.5,25.70,0.583,12.5
10.0,25.70,0.561,12.0
