AC_M_025 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_025 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.67,0.000,0.0
2.0,23.82,0.000,0.0
2.5,23.99,0.000,0.0
3.0,24.16,0.000,0.0
3.5,24.33,0.000,0.0
4.0,24.50,0.000,0.0
4.5,24.67,0.000,0.0
5.0,24.85,0.000,0.0
5.5,25.02,0.000,0.0
6.0,25.17,0.000,0.0
6.5,25.29,0.000,0.0
7.0,25.38,0.000,0.0
7.5,25.45,0.000,0.0
8.0,25.49,0.023,0.6
8.5,25.50,0.021,0.6
9.0,25.50,0.000,0.0
9.5,25.49,0.000,0.0
10.0,25.47,0.000,0.0
10.5,25.44,0.000,0.0
11.0,25.40,0.000,0.0
11.5,25.37,0.000,0.0
12.0,25.35,0.000,0.0
12.5,25.29,0.000,0.0
13.0,25.24,0.000,0.0
13.5,25.19,0.000,0.0
14.0,25.13,0.000,0.0
14.5,25.08,0.000,0.0
15.0,25.03,0.000,0.0
15.5,24.97,0.000,0.0
16.0,24.92,0.000,0.0
16.5,24.92,0.000,0.0
17.0,24.92,0.000,0.0
17.5,24.93,0.000,0.0
18.0,24.95,0.000,0.0
18.5,24.97,0.000,0.0
19.0,25.01,0.000,0.0
19.5,25.05,0.000,0.0
20.0,25.09,0.000,0.0
20.5,25.12,0.000,0.0
21.0,25.14,0.000,0.0
21.5,25.16,0.000,0.0
22.0,25.17,0.000,0.0
22.5,25.17,0.000,0.0
23.0,25.20,0.000,0.0
23.5,25.24,0.000,0.0
24.0,25.31,0.000,0.0

"日期: 2021/6/10, 空调: AC_M_025 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.60,0.000,0.0
1.5,23.76,0.000,0.0
2.0,23.92,0.000,0.0
2.5,24.08,0.000,0.0
3.0,24.26,0.000,0.0
3.5,24.46,0.000,0.0
4.0,24.67,0.000,0.0
4.5,24.90,0.000,0.0
5.0,25.14,0.000,0.0
5.5,25.39,0.759,20.9
6.0,25.50,1.312,36.2
6.5,25.50,1.295,35.7
7.0,25.50,1.278,35.2
7.5,25.50,1.261,34.7
8.0,25.50,1.244,34.3
8.5,25.50,1.123,30.9
9.0,25.50,1.003,27.6
9.5,25.50,0.883,24.3
10.0,25.50,0.763,21.0
10.5,25.50,0.642,17.7
11.0,25.50,0.207,5.7
11.5,25.50,0.204,5.6
12.0,25.50,0.522,14.4
12.5,25.50,0.502,13.8
13.0,25.50,0.481,13.2
13.5,25.50,0.460,12.7
14.0,25.50,0.440,12.1
14.5,25.50,0.419,11.5
15.0,25.50,0.398,11.0
15.5,25.50,0.362,10.0
16.0,25.50,0.202,5.6
16.5,25.50,0.193,5.3
17.0,25.50,0.184,5.1
17.5,25.50,0.175,4.8
18.0,25.50,0.166,4.6
18.5,25.50,0.158,4.3
19.0,25.50,0.149,4.1
19.5,25.50,0.175,4.8
20.0,25.50,0.200,5.5
20.5,25.50,0.226,6.2
21.0,25.50,0.252,7.0
21.5,25.50,0.278,7.7
22.0,25.50,0.304,8.4
22.5,25.50,0.360,9.9
23.0,25.50,0.415,11.4
23.5,25.50,0.470,13.0
24.0,25.50,0.470,13.0

"日期: 2021/6/11, 空调: AC_M_025 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.05,0.000,0.0
2.5,24.30,0.000,0.0
3.0,24.54,0.000,0.0
3.5,24.77,0.000,0.0
4.0,25.00,0.000,0.0
4.5,25.21,0.000,0.0
5.0,25.43,0.745,20.5
5.5,25.50,1.143,31.5
6.0,25.50,1.152,31.7
6.5,25.50,1.160,32.0
7.0,25.50,1.169,32.2
7.5,25.50,1.178,32.4
8.0,25.50,1.186,32.7
8.5,25.50,1.072,29.5
9.0,25.50,0.958,26.4
9.5,25.50,0.844,23.2
10.0,25.50,0.730,20.1
10.5,25.50,0.616,17.0
11.0,25.50,0.252,6.9
11.5,25.50,0.215,5.9
12.0,25.50,0.501,13.8
12.5,25.50,0.452,12.5
13.0,25.50,0.403,11.1
13.5,25.50,0.353,9.7
14.0,25.50,0.304,8.4
14.5,25.50,0.254,7.0
15.0,25.50,0.205,5.7
15.5,25.50,0.196,5.4
16.0,25.50,0.178,4.9
16.5,25.50,0.141,3.9
17.0,25.50,0.103,2.8
17.5,25.50,0.065,1.8
18.0,25.50,0.028,0.8
18.5,25.50,0.000,0.0
19.0,25.50,0.000,0.0
19.5,25.49,0.000,0.0
20.0,25.49,0.000,0.0
20.5,25.50,0.054,1.5
21.0,25.50,0.119,3.3
21.5,25.50,0.161,4.4
22.0,25.50,0.202,5.6
22.5,25.50,0.354,9.8
23.0,25.50,0.506,13.9
23.5,25.50,0.658,18.1
24.0,25.50,0.658,18.1

"日期: 2021/6/12, 空调: AC_M_025 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.60,0.000,0.0
1.5,23.66,0.000,0.0
2.0,23.72,0.000,0.0
2.5,23.79,0.000,0.0
3.0,23.87,0.000,0.0
3.5,23.96,0.000,0.0
4.0,24.06,0.000,0.0
4.5,24.17,0.000,0.0
5.0,24.29,0.000,0.0
5.5,24.43,0.000,0.0
6.0,24.55,0.000,0.0
6.5,24.68,0.000,0.0
7.0,24.79,0.000,0.0
7.5,24.91,0.000,0.0
8.0,25.01,0.000,0.0
8.5,25.12,0.000,0.0
9.0,25.20,0.000,0.0
9.5,25.26,0.000,0.0
10.0,25.30,0.000,0.0
10.5,25.32,0.000,0.0
11.0,25.32,0.000,0.0
11.5,25.36,0.000,0.0
12.0,25.39,0.000,0.0
12.5,25.37,0.000,0.0
13.0,25.36,0.000,0.0
13.5,25.36,0.000,0.0
14.0,25.37,0.000,0.0
14.5,25.39,0.000,0.0
15.0,25.41,0.000,0.0
15.5,25.45,0.000,0.0
16.0,25.47,0.000,0.0
16.5,25.50,0.107,2.9
17.0,25.50,0.072,2.0
17.5,25.50,0.032,0.9
18.0,25.50,0.000,0.0
18.5,25.50,0.000,0.0
19.0,25.49,0.000,0.0
19.5,25.47,0.000,0.0
20.0,25.46,0.000,0.0
20.5,25.45,0.000,0.0
21.0,25.44,0.000,0.0
21.5,25.43,0.000,0.0
22.0,25.42,0.000,0.0
22.5,25.41,0.000,0.0
23.0,25.40,0.000,0.0
23.5,25.40,0.000,0.0
24.0,25.40,0.000,0.0

"日期: 2021/6/13, 空调: AC_M_025 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.74,0.000,0.0
2.0,23.91,0.000,0.0
2.5,24.09,0.000,0.0
3.0,24.26,0.000,0.0
3.5,24.43,0.000,0.0
4.0,24.59,0.000,0.0
4.5,24.76,0.000,0.0
5.0,24.91,0.000,0.0
5.5,25.07,0.000,0.0
6.0,25.22,0.000,0.0
6.5,25.35,0.000,0.0
7.0,25.48,0.593,16.3
7.5,25.50,0.660,18.2
8.0,25.50,0.641,17.7
8.5,25.50,0.621,17.1
9.0,25.50,0.601,16.6
9.5,25.50,0.581,16.0
10.0,25.50,0.561,15.4
