AC_L_004 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_L_004 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.51,0.000,0.0
1.5,23.56,0.000,0.0
2.0,23.61,0.000,0.0
2.5,23.67,0.000,0.0
3.0,23.73,0.000,0.0
3.5,23.80,0.000,0.0
4.0,23.86,0.000,0.0
4.5,23.93,0.000,0.0
5.0,24.00,0.000,0.0
5.5,24.07,0.000,0.0
6.0,24.13,0.000,0.0
6.5,24.18,0.000,0.0
7.0,24.23,0.000,0.0
7.5,24.26,0.000,0.0
8.0,24.29,0.000,0.0
8.5,24.31,0.000,0.0
9.0,24.32,0.000,0.0
9.5,24.33,0.000,0.0
10.0,24.34,0.000,0.0
10.5,24.34,0.000,0.0
11.0,24.34,0.000,0.0
11.5,24.34,0.000,0.0
12.0,24.34,0.000,0.0
12.5,24.34,0.000,0.0
13.0,24.33,0.000,0.0
13.5,24.32,0.000,0.0
14.0,24.31,0.000,0.0
14.5,24.30,0.000,0.0
15.0,24.29,0.000,0.0
15.5,24.28,0.000,0.0
16.0,24.27,0.000,0.0
16.5,24.28,0.000,0.0
17.0,24.29,0.000,0.0
17.5,24.30,0.000,0.0
18.0,24.31,0.000,0.0
18.5,24.33,0.000,0.0
19.0,24.35,0.000,0.0
19.5,24.37,0.000,0.0
20.0,24.39,0.000,0.0
20.5,24.40,0.000,0.0
21.0,24.42,0.000,0.0
21.5,24.43,0.000,0.0
22.0,24.45,0.000,0.0
22.5,24.46,0.000,0.0
23.0,24.47,0.000,0.0
23.5,24.50,0.000,0.0
24.0,24.53,0.000,0.0

"日期: 2021/6/10, 空调: AC_L_004 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.59,0.000,0.0
2.0,23.65,0.000,0.0
2.5,23.71,0.000,0.0
3.0,23.77,0.000,0.0
3.5,23.85,0.000,0.0
4.0,23.93,0.000,0.0
4.5,24.01,0.000,0.0
5.0,24.11,0.000,0.0
5.5,24.21,0.000,0.0
6.0,24.30,0.000,0.0
6.5,24.40,0.000,0.0
7.0,24.49,0.000,0.0
7.5,24.58,0.000,0.0
8.0,24.67,0.000,0.0
8.5,24.76,0.000,0.0
9.0,24.83,0.000,0.0
9.5,24.90,0.000,0.0
10.0,24.97,0.000,0.0
10.5,25.02,0.000,0.0
11.0,25.06,0.000,0.0
11.5,25.08,0.000,0.0
12.0,25.10,0.259,1.6
12.5,25.10,0.252,1.5
13.0,25.10,0.243,1.5
13.5,25.10,0.234,1.4
14.0,25.10,0.225,1.4
14.5,25.10,0.216,1.3
15.0,25.10,0.207,1.3
15.5,25.10,0.191,1.2
16.0,25.10,0.121,0.7
16.5,25.10,0.117,0.7
17.0,25.10,0.113,0.7
17.5,25.10,0.109,0.7
18.0,25.10,0.105,0.6
18.5,25.10,0.101,0.6
19.0,25.10,0.097,0.6
19.5,25.10,0.108,0.7
20.0,25.10,0.120,0.7
20.5,25.10,0.131,0.8
21.0,25.10,0.143,0.9
21.5,25.10,0.154,0.9
22.0,25.10,0.165,1.0
22.5,25.10,0.190,1.2
23.0,25.10,0.214,1.3
23.5,25.10,0.239,1.5
24.0,25.10,0.239,1.5

"日期: 2021/6/11, 空调: AC_L_004 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.61,0.000,0.0
2.0,23.69,0.000,0.0
2.5,23.78,0.000,0.0
3.0,23.87,0.000,0.0
3.5,23.96,0.000,0.0
4.0,24.05,0.000,0.0
4.5,24.13,0.000,0.0
5.0,24.22,0.000,0.0
5.5,24.30,0.000,0.0
6.0,24.39,0.000,0.0
6.5,24.47,0.000,0.0
7.0,24.55,0.000,0.0
7.5,24.64,0.000,0.0
8.0,24.72,0.000,0.0
8.5,24.80,0.000,0.0
9.0,24.88,0.000,0.0
9.5,24.94,0.000,0.0
10.0,25.00,0.000,0.0
10.5,25.05,0.000,0.0
11.0,25.10,0.119,0.7
11.5,25.10,0.126,0.8
12.0,25.10,0.252,1.5
12.5,25.10,0.231,1.4
13.0,25.10,0.209,1.3
13.5,25.10,0.187,1.1
14.0,25.10,0.165,1.0
14.5,25.10,0.144,0.9
15.0,25.10,0.122,0.7
15.5,25.10,0.118,0.7
16.0,25.10,0.110,0.7
16.5,25.10,0.093,0.6
17.0,25.10,0.077,0.5
17.5,25.10,0.060,0.4
18.0,25.10,0.044,0.3
18.5,25.10,0.027,0.2
19.0,25.10,0.010,0.1
19.5,25.10,0.029,0.2
20.0,25.10,0.047,0.3
20.5,25.10,0.065,0.4
21.0,25.10,0.084,0.5
21.5,25.10,0.102,0.6
22.0,25.10,0.121,0.7
22.5,25.10,0.188,1.2
23.0,25.10,0.255,1.6
23.5,25.10,0.322,2.0
24.0,25.10,0.322,2.0

"日期: 2021/6/12, 空调: AC_L_004 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.56,0.000,0.0
2.0,23.58,0.000,0.0
2.5,23.60,0.000,0.0
3.0,23.63,0.000,0.0
3.5,23.67,0.000,0.0
4.0,23.70,0.000,0.0
4.5,23.75,0.000,0.0
5.0,23.79,0.000,0.0
5.5,23.85,0.000,0.0
6.0,23.90,0.000,0.0
6.5,23.95,0.000,0.0
7.0,23.99,0.000,0.0
7.5,24.04,0.000,0.0
8.0,24.09,0.000,0.0
8.5,24.14,0.000,0.0
9.0,24.17,0.000,0.0
9.5,24.21,0.000,0.0
10.0,24.23,0.000,0.0
10.5,24.25,0.000,0.0
11.0,24.26,0.000,0.0
11.5,24.29,0.000,0.0
12.0,24.31,0.000,0.0
12.5,24.32,0.000,0.0
13.0,24.32,0.000,0.0
13.5,24.34,0.000,0.0
14.0,24.35,0.000,0.0
14.5,24.37,0.000,0.0
15.0,24.39,0.000,0.0
15.5,24.41,0.000,0.0
16.0,24.43,0.000,0.0
16.5,24.45,0.000,0.0
17.0,24.47,0.000,0.0
17.5,24.49,0.000,0.0
18.0,24.50,0.000,0.0
18.5,24.51,0.000,0.0
19.0,24.52,0.000,0.0
19.5,24.52,0.000,0.0
20.0,24.53,0.000,0.0
20.5,24.53,0.000,0.0
21.0,24.54,0.000,0.0
21.5,24.55,0.000,0.0
22.0,24.55,0.000,0.0
22.5,24.56,0.000,0.0
23.0,24.57,0.000,0.0
23.5,24.58,0.000,0.0
24.0,24.59,0.000,0.0

"日期: 2021/6/13, 空调: AC_L_004 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.58,0.000,0.0
2.0,23.64,0.000,0.0
2.5,23.71,0.000,0.0
3.0,23.77,0.000,0.0
3.5,23.84,0.000,0.0
4.0,23.90,0.000,0.0
4.5,23.96,0.000,0.0
5.0,24.03,0.000,0.0
5.5,24.09,0.000,0.0
6.0,24.15,0.000,0.0
6.5,24.21,0.000,0.0
7.0,24.27,0.000,0.0
7.5,24.32,0.000,0.0
8.0,24.38,0.000,0.0
8.5,24.43,0.000,0.0
9.0,24.48,0.000,0.0
9.5,24.53,0.000,0.0
10.0,24.58,0.000,0.0
10.5,24.62,0.000,0.0
11.0,24.67,0.000,0.0
11.5,24.68,0.000,0.0
12.0,24.68,0.000,0.0
12.5,24.72,0.000,0.0
13.0,24.76,0.000,0.0
13.5,24.80,0.000,0.0
14.0,24.83,0.000,0.0
14.5,24.86,0.000,0.0
15.0,24.89,0.000,0.0
15.5,24.91,0.000,0.0
16.0,24.94,0.000,0.0
16.5,24.94,0.000,0.0
17.0,24.95,0.000,0.0
17.5,24.95,0.000,0.0
18.0,24.95,0.000,0.0
18.5,24.96,0.000,0.0
19.0,24.97,0.000,0.0
19.5,24.98,0.000,0.0
20.0,24.99,0.000,0.0
20.5,25.00,0.000,0.0
21.0,25.02,0.000,0.0
21.5,25.04,0.000,0.0
22.0,25.07,0.000,0.0
22.5,25.10,0.189,1.2
