AC_S_049 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_049 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.11,0.000,0.0
2.5,24.41,0.000,0.0
3.0,24.71,0.000,0.0
3.5,25.00,0.000,0.0
4.0,25.29,0.584,17.2
4.5,25.30,0.641,18.9
5.0,25.30,0.669,19.7
5.5,25.30,0.573,16.9
6.0,25.30,0.477,14.1
6.5,25.30,0.381,11.2
7.0,25.30,0.285,8.4
7.5,25.30,0.189,5.6
8.0,25.30,0.093,2.8
8.5,25.30,0.043,1.3
9.0,25.30,0.000,0.0
9.5,25.30,0.000,0.0
10.0,25.27,0.000,0.0
10.5,25.22,0.000,0.0
11.0,25.15,0.000,0.0
11.5,25.12,0.000,0.0
12.0,25.09,0.000,0.0
12.5,25.00,0.000,0.0
13.0,24.92,0.000,0.0
13.5,24.84,0.000,0.0
14.0,24.76,0.000,0.0
14.5,24.68,0.000,0.0
15.0,24.60,0.000,0.0
15.5,24.52,0.000,0.0
16.0,24.45,0.000,0.0
16.5,24.47,0.000,0.0
17.0,24.50,0.000,0.0
17.5,24.55,0.000,0.0
18.0,24.61,0.000,0.0
18.5,24.68,0.000,0.0
19.0,24.76,0.000,0.0
19.5,24.86,0.000,0.0
20.0,24.94,0.000,0.0
20.5,25.00,0.000,0.0
21.0,25.05,0.000,0.0
21.5,25.09,0.000,0.0
22.0,25.12,0.000,0.0
22.5,25.13,0.000,0.0
23.0,25.19,0.000,0.0
23.5,25.27,0.196,5.8
24.0,25.30,0.254,7.5

"日期: 2021/6/10, 空调: AC_S_049 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.69,0.000,0.0
1.5,23.99,0.000,0.0
2.0,24.28,0.000,0.0
2.5,24.57,0.000,0.0
3.0,24.89,0.000,0.0
3.5,25.23,0.624,18.4
4.0,25.30,0.858,25.3
4.5,25.30,0.946,27.9
5.0,25.30,1.035,30.5
5.5,25.30,1.022,30.1
6.0,25.30,1.009,29.8
6.5,25.30,0.996,29.4
7.0,25.30,0.983,29.0
7.5,25.30,0.971,28.6
8.0,25.30,0.958,28.3
8.5,25.30,0.868,25.6
9.0,25.30,0.778,22.9
9.5,25.30,0.688,20.3
10.0,25.30,0.598,17.6
10.5,25.30,0.508,15.0
11.0,25.30,0.182,5.4
11.5,25.30,0.180,5.3
12.0,25.30,0.418,12.3
12.5,25.30,0.402,11.9
13.0,25.30,0.387,11.4
13.5,25.30,0.371,11.0
14.0,25.30,0.356,10.5
14.5,25.30,0.340,10.0
15.0,25.30,0.325,9.6
15.5,25.30,0.297,8.8
16.0,25.30,0.178,5.3
16.5,25.30,0.171,5.1
17.0,25.30,0.165,4.9
17.5,25.30,0.158,4.7
18.0,25.30,0.151,4.5
18.5,25.30,0.145,4.3
19.0,25.30,0.138,4.1
19.5,25.30,0.157,4.6
20.0,25.30,0.177,5.2
20.5,25.30,0.196,5.8
21.0,25.30,0.216,6.4
21.5,25.30,0.235,6.9
22.0,25.30,0.254,7.5
22.5,25.30,0.296,8.7
23.0,25.30,0.337,9.9
23.5,25.30,0.379,11.2
24.0,25.30,0.379,11.2

"日期: 2021/6/11, 空调: AC_S_049 (small), 状态: success"
