AC_L_003 多天功率矩阵
"空调参数: P_rated=19.46kW, T_range=[20.6, 24.6]°C"

日期,状态,t1(0.5h),t2(1.0h),t3(1.5h),t4(2.0h),t5(2.5h),t6(3.0h),t7(3.5h),t8(4.0h),t9(4.5h),t10(5.0h),t11(5.5h),t12(6.0h),t13(6.5h),t14(7.0h),t15(7.5h),t16(8.0h),t17(8.5h),t18(9.0h),t19(9.5h),t20(10.0h),t21(10.5h),t22(11.0h),t23(11.5h),t24(12.0h),t25(12.5h),t26(13.0h),t27(13.5h),t28(14.0h),t29(14.5h),t30(15.0h),t31(15.5h),t32(16.0h),t33(16.5h),t34(17.0h),t35(17.5h),t36(18.0h),t37(18.5h),t38(19.0h),t39(19.5h),t40(20.0h),t41(20.5h),t42(21.0h),t43(21.5h),t44(22.0h),t45(22.5h),t46(23.0h),t47(23.5h),t48(24.0h)
2021/6/1,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.131,0.257
2021/6/10,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.797,0.788,0.778,0.712,0.645,0.578,0.512,0.445,0.204,0.202,0.378,0.367,0.355,0.344,0.333,0.321,0.310,0.289,0.201,0.196,0.191,0.186,0.181,0.176,0.171,0.186,0.200,0.214,0.229,0.243,0.258,0.288,0.319,0.350,0.350
2021/6/11,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.635,0.737,0.742,0.746,0.683,0.620,0.557,0.493,0.430,0.228,0.208,0.367,0.339,0.312,0.285,0.257,0.230,0.203,0.198,0.188,0.167,0.146,0.125,0.104,0.083,0.063,0.086,0.109,0.132,0.155,0.178,0.201,0.285,0.370,0.454,0.454
2021/6/12,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.062,0.040,0.043,0.045,0.048,0.051,0.053,0.056,0.066,0.076,0.085,0.085
2021/6/13,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.386,0.411,0.400,0.388,0.094,0.071,0.377,0.356,0.336,0.315,0.294,0.273,0.252,0.272,0.048,0.058,0.069,0.080,0.090,0.101,0.111,0.142,0.172,0.203,0.233,0.263,0.294,0.324,0.354,0.384,0.384
2021/6/14,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.173,0.543,0.499,0.456,0.413,0.370,0.327,0.332,0.352,0.283,0.285,0.286,0.287,0.288,0.290,0.291,0.280,0.372,0.354,0.337,0.320,0.302,0.285,0.267,0.289,0.312,0.334,0.356,0.378,0.400,0.421,0.443,0.464,0.464
2021/6/15,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.191,0.558,0.519,0.479,0.440,0.247,0.236,0.400,0.396,0.393,0.389,0.385,0.381,0.377,0.374,0.225,0.234,0.243,0.252,0.262,0.271,0.280,0.295,0.310,0.325,0.340,0.355,0.370,0.383,0.396,0.408,0.408
2021/6/16,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482,0.734,0.740,0.746,0.708,0.669,0.631,0.593,0.555,0.363,0.359,0.517,0.503,0.489,0.476,0.462,0.449,0.435,0.416,0.355,0.361,0.366,0.371,0.377,0.382,0.387,0.420,0.453,0.487,0.520,0.553,0.586,0.592,0.598,0.604,0.604
2021/6/17,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.455,0.836,0.797,0.759,0.720,0.679,0.638,0.597,0.556,0.515,0.358,0.339,0.474,0.461,0.448,0.436,0.423,0.410,0.398,0.392,0.320,0.333,0.346,0.359,0.371,0.384,0.397,0.419,0.441,0.463,0.485,0.507,0.529,0.529,0.528,0.528,0.528
2021/6/18,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.626,0.771,0.734,0.696,0.658,0.621,0.600,0.580,0.560,0.540,0.520,0.374,0.368,0.500,0.501,0.502,0.503,0.504,0.505,0.506,0.506,0.362,0.360,0.358,0.356,0.355,0.353,0.351,0.387,0.423,0.459,0.494,0.530,0.566,0.613,0.661,0.708,0.708
2021/6/19,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.743,1.044,0.981,0.918,0.855,0.793,0.730,0.701,0.671,0.642,0.613,0.584,0.504,0.504,0.555,0.532,0.509,0.485,0.462,0.439,0.416,0.407,0.503,0.478,0.453,0.428,0.403,0.378,0.353,0.382,0.411,0.440,0.470,0.499,0.528,0.580,0.631,0.683,0.683
2021/6/2,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.304,0.493,0.000,0.000,0.422,0.470,0.443,0.415,0.387,0.359,0.332,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.191,0.233,0.233
2021/6/20,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.178,1.007,0.952,0.898,0.843,0.789,0.735,0.716,0.697,0.678,0.659,0.640,0.378,0.368,0.622,0.613,0.605,0.597,0.588,0.580,0.572,0.554,0.359,0.373,0.387,0.401,0.415,0.429,0.443,0.463,0.482,0.501,0.521,0.540,0.560,0.595,0.630,0.664,0.664
2021/6/21,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.661,0.648,0.564,0.480,0.396,0.311,0.333,0.355,0.378,0.400,0.422,0.500,0.482,0.444,0.440,0.437,0.434,0.431,0.427,0.424,0.418,0.465,0.473,0.481,0.489,0.497,0.505,0.513,0.511,0.510,0.509,0.507,0.506,0.504,0.566,0.628,0.690,0.690
2021/6/22,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.393,0.393,0.325,0.256,0.187,0.119,0.050,0.000,0.000,0.000,0.000,0.000
2021/6/23,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/24,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/25,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.156,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.102,0.097,0.092,0.087,0.082,0.077,0.110,0.144,0.178,0.178
2021/6/26,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.376,0.230,0.239,0.366,0.346,0.326,0.305,0.285,0.265,0.244,0.249,0.247,0.228,0.208,0.189,0.170,0.151,0.131,0.141,0.150,0.160,0.170,0.179,0.189,0.214,0.239,0.264,0.264
2021/6/27,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.195,0.364,0.357,0.349,0.264,0.269,0.342,0.354,0.367,0.380,0.393,0.406,0.418,0.419,0.274,0.300,0.325,0.351,0.377,0.403,0.428,0.426,0.423,0.420,0.417,0.415,0.412,0.457,0.502,0.547,0.547
2021/6/28,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.235,0.377,0.375,0.420,0.371,0.322,0.273,0.225,0.176,0.127,0.093,0.059,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/6/29,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.365,0.304,0.317,0.331,0.344,0.357,0.371,0.384,0.377,0.363,0.369,0.375,0.382,0.388,0.394,0.400,0.404,0.407,0.410,0.414,0.417,0.421,0.433,0.445,0.457,0.457
2021/6/3,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.594,0.712,0.701,0.664,0.626,0.588,0.551,0.513,0.326,0.324,0.476,0.461,0.447,0.433,0.419,0.405,0.390,0.388,0.323,0.314,0.306,0.297,0.288,0.279,0.271,0.305,0.340,0.375,0.409,0.444,0.478,0.473,0.468,0.462,0.462
2021/6/30,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.446,0.556,0.539,0.529,0.520,0.511,0.502,0.492,0.353,0.345,0.483,0.475,0.466,0.457,0.449,0.440,0.432,0.413,0.337,0.324,0.312,0.299,0.286,0.273,0.260,0.285,0.311,0.336,0.361,0.386,0.411,0.448,0.485,0.522,0.522
2021/6/4,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.303,0.284,0.266,0.294,0.321,0.349,0.377,0.405,0.433,0.406,0.380,0.354,0.354
2021/6/5,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.257,0.400,0.067,0.056,0.372,0.331,0.291,0.251,0.210,0.170,0.130,0.120,0.045,0.024,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.192,0.192
2021/6/6,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.205,0.787,0.728,0.669,0.610,0.551,0.492,0.092,0.082,0.433,0.382,0.331,0.280,0.229,0.178,0.127,0.130,0.072,0.075,0.077,0.079,0.081,0.083,0.085,0.100,0.116,0.131,0.147,0.162,0.178,0.215,0.252,0.289,0.289
2021/6/7,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.568,0.761,0.714,0.666,0.619,0.563,0.506,0.449,0.392,0.335,0.139,0.141,0.278,0.267,0.256,0.245,0.234,0.224,0.213,0.190,0.144,0.124,0.104,0.083,0.063,0.043,0.023,0.066,0.110,0.154,0.198,0.241,0.285,0.352,0.418,0.485,0.485
2021/6/8,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.602,0.599,0.596,0.593,0.542,0.492,0.441,0.391,0.340,0.122,0.099,0.290,0.269,0.248,0.227,0.206,0.185,0.164,0.156,0.076,0.089,0.102,0.114,0.127,0.140,0.153,0.162,0.170,0.179,0.188,0.197,0.206,0.321,0.435,0.550,0.550
2021/6/9,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.130,0.122,0.337,0.316,0.294,0.273,0.252,0.230,0.209,0.207,0.113,0.105,0.097,0.089,0.081,0.073,0.065,0.096,0.127,0.158,0.189,0.220,0.251,0.319,0.387,0.455,0.455
2021/7/1,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.057,0.585,0.561,0.536,0.511,0.498,0.485,0.472,0.459,0.446,0.356,0.337,0.433,0.436,0.438,0.440,0.443,0.445,0.448,0.448,0.318,0.330,0.343,0.355,0.368,0.380,0.393,0.416,0.439,0.462,0.485,0.508,0.530,0.571,0.611,0.651,0.651
2021/7/10,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.723,0.692,0.661,0.630,0.598,0.567,0.326,0.325,0.536,0.483,0.430,0.377,0.324,0.271,0.218,0.222,0.323,0.293,0.262,0.232,0.202,0.172,0.142,0.177,0.211,0.246,0.281,0.316,0.351,0.375,0.399,0.423,0.423
2021/7/11,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.338,0.491,0.489,0.487,0.485,0.236,0.240,0.483,0.444,0.405,0.366,0.327,0.288,0.249,0.272,0.245,0.239,0.232,0.226,0.219,0.213,0.206,0.242,0.278,0.314,0.350,0.385,0.421,0.439,0.456,0.474,0.474
2021/7/12,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.783,0.798,0.786,0.775,0.763,0.701,0.639,0.577,0.514,0.452,0.342,0.365,0.390,0.394,0.397,0.401,0.405,0.408,0.412,0.419,0.388,0.367,0.346,0.325,0.304,0.283,0.261,0.293,0.325,0.357,0.390,0.422,0.454,0.501,0.549,0.596,0.596
2021/7/13,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.678,0.801,0.809,0.818,0.826,0.779,0.731,0.683,0.635,0.587,0.442,0.450,0.539,0.524,0.509,0.494,0.479,0.464,0.449,0.417,0.457,0.432,0.406,0.381,0.355,0.330,0.304,0.328,0.351,0.375,0.398,0.421,0.445,0.495,0.546,0.596,0.596
2021/7/14,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.278,0.823,0.853,0.882,0.911,0.834,0.756,0.678,0.601,0.523,0.321,0.289,0.446,0.440,0.435,0.429,0.423,0.418,0.412,0.413,0.257,0.246,0.235,0.225,0.214,0.203,0.192,0.218,0.243,0.269,0.294,0.320,0.345,0.408,0.470,0.532,0.532
2021/7/15,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.774,0.784,0.794,0.804,0.764,0.723,0.682,0.642,0.601,0.415,0.416,0.560,0.546,0.533,0.519,0.506,0.492,0.478,0.469,0.416,0.406,0.396,0.386,0.376,0.365,0.355,0.367,0.378,0.390,0.401,0.412,0.424,0.463,0.503,0.542,0.542
2021/7/16,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.085,0.371,0.332,0.293,0.254,0.441,0.432,0.215,0.206,0.197,0.188,0.179,0.170,0.161,0.153,0.422,0.426,0.430,0.434,0.438,0.442,0.445,0.441,0.436,0.432,0.427,0.422,0.418,0.415,0.411,0.408,0.408
2021/7/17,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.516,0.532,0.484,0.435,0.387,0.339,0.130,0.122,0.290,0.265,0.240,0.214,0.189,0.164,0.138,0.128,0.115,0.125,0.136,0.147,0.157,0.168,0.178,0.207,0.236,0.265,0.293,0.322,0.351,0.393,0.434,0.476,0.476
2021/7/18,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.285,0.362,0.344,0.326,0.308,0.095,0.084,0.290,0.281,0.271,0.261,0.252,0.242,0.232,0.195,0.074,0.079,0.085,0.090,0.096,0.102,0.107,0.125,0.143,0.161,0.179,0.197,0.215,0.257,0.299,0.341,0.341
2021/7/19,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/7/2,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.319,0.694,0.707,0.720,0.733,0.678,0.624,0.569,0.515,0.460,0.450,0.450,0.406,0.432,0.458,0.484,0.509,0.535,0.561,0.532,0.451,0.437,0.424,0.411,0.397,0.384,0.371,0.399,0.428,0.456,0.485,0.513,0.541,0.583,0.625,0.667,0.667
2021/7/20,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/7/21,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021/7/22,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.515,0.517,0.502,0.487,0.472,0.457,0.442,0.149,0.163,0.427,0.406,0.385,0.364,0.343,0.322,0.301,0.307,0.177,0.171,0.165,0.159,0.153,0.147,0.141,0.156,0.172,0.188,0.204,0.219,0.235,0.286,0.337,0.388,0.388
2021/7/23,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.596,0.942,0.968,0.994,1.021,0.932,0.843,0.754,0.665,0.576,0.326,0.332,0.487,0.508,0.530,0.551,0.573,0.594,0.616,0.556,0.338,0.335,0.332,0.328,0.325,0.321,0.318,0.311,0.304,0.297,0.290,0.284,0.277,0.340,0.403,0.466,0.466
2021/7/24,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.758,0.743,0.729,0.714,0.664,0.615,0.565,0.515,0.466,0.378,0.319,0.416,0.407,0.398,0.389,0.380,0.370,0.361,0.310,0.259,0.270,0.281,0.292,0.303,0.315,0.326,0.329,0.333,0.336,0.340,0.343,0.347,0.392,0.438,0.483,0.483
2021/7/25,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.795,0.821,0.765,0.708,0.652,0.595,0.539,0.156,0.105,0.483,0.488,0.494,0.499,0.505,0.510,0.516,0.478,0.053,0.060,0.068,0.075,0.082,0.089,0.097,0.093,0.089,0.085,0.081,0.077,0.072,0.152,0.231,0.311,0.311
