AC_S_013 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_013 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.80,0.000,0.0
2.0,24.06,0.000,0.0
2.5,24.34,0.521,20.6
3.0,24.40,0.675,26.7
3.5,24.40,0.704,27.8
4.0,24.40,0.732,28.9
4.5,24.40,0.760,30.1
5.0,24.40,0.789,31.2
5.5,24.40,0.693,27.4
6.0,24.40,0.597,23.6
6.5,24.40,0.501,19.8
7.0,24.40,0.405,16.0
7.5,24.40,0.309,12.2
8.0,24.40,0.213,8.4
8.5,24.40,0.163,6.4
9.0,24.40,0.112,4.4
9.5,24.40,0.062,2.4
10.0,24.40,0.011,0.4
10.5,24.40,0.000,0.0
11.0,24.38,0.000,0.0
11.5,24.39,0.019,0.7
12.0,24.40,0.000,0.0
12.5,24.36,0.000,0.0
13.0,24.32,0.000,0.0
13.5,24.28,0.000,0.0
14.0,24.24,0.000,0.0
14.5,24.19,0.000,0.0
15.0,24.14,0.000,0.0
15.5,24.10,0.000,0.0
16.0,24.06,0.000,0.0
16.5,24.10,0.000,0.0
17.0,24.15,0.000,0.0
17.5,24.21,0.000,0.0
18.0,24.29,0.000,0.0
18.5,24.37,0.155,6.1
19.0,24.40,0.254,10.0
19.5,24.40,0.233,9.2
20.0,24.40,0.212,8.4
20.5,24.40,0.192,7.6
21.0,24.40,0.171,6.7
21.5,24.40,0.150,5.9
22.0,24.40,0.129,5.1
22.5,24.40,0.211,8.3
23.0,24.40,0.292,11.6
23.5,24.40,0.374,14.8
24.0,24.40,0.374,14.8

"日期: 2021/6/10, 空调: AC_S_013 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.68,0.000,0.0
1.5,23.95,0.000,0.0
2.0,24.22,0.230,9.1
2.5,24.40,0.711,28.1
3.0,24.40,0.800,31.6
3.5,24.40,0.888,35.1
4.0,24.40,0.977,38.6
4.5,24.40,1.065,42.1
5.0,24.40,1.154,45.6
5.5,24.40,1.141,45.1
6.0,24.40,1.128,44.6
6.5,24.40,1.115,44.1
7.0,24.40,1.103,43.6
7.5,24.40,1.090,43.1
8.0,24.40,1.077,42.6
8.5,24.40,0.987,39.0
9.0,24.40,0.897,35.5
9.5,24.40,0.807,31.9
10.0,24.40,0.717,28.3
10.5,24.40,0.627,24.8
11.0,24.40,0.301,11.9
11.5,24.40,0.300,11.8
12.0,24.40,0.537,21.2
12.5,24.40,0.522,20.6
13.0,24.40,0.506,20.0
13.5,24.40,0.491,19.4
14.0,24.40,0.476,18.8
14.5,24.40,0.460,18.2
15.0,24.40,0.445,17.6
15.5,24.40,0.417,16.5
16.0,24.40,0.298,11.8
16.5,24.40,0.291,11.5
17.0,24.40,0.285,11.2
17.5,24.40,0.278,11.0
18.0,24.40,0.271,10.7
18.5,24.40,0.265,10.5
19.0,24.40,0.258,10.2
19.5,24.40,0.277,11.0
20.0,24.40,0.297,11.7
20.5,24.40,0.316,12.5
21.0,24.40,0.336,13.3
21.5,24.40,0.355,14.0
22.0,24.40,0.374,14.8
22.5,24.40,0.416,16.4
23.0,24.40,0.457,18.1
23.5,24.40,0.498,19.7
24.0,24.40,0.498,19.7

"日期: 2021/6/11, 空调: AC_S_013 (small), 状态: success"
