空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_L_002,large,2021/6/1,success,0.0,0.0,0.0,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/10,success,5.47482074,0.22811753083333333,0.78668334,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/11,success,5.0700296555,0.21125123564583334,0.75448318,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/12,success,0.0,0.0,0.0,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/13,success,3.058120628,0.12742169283333335,0.38806751,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/14,success,5.22767262,0.2178196925,0.4691231,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/15,success,4.863439485,0.20264331187499998,0.44460285,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/16,success,8.49473813,0.35394742208333335,0.753928,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/17,success,8.39431886,0.3497632858333333,0.76697462,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/18,success,9.182135165,0.38258896520833335,0.71562091,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/19,success,10.524526195,0.4385219247916667,0.99172807,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/2,success,1.621483299,0.067561804125,0.44747126,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/20,success,10.68120519,0.44505021625,0.90771155,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/21,success,8.53061141,0.35544214208333336,0.69730013,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/22,success,0.2278476855,0.009493653562500001,0.18931476,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/23,success,0.0,0.0,0.0,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/24,success,0.0,0.0,0.0,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/25,success,0.079510865,0.0033129527083333335,0.15902173,12.37,"[21.7, 24.6]"
AC_L_002,large,2021/6/26,success,2.58313897,0.10763079041666666,0.32921893,12.37,"[21.7, 24.6]"
