AC_M_029 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_029 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.71,0.000,0.0
2.0,23.90,0.000,0.0
2.5,24.11,0.000,0.0
3.0,24.32,0.000,0.0
3.5,24.52,0.000,0.0
4.0,24.73,0.000,0.0
4.5,24.94,0.000,0.0
5.0,25.15,0.665,15.0
5.5,25.20,0.769,17.3
6.0,25.20,0.643,14.5
6.5,25.20,0.517,11.6
7.0,25.20,0.391,8.8
7.5,25.20,0.266,6.0
8.0,25.20,0.140,3.2
8.5,25.20,0.074,1.7
9.0,25.20,0.007,0.2
9.5,25.20,0.000,0.0
10.0,25.19,0.000,0.0
10.5,25.16,0.000,0.0
11.0,25.12,0.000,0.0
11.5,25.09,0.000,0.0
12.0,25.08,0.000,0.0
12.5,25.02,0.000,0.0
13.0,24.97,0.000,0.0
13.5,24.91,0.000,0.0
14.0,24.85,0.000,0.0
14.5,24.80,0.000,0.0
15.0,24.74,0.000,0.0
15.5,24.68,0.000,0.0
16.0,24.64,0.000,0.0
16.5,24.64,0.000,0.0
17.0,24.65,0.000,0.0
17.5,24.68,0.000,0.0
18.0,24.71,0.000,0.0
18.5,24.75,0.000,0.0
19.0,24.80,0.000,0.0
19.5,24.86,0.000,0.0
20.0,24.92,0.000,0.0
20.5,24.96,0.000,0.0
21.0,25.00,0.000,0.0
21.5,25.02,0.000,0.0
22.0,25.04,0.000,0.0
22.5,25.06,0.000,0.0
23.0,25.09,0.000,0.0
23.5,25.15,0.155,3.5
24.0,25.20,0.350,7.9

"日期: 2021/6/10, 空调: AC_M_029 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.63,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.02,0.000,0.0
2.5,24.22,0.000,0.0
3.0,24.44,0.000,0.0
3.5,24.68,0.000,0.0
4.0,24.94,0.059,1.3
4.5,25.20,1.257,28.3
5.0,25.20,1.373,30.9
5.5,25.20,1.357,30.6
6.0,25.20,1.340,30.2
6.5,25.20,1.323,29.8
7.0,25.20,1.306,29.4
7.5,25.20,1.289,29.0
8.0,25.20,1.272,28.7
8.5,25.20,1.154,26.0
9.0,25.20,1.036,23.3
9.5,25.20,0.919,20.7
10.0,25.20,0.801,18.0
10.5,25.20,0.683,15.4
11.0,25.20,0.255,5.8
11.5,25.20,0.253,5.7
12.0,25.20,0.565,12.7
12.5,25.20,0.544,12.3
13.0,25.20,0.524,11.8
13.5,25.20,0.504,11.4
14.0,25.20,0.484,10.9
14.5,25.20,0.463,10.4
15.0,25.20,0.443,10.0
15.5,25.20,0.407,9.2
16.0,25.20,0.251,5.6
16.5,25.20,0.242,5.5
17.0,25.20,0.233,5.3
17.5,25.20,0.225,5.1
18.0,25.20,0.216,4.9
18.5,25.20,0.207,4.7
19.0,25.20,0.198,4.5
19.5,25.20,0.224,5.0
20.0,25.20,0.249,5.6
20.5,25.20,0.275,6.2
21.0,25.20,0.300,6.8
21.5,25.20,0.325,7.3
22.0,25.20,0.351,7.9
22.5,25.20,0.405,9.1
23.0,25.20,0.459,10.3
23.5,25.20,0.514,11.6
24.0,25.20,0.514,11.6

"日期: 2021/6/11, 空调: AC_M_029 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.65,0.000,0.0
1.5,23.90,0.000,0.0
2.0,24.18,0.000,0.0
2.5,24.49,0.000,0.0
3.0,24.78,0.000,0.0
3.5,25.06,0.587,13.2
4.0,25.20,1.159,26.1
4.5,25.20,1.162,26.2
5.0,25.20,1.165,26.2
5.5,25.20,1.174,26.4
6.0,25.20,1.182,26.6
6.5,25.20,1.191,26.8
7.0,25.20,1.199,27.0
7.5,25.20,1.208,27.2
8.0,25.20,1.216,27.4
8.5,25.20,1.104,24.9
9.0,25.20,0.992,22.3
9.5,25.20,0.880,19.8
10.0,25.20,0.768,17.3
10.5,25.20,0.656,14.8
11.0,25.20,0.299,6.7
11.5,25.20,0.263,5.9
12.0,25.20,0.544,12.3
12.5,25.20,0.496,11.2
13.0,25.20,0.447,10.1
13.5,25.20,0.399,9.0
14.0,25.20,0.351,7.9
14.5,25.20,0.302,6.8
15.0,25.20,0.254,5.7
15.5,25.20,0.245,5.5
16.0,25.20,0.227,5.1
16.5,25.20,0.191,4.3
17.0,25.20,0.154,3.5
17.5,25.20,0.117,2.6
18.0,25.20,0.080,1.8
18.5,25.20,0.043,1.0
19.0,25.20,0.006,0.1
19.5,25.20,0.047,1.1
20.0,25.20,0.087,2.0
20.5,25.20,0.128,2.9
21.0,25.20,0.169,3.8
21.5,25.20,0.210,4.7
22.0,25.20,0.251,5.6
22.5,25.20,0.400,9.0
23.0,25.20,0.549,12.4
23.5,25.20,0.698,15.7
24.0,25.20,0.698,15.7

"日期: 2021/6/12, 空调: AC_M_029 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.70,0.000,0.0
2.0,23.78,0.000,0.0
2.5,23.86,0.000,0.0
3.0,23.95,0.000,0.0
3.5,24.06,0.000,0.0
4.0,24.18,0.000,0.0
4.5,24.32,0.000,0.0
5.0,24.47,0.000,0.0
5.5,24.63,0.000,0.0
6.0,24.78,0.000,0.0
6.5,24.92,0.000,0.0
7.0,25.06,0.000,0.0
7.5,25.19,0.502,11.3
8.0,25.20,0.531,12.0
8.5,25.20,0.430,9.7
9.0,25.20,0.329,7.4
9.5,25.20,0.228,5.1
10.0,25.20,0.127,2.9
