AC_M_004 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_004 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.68,0.000,0.0
2.0,23.85,0.000,0.0
2.5,24.03,0.000,0.0
3.0,24.21,0.000,0.0
3.5,24.39,0.000,0.0
4.0,24.58,0.000,0.0
4.5,24.76,0.234,5.8
5.0,24.90,0.960,23.8
5.5,24.90,0.832,20.6
6.0,24.90,0.705,17.4
6.5,24.90,0.577,14.3
7.0,24.90,0.450,11.1
7.5,24.90,0.322,8.0
8.0,24.90,0.195,4.8
8.5,24.90,0.128,3.2
9.0,24.90,0.060,1.5
9.5,24.90,0.000,0.0
10.0,24.90,0.000,0.0
10.5,24.88,0.000,0.0
11.0,24.86,0.000,0.0
11.5,24.85,0.000,0.0
12.0,24.84,0.000,0.0
12.5,24.80,0.000,0.0
13.0,24.76,0.000,0.0
13.5,24.72,0.000,0.0
14.0,24.68,0.000,0.0
14.5,24.64,0.000,0.0
15.0,24.59,0.000,0.0
15.5,24.55,0.000,0.0
16.0,24.51,0.000,0.0
16.5,24.52,0.000,0.0
17.0,24.53,0.000,0.0
17.5,24.56,0.000,0.0
18.0,24.59,0.000,0.0
18.5,24.63,0.000,0.0
19.0,24.68,0.000,0.0
19.5,24.74,0.000,0.0
20.0,24.79,0.000,0.0
20.5,24.83,0.000,0.0
21.0,24.86,0.000,0.0
21.5,24.89,0.074,1.8
22.0,24.90,0.083,2.0
22.5,24.90,0.191,4.7
23.0,24.90,0.300,7.4
23.5,24.90,0.408,10.1
24.0,24.90,0.408,10.1

"日期: 2021/6/10, 空调: AC_M_004 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.61,0.000,0.0
1.5,23.78,0.000,0.0
2.0,23.95,0.000,0.0
2.5,24.13,0.000,0.0
3.0,24.32,0.000,0.0
3.5,24.53,0.000,0.0
4.0,24.76,0.525,13.0
4.5,24.90,1.328,32.9
5.0,24.90,1.445,35.8
5.5,24.90,1.428,35.4
6.0,24.90,1.411,34.9
6.5,24.90,1.394,34.5
7.0,24.90,1.377,34.1
7.5,24.90,1.360,33.7
8.0,24.90,1.343,33.2
8.5,24.90,1.223,30.3
9.0,24.90,1.104,27.3
9.5,24.90,0.984,24.4
10.0,24.90,0.865,21.4
10.5,24.90,0.745,18.4
11.0,24.90,0.312,7.7
11.5,24.90,0.310,7.7
12.0,24.90,0.626,15.5
12.5,24.90,0.605,15.0
13.0,24.90,0.585,14.5
13.5,24.90,0.564,14.0
14.0,24.90,0.544,13.5
14.5,24.90,0.523,12.9
15.0,24.90,0.502,12.4
15.5,24.90,0.466,11.5
16.0,24.90,0.307,7.6
16.5,24.90,0.299,7.4
17.0,24.90,0.290,7.2
17.5,24.90,0.281,7.0
18.0,24.90,0.272,6.7
18.5,24.90,0.263,6.5
19.0,24.90,0.254,6.3
19.5,24.90,0.280,6.9
20.0,24.90,0.306,7.6
20.5,24.90,0.332,8.2
21.0,24.90,0.357,8.8
21.5,24.90,0.383,9.5
22.0,24.90,0.409,10.1
22.5,24.90,0.464,11.5
23.0,24.90,0.519,12.8
23.5,24.90,0.574,14.2
24.0,24.90,0.574,14.2

"日期: 2021/6/11, 空调: AC_M_004 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.63,0.000,0.0
1.5,23.85,0.000,0.0
2.0,24.09,0.000,0.0
2.5,24.36,0.000,0.0
3.0,24.62,0.000,0.0
3.5,24.87,1.056,26.1
4.0,24.90,1.228,30.4
4.5,24.90,1.231,30.5
5.0,24.90,1.234,30.6
5.5,24.90,1.243,30.8
6.0,24.90,1.252,31.0
6.5,24.90,1.260,31.2
7.0,24.90,1.269,31.4
7.5,24.90,1.277,31.6
8.0,24.90,1.286,31.8
8.5,24.90,1.172,29.0
9.0,24.90,1.059,26.2
9.5,24.90,0.945,23.4
10.0,24.90,0.832,20.6
10.5,24.90,0.718,17.8
11.0,24.90,0.357,8.8
11.5,24.90,0.320,7.9
12.0,24.90,0.605,15.0
12.5,24.90,0.556,13.8
13.0,24.90,0.507,12.5
13.5,24.90,0.458,11.3
14.0,24.90,0.409,10.1
14.5,24.90,0.359,8.9
15.0,24.90,0.310,7.7
15.5,24.90,0.301,7.5
16.0,24.90,0.284,7.0
16.5,24.90,0.246,6.1
17.0,24.90,0.209,5.2
17.5,24.90,0.171,4.2
18.0,24.90,0.134,3.3
18.5,24.90,0.097,2.4
19.0,24.90,0.059,1.5
19.5,24.90,0.100,2.5
20.0,24.90,0.142,3.5
20.5,24.90,0.183,4.5
21.0,24.90,0.225,5.6
21.5,24.90,0.266,6.6
22.0,24.90,0.307,7.6
22.5,24.90,0.459,11.4
23.0,24.90,0.610,15.1
23.5,24.90,0.761,18.8
24.0,24.90,0.761,18.8

"日期: 2021/6/12, 空调: AC_M_004 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.60,0.000,0.0
1.5,23.67,0.000,0.0
2.0,23.74,0.000,0.0
2.5,23.81,0.000,0.0
3.0,23.89,0.000,0.0
3.5,23.99,0.000,0.0
4.0,24.10,0.000,0.0
4.5,24.22,0.000,0.0
5.0,24.35,0.000,0.0
5.5,24.49,0.000,0.0
6.0,24.63,0.000,0.0
6.5,24.76,0.000,0.0
7.0,24.88,0.519,12.8
7.5,24.90,0.597,14.8
8.0,24.90,0.591,14.6
8.5,24.90,0.489,12.1
9.0,24.90,0.387,9.6
9.5,24.90,0.284,7.0
10.0,24.90,0.182,4.5
10.5,24.90,0.080,2.0
11.0,24.90,0.275,6.8
11.5,24.90,0.266,6.6
12.0,24.90,0.000,0.0
12.5,24.90,0.006,0.1
13.0,24.90,0.078,1.9
13.5,24.90,0.128,3.2
14.0,24.90,0.178,4.4
14.5,24.90,0.229,5.7
15.0,24.90,0.279,6.9
15.5,24.90,0.238,5.9
16.0,24.90,0.257,6.4
16.5,24.90,0.217,5.4
17.0,24.90,0.178,4.4
17.5,24.90,0.138,3.4
18.0,24.90,0.098,2.4
18.5,24.90,0.058,1.4
19.0,24.90,0.019,0.5
19.5,24.90,0.023,0.6
20.0,24.90,0.028,0.7
20.5,24.90,0.033,0.8
21.0,24.90,0.038,0.9
21.5,24.90,0.043,1.1
22.0,24.90,0.047,1.2
22.5,24.90,0.065,1.6
23.0,24.90,0.082,2.0
23.5,24.90,0.100,2.5
24.0,24.90,0.100,2.5

"日期: 2021/6/13, 空调: AC_M_004 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.58,0.000,0.0
1.5,23.76,0.000,0.0
2.0,23.95,0.000,0.0
2.5,24.13,0.000,0.0
3.0,24.32,0.000,0.0
3.5,24.50,0.000,0.0
4.0,24.68,0.000,0.0
4.5,24.85,0.589,14.6
5.0,24.90,0.858,21.2
5.5,24.90,0.839,20.8
6.0,24.90,0.820,20.3
6.5,24.90,0.801,19.8
7.0,24.90,0.782,19.4
7.5,24.90,0.763,18.9
8.0,24.90,0.744,18.4
8.5,24.90,0.724,17.9
9.0,24.90,0.704,17.4
9.5,24.90,0.684,16.9
10.0,24.90,0.664,16.4
