AC_M_003 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_003 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.80,0.000,0.0
2.0,24.07,0.000,0.0
2.5,24.35,0.000,0.0
3.0,24.63,0.000,0.0
3.5,24.91,0.000,0.0
4.0,25.18,0.000,0.0
4.5,25.45,0.444,11.1
5.0,25.60,1.015,25.5
5.5,25.60,0.861,21.6
6.0,25.60,0.706,17.7
6.5,25.60,0.551,13.8
7.0,25.60,0.396,9.9
7.5,25.60,0.241,6.1
8.0,25.60,0.086,2.2
8.5,25.60,0.004,0.1
9.0,25.60,0.000,0.0
9.5,25.58,0.000,0.0
10.0,25.54,0.000,0.0
10.5,25.48,0.000,0.0
11.0,25.40,0.000,0.0
11.5,25.35,0.000,0.0
12.0,25.31,0.000,0.0
12.5,25.22,0.000,0.0
13.0,25.13,0.000,0.0
13.5,25.04,0.000,0.0
14.0,24.95,0.000,0.0
14.5,24.87,0.000,0.0
15.0,24.78,0.000,0.0
15.5,24.70,0.000,0.0
16.0,24.63,0.000,0.0
16.5,24.63,0.000,0.0
17.0,24.65,0.000,0.0
17.5,24.69,0.000,0.0
18.0,24.73,0.000,0.0
18.5,24.79,0.000,0.0
19.0,24.87,0.000,0.0
19.5,24.95,0.000,0.0
20.0,25.02,0.000,0.0
20.5,25.07,0.000,0.0
21.0,25.12,0.000,0.0
21.5,25.15,0.000,0.0
22.0,25.17,0.000,0.0
22.5,25.18,0.000,0.0
23.0,25.23,0.000,0.0
23.5,25.31,0.000,0.0
24.0,25.41,0.000,0.0

"日期: 2021/6/10, 空调: AC_M_003 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.68,0.000,0.0
1.5,23.95,0.000,0.0
2.0,24.23,0.000,0.0
2.5,24.51,0.000,0.0
3.0,24.81,0.000,0.0
3.5,25.13,0.000,0.0
4.0,25.47,0.847,21.3
4.5,25.60,1.463,36.8
5.0,25.60,1.606,40.3
5.5,25.60,1.585,39.8
6.0,25.60,1.564,39.3
6.5,25.60,1.544,38.8
7.0,25.60,1.523,38.3
7.5,25.60,1.502,37.7
8.0,25.60,1.481,37.2
8.5,25.60,1.336,33.6
9.0,25.60,1.191,29.9
9.5,25.60,1.045,26.3
10.0,25.60,0.900,22.6
10.5,25.60,0.755,19.0
11.0,25.60,0.228,5.7
11.5,25.60,0.226,5.7
12.0,25.60,0.610,15.3
12.5,25.60,0.585,14.7
13.0,25.60,0.560,14.1
13.5,25.60,0.535,13.4
14.0,25.60,0.510,12.8
14.5,25.60,0.485,12.2
15.0,25.60,0.460,11.6
15.5,25.60,0.416,10.4
16.0,25.60,0.223,5.6
16.5,25.60,0.212,5.3
17.0,25.60,0.201,5.1
17.5,25.60,0.190,4.8
18.0,25.60,0.180,4.5
18.5,25.60,0.169,4.2
19.0,25.60,0.158,4.0
19.5,25.60,0.189,4.8
20.0,25.60,0.221,5.5
20.5,25.60,0.252,6.3
21.0,25.60,0.283,7.1
21.5,25.60,0.315,7.9
22.0,25.60,0.346,8.7
22.5,25.60,0.413,10.4
23.0,25.60,0.480,12.1
23.5,25.60,0.547,13.7
24.0,25.60,0.547,13.7

"日期: 2021/6/11, 空调: AC_M_003 (medium), 状态: success"
