100个空调完整时间序列数据

"空调: AC_S_050 (small), 额定功率: 3.21kW, 温度范围: [20.3, 25.8]°C, 状态: success"
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.98,0.000,0.0
1.5,27.5,24.20,0.000,0.0
2.0,27.5,24.40,0.000,0.0
2.5,27.5,24.59,0.000,0.0
3.0,27.4,24.76,0.000,0.0
3.5,27.4,24.93,0.000,0.0
4.0,27.4,25.08,0.000,0.0
4.5,27.4,25.22,0.000,0.0
5.0,27.4,25.30,0.408,12.0
5.5,27.6,25.30,1.119,33.0
6.0,27.9,25.30,1.253,37.0
6.5,28.2,25.30,1.387,40.9
7.0,28.5,25.30,1.521,44.9
7.5,28.8,25.30,1.655,48.8
8.0,29.1,25.30,1.788,52.8
8.5,29.4,25.30,1.937,57.1
9.0,29.7,25.30,2.085,61.5
9.5,30.0,25.30,2.233,65.9
10.0,30.3,25.30,2.382,70.3
10.5,30.6,25.30,2.530,74.6
11.0,30.9,25.30,2.679,79.0
11.5,30.7,25.30,2.587,76.3
12.0,30.5,25.30,2.495,73.6
12.5,30.3,25.30,2.403,70.9
13.0,30.1,25.30,2.311,68.2
13.5,30.0,25.30,2.219,65.5
14.0,29.8,25.30,2.127,62.8
14.5,29.5,25.30,2.006,59.2
15.0,29.2,25.30,1.884,55.6
15.5,29.0,25.30,1.762,52.0
16.0,28.7,25.30,1.640,48.4
16.5,28.5,25.30,1.518,44.8
17.0,28.2,25.30,1.396,41.2
17.5,28.3,25.30,1.430,42.2
18.0,28.4,25.30,1.464,43.2
18.5,28.4,25.30,1.498,44.2
19.0,28.5,25.30,1.532,45.2
19.5,28.6,25.30,1.566,46.2
20.0,28.7,25.30,1.600,47.2
20.5,28.6,25.30,1.577,46.5
21.0,28.6,25.30,1.554,45.9
21.5,28.5,25.30,1.531,45.2
22.0,28.5,25.30,1.508,44.5
22.5,28.4,25.30,1.485,43.8
23.0,28.4,25.30,1.462,43.1
23.5,28.3,25.30,1.452,42.8
24.0,28.3,25.30,1.452,42.8

"空调: AC_L_001 (large), 额定功率: 14.44kW, 温度范围: [20.3, 26.0]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.54,0.000,0.0
1.0,27.5,23.58,0.000,0.0
1.5,27.5,23.62,0.000,0.0
2.0,27.5,23.66,0.000,0.0
2.5,27.5,23.69,0.000,0.0
3.0,27.4,23.73,0.000,0.0
3.5,27.4,23.76,0.000,0.0
4.0,27.4,23.80,0.000,0.0
4.5,27.4,23.84,0.000,0.0
5.0,27.4,23.87,0.000,0.0
5.5,27.6,23.91,0.000,0.0
6.0,27.9,23.95,0.000,0.0
6.5,28.2,23.99,0.000,0.0
7.0,28.5,24.03,0.000,0.0
7.5,28.8,24.08,0.000,0.0
8.0,29.1,24.13,0.000,0.0
8.5,29.4,24.18,0.000,0.0
9.0,29.7,24.23,0.000,0.0
9.5,30.0,24.29,0.000,0.0
10.0,30.3,24.35,0.000,0.0
10.5,30.6,24.41,0.000,0.0
11.0,30.9,24.47,0.000,0.0
11.5,30.7,24.53,0.000,0.0
12.0,30.5,24.59,0.000,0.0
12.5,30.3,24.65,0.000,0.0
13.0,30.1,24.70,0.000,0.0
13.5,30.0,24.75,0.000,0.0
14.0,29.8,24.80,0.000,0.0
14.5,29.5,24.85,0.000,0.0
15.0,29.2,24.89,0.000,0.0
15.5,29.0,24.93,0.000,0.0
16.0,28.7,24.97,0.000,0.0
16.5,28.5,25.00,0.000,0.0
17.0,28.2,25.03,0.000,0.0
17.5,28.3,25.07,0.000,0.0
18.0,28.4,25.10,0.000,0.0
18.5,28.4,25.13,0.000,0.0
19.0,28.5,25.16,0.000,0.0
19.5,28.6,25.20,0.000,0.0
20.0,28.7,25.23,0.000,0.0
20.5,28.6,25.26,0.000,0.0
21.0,28.6,25.30,0.000,0.0
21.5,28.5,25.33,0.000,0.0
22.0,28.5,25.36,0.000,0.0
22.5,28.4,25.39,0.000,0.0
23.0,28.4,25.42,0.000,0.0
23.5,28.3,25.45,0.000,0.0
24.0,28.3,25.47,0.000,0.0

"空调: AC_S_025 (small), 额定功率: 2.82kW, 温度范围: [20.6, 25.0]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.79,0.000,0.0
1.0,27.5,24.05,0.000,0.0
1.5,27.5,24.30,0.000,0.0
2.0,27.5,24.52,0.000,0.0
2.5,27.5,24.73,0.000,0.0
3.0,27.4,24.92,0.000,0.0
3.5,27.4,25.00,0.737,26.1
4.0,27.4,25.00,1.289,45.7
4.5,27.4,25.00,1.279,45.4
5.0,27.4,25.00,1.270,45.0
5.5,27.6,25.00,1.420,50.4
6.0,27.9,25.00,1.571,55.7
6.5,28.2,25.00,1.722,61.0
7.0,28.5,25.00,1.872,66.4
7.5,28.8,25.00,2.023,71.7
8.0,29.1,24.93,2.734,97.0
8.5,29.4,24.87,2.820,100.0
9.0,29.7,24.84,2.820,100.0
9.5,30.0,24.83,2.820,100.0
10.0,30.3,24.84,2.820,100.0
10.5,30.6,24.88,2.820,100.0
11.0,30.9,24.93,2.820,100.0
11.5,30.7,24.97,2.820,100.0
12.0,30.5,24.99,2.820,100.0
12.5,30.3,25.00,2.820,100.0
13.0,30.1,25.00,2.761,97.9
13.5,30.0,25.00,2.658,94.3
14.0,29.8,25.00,2.555,90.6
14.5,29.5,25.00,2.418,85.7
15.0,29.2,25.00,2.280,80.9
15.5,29.0,25.00,2.143,76.0
16.0,28.7,25.00,2.006,71.1
16.5,28.5,25.00,1.869,66.3
17.0,28.2,25.00,1.732,61.4
17.5,28.3,25.00,1.770,62.8
18.0,28.4,25.00,1.808,64.1
18.5,28.4,25.00,1.847,65.5
19.0,28.5,25.00,1.885,66.8
19.5,28.6,25.00,1.923,68.2
20.0,28.7,25.00,1.961,69.6
20.5,28.6,25.00,1.936,68.6
21.0,28.6,25.00,1.910,67.7
21.5,28.5,25.00,1.884,66.8
22.0,28.5,25.00,1.858,65.9
22.5,28.4,25.00,1.832,65.0
23.0,28.4,25.00,1.806,64.1
23.5,28.3,25.00,1.795,63.6
24.0,28.3,25.00,1.795,63.6

"空调: AC_M_004 (medium), 额定功率: 4.04kW, 温度范围: [21.7, 24.9]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.64,0.000,0.0
1.0,27.5,23.78,0.000,0.0
1.5,27.5,23.91,0.000,0.0
2.0,27.5,24.03,0.000,0.0
2.5,27.5,24.15,0.000,0.0
3.0,27.4,24.26,0.000,0.0
3.5,27.4,24.37,0.000,0.0
4.0,27.4,24.48,0.000,0.0
4.5,27.4,24.58,0.000,0.0
5.0,27.4,24.68,0.000,0.0
5.5,27.6,24.78,0.000,0.0
6.0,27.9,24.89,0.000,0.0
6.5,28.2,24.90,1.900,47.0
7.0,28.5,24.90,2.273,56.3
7.5,28.8,24.90,2.451,60.7
8.0,29.1,24.90,2.628,65.1
8.5,29.4,24.90,2.825,69.9
9.0,29.7,24.90,3.023,74.8
9.5,30.0,24.90,3.220,79.7
10.0,30.3,24.90,3.417,84.6
10.5,30.6,24.90,3.614,89.4
11.0,30.9,24.90,3.811,94.3
11.5,30.7,24.90,3.689,91.3
12.0,30.5,24.90,3.567,88.3
12.5,30.3,24.90,3.445,85.3
13.0,30.1,24.90,3.323,82.2
13.5,30.0,24.90,3.201,79.2
14.0,29.8,24.90,3.079,76.2
14.5,29.5,24.90,2.917,72.2
15.0,29.2,24.90,2.755,68.2
15.5,29.0,24.90,2.593,64.2
16.0,28.7,24.90,2.431,60.2
16.5,28.5,24.90,2.270,56.2
17.0,28.2,24.90,2.108,52.2
17.5,28.3,24.90,2.153,53.3
18.0,28.4,24.90,2.198,54.4
18.5,28.4,24.90,2.243,55.5
19.0,28.5,24.90,2.288,56.6
19.5,28.6,24.90,2.333,57.8
20.0,28.7,24.90,2.379,58.9
20.5,28.6,24.90,2.348,58.1
21.0,28.6,24.90,2.318,57.4
21.5,28.5,24.90,2.287,56.6
22.0,28.5,24.90,2.257,55.9
22.5,28.4,24.90,2.226,55.1
23.0,28.4,24.90,2.196,54.3
23.5,28.3,24.90,2.182,54.0
24.0,28.3,24.90,2.182,54.0

"空调: AC_M_008 (medium), 额定功率: 4.37kW, 温度范围: [20.0, 25.7]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.74,0.000,0.0
1.0,27.5,23.96,0.000,0.0
1.5,27.5,24.17,0.000,0.0
2.0,27.5,24.36,0.000,0.0
2.5,27.5,24.54,0.000,0.0
3.0,27.4,24.71,0.000,0.0
3.5,27.4,24.87,0.000,0.0
4.0,27.4,25.02,0.000,0.0
4.5,27.4,25.16,0.000,0.0
5.0,27.4,25.29,0.000,0.0
5.5,27.6,25.42,0.000,0.0
6.0,27.9,25.57,0.000,0.0
6.5,28.2,25.70,0.340,7.8
7.0,28.5,25.70,2.180,49.9
7.5,28.8,25.70,2.399,54.9
8.0,29.1,25.70,2.619,59.9
8.5,29.4,25.70,2.862,65.5
9.0,29.7,25.70,3.105,71.1
9.5,30.0,25.70,3.348,76.6
10.0,30.3,25.70,3.591,82.2
10.5,30.6,25.70,3.835,87.7
11.0,30.9,25.70,4.078,93.3
11.5,30.7,25.70,3.927,89.9
12.0,30.5,25.70,3.777,86.4
12.5,30.3,25.70,3.626,83.0
13.0,30.1,25.70,3.476,79.5
13.5,30.0,25.70,3.325,76.1
14.0,29.8,25.70,3.174,72.6
14.5,29.5,25.70,2.975,68.1
15.0,29.2,25.70,2.775,63.5
15.5,29.0,25.70,2.575,58.9
16.0,28.7,25.70,2.375,54.4
16.5,28.5,25.70,2.176,49.8
17.0,28.2,25.70,1.976,45.2
17.5,28.3,25.70,2.032,46.5
18.0,28.4,25.70,2.087,47.8
18.5,28.4,25.70,2.143,49.0
19.0,28.5,25.70,2.199,50.3
19.5,28.6,25.70,2.255,51.6
20.0,28.7,25.70,2.310,52.9
20.5,28.6,25.70,2.273,52.0
21.0,28.6,25.70,2.235,51.1
21.5,28.5,25.70,2.197,50.3
22.0,28.5,25.70,2.160,49.4
22.5,28.4,25.70,2.122,48.6
23.0,28.4,25.70,2.084,47.7
23.5,28.3,25.70,2.067,47.3
24.0,28.3,25.70,2.067,47.3

"空调: AC_M_025 (medium), 额定功率: 3.63kW, 温度范围: [21.4, 25.5]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.63,0.000,0.0
1.0,27.5,23.76,0.000,0.0
1.5,27.5,23.88,0.000,0.0
2.0,27.5,23.99,0.000,0.0
2.5,27.5,24.10,0.000,0.0
3.0,27.4,24.21,0.000,0.0
3.5,27.4,24.31,0.000,0.0
4.0,27.4,24.41,0.000,0.0
4.5,27.4,24.51,0.000,0.0
5.0,27.4,24.60,0.000,0.0
5.5,27.6,24.70,0.000,0.0
6.0,27.9,24.80,0.000,0.0
6.5,28.2,24.91,0.000,0.0
7.0,28.5,25.03,0.000,0.0
7.5,28.8,25.15,0.000,0.0
8.0,29.1,25.27,0.000,0.0
8.5,29.4,25.40,0.000,0.0
9.0,29.7,25.50,0.789,21.7
9.5,30.0,25.50,2.856,78.7
10.0,30.3,25.50,3.054,84.1
10.5,30.6,25.50,3.252,89.6
11.0,30.9,25.50,3.450,95.1
11.5,30.7,25.50,3.328,91.7
12.0,30.5,25.50,3.205,88.3
12.5,30.3,25.50,3.082,84.9
13.0,30.1,25.50,2.960,81.5
13.5,30.0,25.50,2.837,78.2
14.0,29.8,25.50,2.714,74.8
14.5,29.5,25.50,2.552,70.3
15.0,29.2,25.50,2.389,65.8
15.5,29.0,25.50,2.226,61.3
16.0,28.7,25.50,2.063,56.8
16.5,28.5,25.50,1.900,52.4
17.0,28.2,25.50,1.738,47.9
17.5,28.3,25.50,1.783,49.1
18.0,28.4,25.50,1.828,50.4
18.5,28.4,25.50,1.874,51.6
19.0,28.5,25.50,1.919,52.9
19.5,28.6,25.50,1.965,54.1
20.0,28.7,25.50,2.010,55.4
20.5,28.6,25.50,1.979,54.5
21.0,28.6,25.50,1.949,53.7
21.5,28.5,25.50,1.918,52.8
22.0,28.5,25.50,1.887,52.0
22.5,28.4,25.50,1.857,51.1
23.0,28.4,25.50,1.826,50.3
23.5,28.3,25.50,1.812,49.9
24.0,28.3,25.50,1.812,49.9

"空调: AC_S_023 (small), 额定功率: 2.88kW, 温度范围: [21.1, 24.7]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.72,0.000,0.0
1.0,27.5,23.92,0.000,0.0
1.5,27.5,24.11,0.000,0.0
2.0,27.5,24.29,0.000,0.0
2.5,27.5,24.45,0.000,0.0
3.0,27.4,24.61,0.000,0.0
3.5,27.4,24.70,0.462,16.0
4.0,27.4,24.70,1.126,39.1
4.5,27.4,24.70,1.119,38.9
5.0,27.4,24.70,1.112,38.6
5.5,27.6,24.70,1.229,42.7
6.0,27.9,24.70,1.346,46.7
6.5,28.2,24.70,1.463,50.8
7.0,28.5,24.70,1.579,54.8
7.5,28.8,24.70,1.696,58.9
8.0,29.1,24.70,1.813,63.0
8.5,29.4,24.70,1.943,67.5
9.0,29.7,24.70,2.073,72.0
9.5,30.0,24.70,2.202,76.5
10.0,30.3,24.70,2.332,81.0
10.5,30.6,24.70,2.462,85.5
11.0,30.9,24.70,2.592,90.0
11.5,30.7,24.70,2.511,87.2
12.0,30.5,24.70,2.431,84.4
12.5,30.3,24.70,2.351,81.6
13.0,30.1,24.70,2.270,78.8
13.5,30.0,24.70,2.190,76.0
14.0,29.8,24.70,2.110,73.3
14.5,29.5,24.70,2.003,69.6
15.0,29.2,24.70,1.897,65.9
15.5,29.0,24.70,1.790,62.2
16.0,28.7,24.70,1.684,58.5
16.5,28.5,24.70,1.577,54.8
17.0,28.2,24.70,1.471,51.1
17.5,28.3,24.70,1.500,52.1
18.0,28.4,24.70,1.530,53.1
18.5,28.4,24.70,1.560,54.2
19.0,28.5,24.70,1.590,55.2
19.5,28.6,24.70,1.619,56.2
20.0,28.7,24.70,1.649,57.3
20.5,28.6,24.70,1.629,56.6
21.0,28.6,24.70,1.609,55.9
21.5,28.5,24.70,1.589,55.2
22.0,28.5,24.70,1.569,54.5
22.5,28.4,24.70,1.549,53.8
23.0,28.4,24.70,1.529,53.1
23.5,28.3,24.70,1.519,52.8
24.0,28.3,24.70,1.519,52.8

"空调: AC_M_012 (medium), 额定功率: 4.29kW, 温度范围: [22.0, 24.4]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.67,0.000,0.0
1.0,27.5,23.84,0.000,0.0
1.5,27.5,23.99,0.000,0.0
2.0,27.5,24.14,0.000,0.0
2.5,27.5,24.28,0.000,0.0
3.0,27.4,24.40,0.284,6.6
3.5,27.4,24.40,2.306,53.7
4.0,27.4,24.40,2.292,53.4
4.5,27.4,24.40,2.279,53.1
5.0,27.4,24.40,2.265,52.8
5.5,27.6,24.40,2.480,57.8
6.0,27.9,24.40,2.694,62.8
6.5,28.2,24.40,2.908,67.8
7.0,28.5,24.34,4.216,98.3
7.5,28.8,24.29,4.290,100.0
8.0,29.1,24.25,4.290,100.0
8.5,29.4,24.23,4.290,100.0
9.0,29.7,24.22,4.290,100.0
9.5,30.0,24.23,4.290,100.0
10.0,30.3,24.25,4.290,100.0
10.5,30.6,24.28,4.290,100.0
11.0,30.9,24.32,4.290,100.0
11.5,30.7,24.36,4.290,100.0
12.0,30.5,24.38,4.290,100.0
12.5,30.3,24.39,4.290,100.0
13.0,30.1,24.40,4.290,100.0
13.5,30.0,24.40,4.241,98.9
14.0,29.8,24.40,4.094,95.4
14.5,29.5,24.40,3.899,90.9
15.0,29.2,24.40,3.703,86.3
15.5,29.0,24.40,3.508,81.8
16.0,28.7,24.40,3.313,77.2
16.5,28.5,24.40,3.118,72.7
17.0,28.2,24.40,2.923,68.1
17.5,28.3,24.40,2.977,69.4
18.0,28.4,24.40,3.032,70.7
18.5,28.4,24.40,3.086,71.9
19.0,28.5,24.40,3.141,73.2
19.5,28.6,24.40,3.195,74.5
20.0,28.7,24.40,3.250,75.7
20.5,28.6,24.40,3.213,74.9
21.0,28.6,24.40,3.176,74.0
21.5,28.5,24.40,3.139,73.2
22.0,28.5,24.40,3.103,72.3
22.5,28.4,24.40,3.066,71.5
23.0,28.4,24.40,3.029,70.6
23.5,28.3,24.40,3.012,70.2
24.0,28.3,24.40,3.012,70.2

"空调: AC_S_026 (small), 额定功率: 2.51kW, 温度范围: [21.9, 24.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.72,0.000,0.0
1.0,27.5,23.93,0.000,0.0
1.5,27.5,24.13,0.000,0.0
2.0,27.5,24.31,0.000,0.0
2.5,27.5,24.48,0.000,0.0
3.0,27.4,24.65,0.000,0.0
3.5,27.4,24.80,0.000,0.0
4.0,27.4,24.80,1.137,45.3
4.5,27.4,24.80,1.145,45.6
5.0,27.4,24.80,1.137,45.3
5.5,27.6,24.80,1.261,50.2
6.0,27.9,24.80,1.385,55.2
6.5,28.2,24.80,1.510,60.1
7.0,28.5,24.80,1.634,65.1
7.5,28.8,24.80,1.758,70.0
8.0,29.1,24.80,1.883,75.0
8.5,29.4,24.80,2.020,80.5
9.0,29.7,24.77,2.360,94.0
9.5,30.0,24.75,2.510,100.0
10.0,30.3,24.74,2.510,100.0
10.5,30.6,24.75,2.510,100.0
11.0,30.9,24.78,2.510,100.0
11.5,30.7,24.80,2.510,100.0
12.0,30.5,24.80,2.510,100.0
12.5,30.3,24.80,2.453,97.7
13.0,30.1,24.80,2.368,94.3
13.5,30.0,24.80,2.283,90.9
14.0,29.8,24.80,2.197,87.5
14.5,29.5,24.80,2.084,83.0
15.0,29.2,24.80,1.971,78.5
15.5,29.0,24.80,1.858,74.0
16.0,28.7,24.80,1.745,69.5
16.5,28.5,24.80,1.632,65.0
17.0,28.2,24.80,1.518,60.5
17.5,28.3,24.80,1.550,61.7
18.0,28.4,24.80,1.581,63.0
18.5,28.4,24.80,1.613,64.3
19.0,28.5,24.80,1.645,65.5
19.5,28.6,24.80,1.676,66.8
20.0,28.7,24.80,1.708,68.0
20.5,28.6,24.80,1.686,67.2
21.0,28.6,24.80,1.665,66.3
21.5,28.5,24.80,1.644,65.5
22.0,28.5,24.80,1.622,64.6
22.5,28.4,24.80,1.601,63.8
23.0,28.4,24.80,1.580,62.9
23.5,28.3,24.80,1.570,62.5
24.0,28.3,24.80,1.570,62.5

"空调: AC_S_007 (small), 额定功率: 3.41kW, 温度范围: [20.4, 25.4]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.76,0.000,0.0
1.0,27.5,24.01,0.000,0.0
1.5,27.5,24.24,0.000,0.0
2.0,27.5,24.45,0.000,0.0
2.5,27.5,24.64,0.000,0.0
3.0,27.4,24.82,0.000,0.0
3.5,27.4,24.99,0.000,0.0
4.0,27.4,25.15,0.000,0.0
4.5,27.4,25.29,0.000,0.0
5.0,27.4,25.40,0.175,5.1
5.5,27.6,25.40,0.980,28.7
6.0,27.9,25.40,1.102,32.3
6.5,28.2,25.40,1.225,35.9
7.0,28.5,25.40,1.347,39.5
7.5,28.8,25.40,1.469,43.1
8.0,29.1,25.40,1.592,46.7
8.5,29.4,25.40,1.727,50.7
9.0,29.7,25.40,1.863,54.6
9.5,30.0,25.40,1.999,58.6
10.0,30.3,25.40,2.135,62.6
10.5,30.6,25.40,2.270,66.6
11.0,30.9,25.40,2.406,70.6
11.5,30.7,25.40,2.322,68.1
12.0,30.5,25.40,2.238,65.6
12.5,30.3,25.40,2.154,63.2
13.0,30.1,25.40,2.070,60.7
13.5,30.0,25.40,1.986,58.2
14.0,29.8,25.40,1.902,55.8
14.5,29.5,25.40,1.790,52.5
15.0,29.2,25.40,1.679,49.2
15.5,29.0,25.40,1.568,46.0
16.0,28.7,25.40,1.456,42.7
16.5,28.5,25.40,1.345,39.4
17.0,28.2,25.40,1.233,36.2
17.5,28.3,25.40,1.264,37.1
18.0,28.4,25.40,1.295,38.0
18.5,28.4,25.40,1.326,38.9
19.0,28.5,25.40,1.358,39.8
19.5,28.6,25.40,1.389,40.7
20.0,28.7,25.40,1.420,41.6
20.5,28.6,25.40,1.399,41.0
21.0,28.6,25.40,1.378,40.4
21.5,28.5,25.40,1.357,39.8
22.0,28.5,25.40,1.336,39.2
22.5,28.4,25.40,1.315,38.6
23.0,28.4,25.40,1.294,37.9
23.5,28.3,25.40,1.284,37.7
24.0,28.3,25.40,1.284,37.7

"空调: AC_S_036 (small), 额定功率: 2.61kW, 温度范围: [22.0, 25.9]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.81,0.000,0.0
1.0,27.5,24.10,0.000,0.0
1.5,27.5,24.36,0.000,0.0
2.0,27.5,24.59,0.000,0.0
2.5,27.5,24.81,0.000,0.0
3.0,27.4,25.01,0.000,0.0
3.5,27.4,25.20,0.000,0.0
4.0,27.4,25.36,0.000,0.0
4.5,27.4,25.52,0.000,0.0
5.0,27.4,25.66,0.000,0.0
5.5,27.6,25.81,0.000,0.0
6.0,27.9,25.90,0.505,19.3
6.5,28.2,25.90,1.243,47.6
7.0,28.5,25.90,1.394,53.4
7.5,28.8,25.90,1.545,59.2
8.0,29.1,25.90,1.696,65.0
8.5,29.4,25.90,1.864,71.4
9.0,29.7,25.90,2.031,77.8
9.5,30.0,25.90,2.199,84.2
10.0,30.3,25.90,2.390,91.6
10.5,30.6,25.89,2.610,100.0
11.0,30.9,25.90,2.610,100.0
11.5,30.7,25.90,2.597,99.5
12.0,30.5,25.90,2.494,95.5
12.5,30.3,25.90,2.390,91.6
13.0,30.1,25.90,2.286,87.6
13.5,30.0,25.90,2.183,83.6
14.0,29.8,25.90,2.079,79.7
14.5,29.5,25.90,1.941,74.4
15.0,29.2,25.90,1.804,69.1
15.5,29.0,25.90,1.666,63.8
16.0,28.7,25.90,1.529,58.6
16.5,28.5,25.90,1.391,53.3
17.0,28.2,25.90,1.253,48.0
17.5,28.3,25.90,1.292,49.5
18.0,28.4,25.90,1.330,51.0
18.5,28.4,25.90,1.368,52.4
19.0,28.5,25.90,1.407,53.9
19.5,28.6,25.90,1.445,55.4
20.0,28.7,25.90,1.484,56.8
20.5,28.6,25.90,1.458,55.9
21.0,28.6,25.90,1.432,54.9
21.5,28.5,25.90,1.406,53.9
22.0,28.5,25.90,1.380,52.9
22.5,28.4,25.90,1.354,51.9
23.0,28.4,25.90,1.328,50.9
23.5,28.3,25.90,1.316,50.4
24.0,28.3,25.90,1.316,50.4

"空调: AC_M_005 (medium), 额定功率: 4.54kW, 温度范围: [20.4, 24.2]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.71,0.000,0.0
1.0,27.5,23.91,0.000,0.0
1.5,27.5,24.10,0.000,0.0
2.0,27.5,24.20,1.004,22.1
2.5,27.5,24.20,2.193,48.3
3.0,27.4,24.20,2.182,48.1
3.5,27.4,24.20,2.170,47.8
4.0,27.4,24.20,2.158,47.5
4.5,27.4,24.20,2.146,47.3
5.0,27.4,24.20,2.134,47.0
5.5,27.6,24.20,2.323,51.2
6.0,27.9,24.20,2.512,55.3
6.5,28.2,24.20,2.701,59.5
7.0,28.5,24.20,2.890,63.7
7.5,28.8,24.20,3.080,67.8
8.0,29.1,24.20,3.269,72.0
8.5,29.4,24.20,3.478,76.6
9.0,29.7,24.20,3.688,81.2
9.5,30.0,24.20,3.898,85.9
10.0,30.3,24.20,4.107,90.5
10.5,30.6,24.20,4.317,95.1
11.0,30.9,24.20,4.527,99.7
11.5,30.7,24.20,4.397,96.8
12.0,30.5,24.20,4.267,94.0
12.5,30.3,24.20,4.137,91.1
13.0,30.1,24.20,4.007,88.3
13.5,30.0,24.20,3.878,85.4
14.0,29.8,24.20,3.748,82.6
14.5,29.5,24.20,3.576,78.8
15.0,29.2,24.20,3.403,75.0
15.5,29.0,24.20,3.231,71.2
16.0,28.7,24.20,3.059,67.4
16.5,28.5,24.20,2.887,63.6
17.0,28.2,24.20,2.714,59.8
17.5,28.3,24.20,2.763,60.8
18.0,28.4,24.20,2.811,61.9
18.5,28.4,24.20,2.859,63.0
19.0,28.5,24.20,2.907,64.0
19.5,28.6,24.20,2.955,65.1
20.0,28.7,24.20,3.003,66.1
20.5,28.6,24.20,2.970,65.4
21.0,28.6,24.20,2.938,64.7
21.5,28.5,24.20,2.905,64.0
22.0,28.5,24.20,2.873,63.3
22.5,28.4,24.20,2.841,62.6
23.0,28.4,24.20,2.808,61.9
23.5,28.3,24.20,2.793,61.5
24.0,28.3,24.20,2.793,61.5

"空调: AC_S_052 (small), 额定功率: 2.94kW, 温度范围: [21.4, 24.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.76,0.000,0.0
1.0,27.5,24.00,0.000,0.0
1.5,27.5,24.22,0.000,0.0
2.0,27.5,24.43,0.000,0.0
2.5,27.5,24.60,0.132,4.5
3.0,27.4,24.60,1.363,46.4
3.5,27.4,24.60,1.355,46.1
4.0,27.4,24.60,1.346,45.8
4.5,27.4,24.60,1.338,45.5
5.0,27.4,24.60,1.329,45.2
5.5,27.6,24.60,1.464,49.8
6.0,27.9,24.60,1.599,54.4
6.5,28.2,24.60,1.734,59.0
7.0,28.5,24.60,1.869,63.6
7.5,28.8,24.60,2.003,68.1
8.0,29.1,24.60,2.138,72.7
8.5,29.4,24.60,2.288,77.8
9.0,29.7,24.60,2.437,82.9
9.5,30.0,24.60,2.587,88.0
10.0,30.3,24.59,2.790,94.9
10.5,30.6,24.59,2.940,100.0
11.0,30.9,24.60,2.940,100.0
11.5,30.7,24.60,2.940,100.0
12.0,30.5,24.60,2.850,96.9
12.5,30.3,24.60,2.758,93.8
13.0,30.1,24.60,2.665,90.6
13.5,30.0,24.60,2.573,87.5
14.0,29.8,24.60,2.480,84.4
14.5,29.5,24.60,2.357,80.2
15.0,29.2,24.60,2.234,76.0
15.5,29.0,24.60,2.112,71.8
16.0,28.7,24.60,1.989,67.6
16.5,28.5,24.60,1.866,63.5
17.0,28.2,24.60,1.743,59.3
17.5,28.3,24.60,1.777,60.5
18.0,28.4,24.60,1.812,61.6
18.5,28.4,24.60,1.846,62.8
19.0,28.5,24.60,1.880,64.0
19.5,28.6,24.60,1.914,65.1
20.0,28.7,24.60,1.949,66.3
20.5,28.6,24.60,1.926,65.5
21.0,28.6,24.60,1.902,64.7
21.5,28.5,24.60,1.879,63.9
22.0,28.5,24.60,1.856,63.1
22.5,28.4,24.60,1.833,62.3
23.0,28.4,24.60,1.810,61.6
23.5,28.3,24.60,1.799,61.2
24.0,28.3,24.60,1.799,61.2

"空调: AC_S_046 (small), 额定功率: 2.64kW, 温度范围: [21.1, 24.5]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.98,0.000,0.0
1.5,27.5,24.20,0.000,0.0
2.0,27.5,24.40,0.000,0.0
2.5,27.5,24.50,0.687,26.0
3.0,27.4,24.50,1.438,54.5
3.5,27.4,24.50,1.430,54.2
4.0,27.4,24.50,1.421,53.8
4.5,27.4,24.50,1.412,53.5
5.0,27.4,24.50,1.404,53.2
5.5,27.6,24.50,1.547,58.6
6.0,27.9,24.38,2.640,100.0
6.5,28.2,24.28,2.640,100.0
