AC_S_039 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_039 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.80,0.000,0.0
2.0,24.06,0.000,0.0
2.5,24.34,0.000,0.0
3.0,24.61,0.000,0.0
3.5,24.89,0.000,0.0
4.0,25.16,0.000,0.0
4.5,25.42,0.000,0.0
5.0,25.69,0.321,10.1
5.5,25.80,0.470,14.9
6.0,25.80,0.381,12.1
6.5,25.80,0.292,9.2
7.0,25.80,0.203,6.4
7.5,25.80,0.114,3.6
8.0,25.80,0.025,0.8
8.5,25.80,0.000,0.0
9.0,25.79,0.000,0.0
9.5,25.76,0.000,0.0
10.0,25.71,0.000,0.0
10.5,25.64,0.000,0.0
11.0,25.55,0.000,0.0
11.5,25.50,0.000,0.0
12.0,25.45,0.000,0.0
12.5,25.35,0.000,0.0
13.0,25.26,0.000,0.0
13.5,25.16,0.000,0.0
14.0,25.07,0.000,0.0
14.5,24.98,0.000,0.0
15.0,24.89,0.000,0.0
15.5,24.80,0.000,0.0
16.0,24.73,0.000,0.0
16.5,24.73,0.000,0.0
17.0,24.74,0.000,0.0
17.5,24.77,0.000,0.0
18.0,24.81,0.000,0.0
18.5,24.86,0.000,0.0
19.0,24.93,0.000,0.0
19.5,25.01,0.000,0.0
20.0,25.07,0.000,0.0
20.5,25.12,0.000,0.0
21.0,25.16,0.000,0.0
21.5,25.19,0.000,0.0
22.0,25.21,0.000,0.0
22.5,25.22,0.000,0.0
23.0,25.26,0.000,0.0
23.5,25.34,0.000,0.0
24.0,25.44,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_039 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.68,0.000,0.0
1.5,23.95,0.000,0.0
2.0,24.22,0.000,0.0
2.5,24.49,0.000,0.0
3.0,24.79,0.000,0.0
3.5,25.10,0.000,0.0
4.0,25.44,0.000,0.0
4.5,25.79,0.796,25.2
5.0,25.80,0.899,28.4
5.5,25.80,0.887,28.1
6.0,25.80,0.875,27.7
6.5,25.80,0.863,27.3
7.0,25.80,0.851,26.9
7.5,25.80,0.839,26.6
8.0,25.80,0.827,26.2
8.5,25.80,0.744,23.5
9.0,25.80,0.660,20.9
9.5,25.80,0.576,18.2
10.0,25.80,0.493,15.6
10.5,25.80,0.409,13.0
11.0,25.80,0.107,3.4
11.5,25.80,0.105,3.3
12.0,25.80,0.326,10.3
12.5,25.80,0.311,9.9
13.0,25.80,0.297,9.4
13.5,25.80,0.283,8.9
14.0,25.80,0.268,8.5
14.5,25.80,0.254,8.0
15.0,25.80,0.240,7.6
15.5,25.80,0.214,6.8
16.0,25.80,0.103,3.3
16.5,25.80,0.097,3.1
17.0,25.80,0.091,2.9
17.5,25.80,0.085,2.7
18.0,25.80,0.079,2.5
18.5,25.80,0.072,2.3
19.0,25.80,0.066,2.1
19.5,25.80,0.084,2.7
20.0,25.80,0.102,3.2
20.5,25.80,0.120,3.8
21.0,25.80,0.138,4.4
21.5,25.80,0.156,4.9
22.0,25.80,0.174,5.5
22.5,25.80,0.213,6.7
23.0,25.80,0.251,7.9
23.5,25.80,0.290,9.2
24.0,25.80,0.290,9.2

"日期: 2021/6/11, 空调: AC_S_039 (small), 状态: success"
