AC_S_023 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_023 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.78,0.000,0.0
2.0,24.02,0.000,0.0
2.5,24.29,0.000,0.0
3.0,24.55,0.243,8.4
3.5,24.70,0.581,20.2
4.0,24.70,0.605,21.0
4.5,24.70,0.630,21.9
5.0,24.70,0.655,22.7
5.5,24.70,0.571,19.8
6.0,24.70,0.487,16.9
6.5,24.70,0.403,14.0
7.0,24.70,0.319,11.1
7.5,24.70,0.236,8.2
8.0,24.70,0.152,5.3
8.5,24.70,0.107,3.7
9.0,24.70,0.063,2.2
9.5,24.70,0.019,0.7
10.0,24.70,0.000,0.0
10.5,24.69,0.000,0.0
11.0,24.66,0.000,0.0
11.5,24.65,0.000,0.0
12.0,24.65,0.000,0.0
12.5,24.60,0.000,0.0
13.0,24.55,0.000,0.0
13.5,24.50,0.000,0.0
14.0,24.45,0.000,0.0
14.5,24.40,0.000,0.0
15.0,24.34,0.000,0.0
15.5,24.29,0.000,0.0
16.0,24.25,0.000,0.0
16.5,24.27,0.000,0.0
17.0,24.31,0.000,0.0
17.5,24.36,0.000,0.0
18.0,24.42,0.000,0.0
18.5,24.49,0.000,0.0
19.0,24.57,0.000,0.0
19.5,24.66,0.094,3.3
20.0,24.70,0.151,5.2
20.5,24.70,0.133,4.6
21.0,24.70,0.114,4.0
21.5,24.70,0.096,3.3
22.0,24.70,0.078,2.7
22.5,24.70,0.149,5.2
23.0,24.70,0.221,7.7
23.5,24.70,0.292,10.1
24.0,24.70,0.292,10.1

"日期: 2021/6/10, 空调: AC_S_023 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,23.92,0.000,0.0
2.0,24.18,0.000,0.0
2.5,24.43,0.030,1.1
3.0,24.70,0.665,23.1
3.5,24.70,0.742,25.8
4.0,24.70,0.820,28.5
4.5,24.70,0.897,31.2
5.0,24.70,0.975,33.8
5.5,24.70,0.963,33.5
6.0,24.70,0.952,33.1
6.5,24.70,0.941,32.7
7.0,24.70,0.930,32.3
7.5,24.70,0.918,31.9
8.0,24.70,0.907,31.5
8.5,24.70,0.829,28.8
9.0,24.70,0.750,26.0
9.5,24.70,0.671,23.3
