AC_M_019 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_019 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.68,0.000,0.0
2.0,23.84,0.000,0.0
2.5,24.01,0.000,0.0
3.0,24.19,0.000,0.0
3.5,24.36,0.203,4.7
4.0,24.50,0.892,20.7
4.5,24.50,0.927,21.5
5.0,24.50,0.962,22.3
5.5,24.50,0.843,19.5
6.0,24.50,0.724,16.8
6.5,24.50,0.605,14.0
7.0,24.50,0.486,11.3
7.5,24.50,0.367,8.5
8.0,24.50,0.248,5.8
8.5,24.50,0.186,4.3
9.0,24.50,0.123,2.8
9.5,24.50,0.060,1.4
10.0,24.50,0.000,0.0
10.5,24.50,0.000,0.0
11.0,24.49,0.000,0.0
11.5,24.49,0.000,0.0
12.0,24.49,0.000,0.0
12.5,24.47,0.000,0.0
13.0,24.44,0.000,0.0
13.5,24.41,0.000,0.0
14.0,24.38,0.000,0.0
14.5,24.35,0.000,0.0
15.0,24.32,0.000,0.0
15.5,24.28,0.000,0.0
16.0,24.26,0.000,0.0
16.5,24.27,0.000,0.0
17.0,24.30,0.000,0.0
17.5,24.33,0.000,0.0
18.0,24.37,0.000,0.0
18.5,24.42,0.000,0.0
19.0,24.47,0.156,3.6
19.5,24.50,0.273,6.3
20.0,24.50,0.247,5.7
20.5,24.50,0.221,5.1
21.0,24.50,0.195,4.5
21.5,24.50,0.169,3.9
22.0,24.50,0.144,3.3
22.5,24.50,0.245,5.7
23.0,24.50,0.346,8.0
23.5,24.50,0.448,10.4
24.0,24.50,0.448,10.4

"日期: 2021/6/10, 空调: AC_M_019 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.61,0.000,0.0
1.5,23.77,0.000,0.0
2.0,23.94,0.000,0.0
2.5,24.11,0.000,0.0
3.0,24.30,0.003,0.1
3.5,24.50,1.086,25.1
4.0,24.50,1.196,27.7
4.5,24.50,1.306,30.2
5.0,24.50,1.416,32.8
5.5,24.50,1.400,32.4
6.0,24.50,1.384,32.0
6.5,24.50,1.368,31.7
7.0,24.50,1.352,31.3
7.5,24.50,1.336,30.9
8.0,24.50,1.320,30.6
8.5,24.50,1.209,28.0
9.0,24.50,1.097,25.4
9.5,24.50,0.985,22.8
10.0,24.50,0.874,20.2
10.5,24.50,0.762,17.6
11.0,24.50,0.358,8.3
11.5,24.50,0.355,8.2
12.0,24.50,0.651,15.1
12.5,24.50,0.631,14.6
13.0,24.50,0.612,14.2
13.5,24.50,0.593,13.7
14.0,24.50,0.574,13.3
14.5,24.50,0.555,12.8
15.0,24.50,0.536,12.4
15.5,24.50,0.501,11.6
16.0,24.50,0.353,8.2
16.5,24.50,0.345,8.0
17.0,24.50,0.337,7.8
17.5,24.50,0.328,7.6
18.0,24.50,0.320,7.4
18.5,24.50,0.312,7.2
19.0,24.50,0.304,7.0
19.5,24.50,0.328,7.6
20.0,24.50,0.352,8.1
20.5,24.50,0.376,8.7
21.0,24.50,0.400,9.3
21.5,24.50,0.424,9.8
22.0,24.50,0.448,10.4
22.5,24.50,0.499,11.6
23.0,24.50,0.551,12.8
23.5,24.50,0.602,13.9
24.0,24.50,0.602,13.9

"日期: 2021/6/11, 空调: AC_M_019 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.84,0.000,0.0
2.0,24.07,0.000,0.0
2.5,24.33,0.394,9.1
3.0,24.50,1.207,27.9
3.5,24.50,1.210,28.0
4.0,24.50,1.213,28.1
4.5,24.50,1.216,28.2
5.0,24.50,1.219,28.2
5.5,24.50,1.227,28.4
6.0,24.50,1.235,28.6
6.5,24.50,1.243,28.8
7.0,24.50,1.251,29.0
7.5,24.50,1.259,29.1
8.0,24.50,1.267,29.3
8.5,24.50,1.161,26.9
9.0,24.50,1.055,24.4
9.5,24.50,0.949,22.0
10.0,24.50,0.843,19.5
10.5,24.50,0.737,17.1
11.0,24.50,0.399,9.2
11.5,24.50,0.365,8.5
12.0,24.50,0.631,14.6
12.5,24.50,0.585,13.5
13.0,24.50,0.539,12.5
13.5,24.50,0.494,11.4
14.0,24.50,0.448,10.4
14.5,24.50,0.402,9.3
15.0,24.50,0.356,8.2
15.5,24.50,0.348,8.1
16.0,24.50,0.331,7.7
16.5,24.50,0.296,6.9
17.0,24.50,0.261,6.0
17.5,24.50,0.226,5.2
18.0,24.50,0.191,4.4
18.5,24.50,0.156,3.6
19.0,24.50,0.121,2.8
19.5,24.50,0.160,3.7
20.0,24.50,0.199,4.6
20.5,24.50,0.237,5.5
21.0,24.50,0.276,6.4
21.5,24.50,0.315,7.3
22.0,24.50,0.353,8.2
22.5,24.50,0.495,11.4
23.0,24.50,0.636,14.7
23.5,24.50,0.777,18.0
24.0,24.50,0.777,18.0

"日期: 2021/6/12, 空调: AC_M_019 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.60,0.000,0.0
1.5,23.67,0.000,0.0
2.0,23.73,0.000,0.0
2.5,23.80,0.000,0.0
3.0,23.88,0.000,0.0
3.5,23.97,0.000,0.0
4.0,24.08,0.000,0.0
4.5,24.20,0.000,0.0
5.0,24.32,0.000,0.0
5.5,24.46,0.464,10.7
6.0,24.50,0.642,14.9
6.5,24.50,0.636,14.7
7.0,24.50,0.630,14.6
7.5,24.50,0.624,14.4
8.0,24.50,0.618,14.3
8.5,24.50,0.523,12.1
9.0,24.50,0.427,9.9
9.5,24.50,0.332,7.7
10.0,24.50,0.236,5.5
10.5,24.50,0.141,3.3
11.0,24.50,0.323,7.5
11.5,24.50,0.315,7.3
12.0,24.50,0.045,1.0
12.5,24.50,0.092,2.1
13.0,24.50,0.139,3.2
13.5,24.50,0.186,4.3
14.0,24.50,0.233,5.4
14.5,24.50,0.280,6.5
15.0,24.50,0.327,7.6
15.5,24.50,0.288,6.7
16.0,24.50,0.306,7.1
16.5,24.50,0.269,6.2
17.0,24.50,0.232,5.4
17.5,24.50,0.195,4.5
18.0,24.50,0.158,3.7
18.5,24.50,0.121,2.8
19.0,24.50,0.084,1.9
19.5,24.50,0.088,2.0
20.0,24.50,0.093,2.1
20.5,24.50,0.097,2.2
21.0,24.50,0.102,2.4
21.5,24.50,0.106,2.5
22.0,24.50,0.110,2.6
22.5,24.50,0.127,2.9
23.0,24.50,0.143,3.3
23.5,24.50,0.160,3.7
24.0,24.50,0.160,3.7

"日期: 2021/6/13, 空调: AC_M_019 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.58,0.000,0.0
1.5,23.75,0.000,0.0
2.0,23.93,0.000,0.0
2.5,24.11,0.000,0.0
3.0,24.29,0.000,0.0
3.5,24.47,0.681,15.8
4.0,24.50,0.849,19.6
4.5,24.50,0.858,19.9
5.0,24.50,0.868,20.1
5.5,24.50,0.850,19.7
6.0,24.50,0.832,19.3
6.5,24.50,0.814,18.8
7.0,24.50,0.797,18.4
7.5,24.50,0.779,18.0
8.0,24.50,0.761,17.6
8.5,24.50,0.742,17.2
9.0,24.50,0.724,16.7
9.5,24.50,0.705,16.3
10.0,24.50,0.686,15.9
