AC_S_059 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_059 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.89,0.000,0.0
2.0,24.22,0.000,0.0
2.5,24.58,0.000,0.0
3.0,24.93,0.000,0.0
3.5,25.26,0.000,0.0
4.0,25.59,0.581,16.7
4.5,25.60,0.633,18.1
5.0,25.60,0.663,19.0
5.5,25.60,0.561,16.1
6.0,25.60,0.460,13.2
6.5,25.60,0.359,10.3
7.0,25.60,0.258,7.4
7.5,25.60,0.157,4.5
8.0,25.60,0.056,1.6
8.5,25.60,0.003,0.1
9.0,25.60,0.000,0.0
9.5,25.57,0.000,0.0
10.0,25.52,0.000,0.0
10.5,25.44,0.000,0.0
11.0,25.34,0.000,0.0
11.5,25.29,0.000,0.0
12.0,25.24,0.000,0.0
12.5,25.13,0.000,0.0
13.0,25.02,0.000,0.0
13.5,24.91,0.000,0.0
14.0,24.81,0.000,0.0
14.5,24.71,0.000,0.0
15.0,24.61,0.000,0.0
15.5,24.51,0.000,0.0
16.0,24.44,0.000,0.0
16.5,24.46,0.000,0.0
17.0,24.50,0.000,0.0
17.5,24.55,0.000,0.0
18.0,24.62,0.000,0.0
18.5,24.71,0.000,0.0
19.0,24.81,0.000,0.0
19.5,24.92,0.000,0.0
20.0,25.01,0.000,0.0
20.5,25.08,0.000,0.0
21.0,25.14,0.000,0.0
21.5,25.18,0.000,0.0
22.0,25.20,0.000,0.0
22.5,25.22,0.000,0.0
23.0,25.27,0.000,0.0
23.5,25.37,0.000,0.0
24.0,25.51,0.059,1.7

"日期: 2021/6/10, 空调: AC_S_059 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.73,0.000,0.0
1.5,24.08,0.000,0.0
2.0,24.43,0.000,0.0
2.5,24.77,0.000,0.0
3.0,25.14,0.000,0.0
3.5,25.53,0.641,18.4
4.0,25.60,0.861,24.7
4.5,25.60,0.954,27.3
5.0,25.60,1.048,30.0
5.5,25.60,1.034,29.6
6.0,25.60,1.021,29.2
6.5,25.60,1.007,28.9
7.0,25.60,0.994,28.5
7.5,25.60,0.980,28.1
8.0,25.60,0.966,27.7
8.5,25.60,0.872,25.0
9.0,25.60,0.777,22.3
9.5,25.60,0.682,19.5
10.0,25.60,0.587,16.8
10.5,25.60,0.492,14.1
11.0,25.60,0.149,4.3
11.5,25.60,0.147,4.2
12.0,25.60,0.398,11.4
12.5,25.60,0.381,10.9
13.0,25.60,0.365,10.5
13.5,25.60,0.349,10.0
14.0,25.60,0.333,9.5
14.5,25.60,0.316,9.1
15.0,25.60,0.300,8.6
15.5,25.60,0.271,7.8
16.0,25.60,0.145,4.2
16.5,25.60,0.138,4.0
17.0,25.60,0.131,3.8
17.5,25.60,0.124,3.6
18.0,25.60,0.117,3.4
