空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_L_005,large,2021/6/1,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/10,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/11,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/12,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/13,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/14,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/15,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/16,success,1.002456049,0.04176900204166667,0.39735385,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/17,success,0.8726615405,0.03636089752083333,0.33641277,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/18,success,1.4346839359999999,0.059778497333333326,0.48258142,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/19,success,2.2981608505,0.09575670210416666,0.46211781,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/2,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/20,success,2.4610017405,0.1025417391875,0.44705119,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/21,success,1.078418495,0.04493410395833333,0.46773968,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/22,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/23,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/24,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/25,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/26,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/27,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/28,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/29,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/3,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/30,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/4,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/5,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/6,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
AC_L_005,large,2021/6/7,success,0.0,0.0,0.0,12.8,"[21.7, 25.8]"
