AC_S_052 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_052 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.83,0.000,0.0
2.0,24.12,0.000,0.0
2.5,24.43,0.296,10.1
3.0,24.60,0.654,22.3
3.5,24.60,0.683,23.2
4.0,24.60,0.711,24.2
4.5,24.60,0.740,25.2
5.0,24.60,0.768,26.1
5.5,24.60,0.672,22.8
6.0,24.60,0.575,19.6
6.5,24.60,0.478,16.3
7.0,24.60,0.382,13.0
7.5,24.60,0.285,9.7
8.0,24.60,0.188,6.4
8.5,24.60,0.137,4.7
9.0,24.60,0.086,2.9
9.5,24.60,0.035,1.2
10.0,24.60,0.000,0.0
10.5,24.59,0.000,0.0
11.0,24.56,0.000,0.0
11.5,24.56,0.000,0.0
12.0,24.57,0.000,0.0
12.5,24.51,0.000,0.0
13.0,24.46,0.000,0.0
13.5,24.40,0.000,0.0
14.0,24.35,0.000,0.0
14.5,24.29,0.000,0.0
15.0,24.23,0.000,0.0
15.5,24.17,0.000,0.0
16.0,24.13,0.000,0.0
16.5,24.17,0.000,0.0
17.0,24.22,0.000,0.0
17.5,24.28,0.000,0.0
18.0,24.36,0.000,0.0
18.5,24.45,0.000,0.0
19.0,24.55,0.135,4.6
19.5,24.60,0.208,7.1
20.0,24.60,0.187,6.4
20.5,24.60,0.166,5.7
21.0,24.60,0.145,4.9
21.5,24.60,0.124,4.2
22.0,24.60,0.103,3.5
22.5,24.60,0.185,6.3
23.0,24.60,0.268,9.1
23.5,24.60,0.350,11.9
24.0,24.60,0.350,11.9

"日期: 2021/6/10, 空调: AC_S_052 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.70,0.000,0.0
1.5,24.00,0.000,0.0
2.0,24.30,0.008,0.3
2.5,24.60,0.690,23.5
3.0,24.60,0.780,26.5
3.5,24.60,0.869,29.6
4.0,24.60,0.958,32.6
4.5,24.60,1.048,35.6
5.0,24.60,1.137,38.7
5.5,24.60,1.124,38.2
6.0,24.60,1.111,37.8
6.5,24.60,1.098,37.3
7.0,24.60,1.085,36.9
7.5,24.60,1.072,36.5
8.0,24.60,1.059,36.0
8.5,24.60,0.968,32.9
9.0,24.60,0.878,29.9
9.5,24.60,0.787,26.8
10.0,24.60,0.696,23.7
10.5,24.60,0.606,20.6
11.0,24.60,0.277,9.4
11.5,24.60,0.275,9.4
12.0,24.60,0.515,17.5
12.5,24.60,0.499,17.0
13.0,24.60,0.484,16.5
13.5,24.60,0.468,15.9
14.0,24.60,0.453,15.4
14.5,24.60,0.437,14.9
15.0,24.60,0.422,14.3
15.5,24.60,0.394,13.4
16.0,24.60,0.274,9.3
16.5,24.60,0.267,9.1
17.0,24.60,0.260,8.8
17.5,24.60,0.253,8.6
18.0,24.60,0.247,8.4
18.5,24.60,0.240,8.2
19.0,24.60,0.233,7.9
19.5,24.60,0.253,8.6
20.0,24.60,0.272,9.3
20.5,24.60,0.292,9.9
21.0,24.60,0.311,10.6
21.5,24.60,0.331,11.3
22.0,24.60,0.351,11.9
22.5,24.60,0.392,13.3
23.0,24.60,0.434,14.8
23.5,24.60,0.476,16.2
24.0,24.60,0.476,16.2

"日期: 2021/6/11, 空调: AC_S_052 (small), 状态: success"
