AC_M_011 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_011 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.75,0.000,0.0
2.0,23.96,0.000,0.0
2.5,24.20,0.000,0.0
3.0,24.44,0.000,0.0
3.5,24.67,0.000,0.0
4.0,24.91,0.000,0.0
4.5,25.14,0.000,0.0
5.0,25.37,0.000,0.0
5.5,25.60,0.000,0.0
6.0,25.79,0.647,15.3
6.5,25.80,0.536,12.6
7.0,25.80,0.372,8.8
7.5,25.80,0.209,4.9
8.0,25.80,0.045,1.1
8.5,25.80,0.000,0.0
9.0,25.79,0.000,0.0
9.5,25.77,0.000,0.0
10.0,25.72,0.000,0.0
10.5,25.67,0.000,0.0
11.0,25.59,0.000,0.0
11.5,25.54,0.000,0.0
12.0,25.50,0.000,0.0
12.5,25.42,0.000,0.0
13.0,25.34,0.000,0.0
13.5,25.25,0.000,0.0
14.0,25.17,0.000,0.0
14.5,25.09,0.000,0.0
15.0,25.01,0.000,0.0
15.5,24.93,0.000,0.0
16.0,24.87,0.000,0.0
16.5,24.86,0.000,0.0
17.0,24.86,0.000,0.0
17.5,24.88,0.000,0.0
18.0,24.91,0.000,0.0
18.5,24.95,0.000,0.0
19.0,25.00,0.000,0.0
19.5,25.06,0.000,0.0
20.0,25.11,0.000,0.0
20.5,25.16,0.000,0.0
21.0,25.19,0.000,0.0
21.5,25.21,0.000,0.0
22.0,25.23,0.000,0.0
22.5,25.23,0.000,0.0
23.0,25.27,0.000,0.0
23.5,25.33,0.000,0.0
24.0,25.42,0.000,0.0

"日期: 2021/6/10, 空调: AC_M_011 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.65,0.000,0.0
1.5,23.87,0.000,0.0
2.0,24.10,0.000,0.0
2.5,24.33,0.000,0.0
3.0,24.59,0.000,0.0
3.5,24.86,0.000,0.0
4.0,25.15,0.000,0.0
4.5,25.45,0.000,0.0
5.0,25.78,1.547,36.5
5.5,25.80,1.627,38.4
6.0,25.80,1.605,37.8
6.5,25.80,1.583,37.3
7.0,25.80,1.561,36.8
7.5,25.80,1.539,36.3
8.0,25.80,1.517,35.8
8.5,25.80,1.364,32.2
9.0,25.80,1.211,28.6
9.5,25.80,1.057,24.9
