空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_S_010,small,2021/6/1,success,0.4209559575,0.0175398315625,0.30127178,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/10,success,6.108539101,0.25452246254166666,0.80947259,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/11,success,5.5950558885,0.2331273286875,0.71724075,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/12,success,0.0626835849,0.0026118160375000004,0.062013377,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/13,success,3.339416864,0.13914236933333332,0.41589337,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/14,success,5.74582248,0.23940927,0.51843224,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/15,success,5.366005729,0.22358357204166668,0.59036883,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/16,success,9.486260703,0.395260862625,0.7166032,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/17,success,9.4129589625,0.39220662343749996,0.95632099,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/18,success,10.26272558,0.4276135658333333,0.83497449,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/19,success,11.812047665,0.4921686527083333,1.1354718,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/2,success,2.5846740685,0.10769475285416667,0.42301265,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/20,success,12.006983455,0.5002909772916667,1.0825554,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/21,success,9.49890223,0.3957875929166667,0.82158599,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/22,success,0.781747722,0.03257282175,0.30729781,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/23,success,0.0,0.0,0.0,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/24,success,0.0,0.0,0.0,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/25,success,0.3457072205,0.014404467520833334,0.10498279,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/26,success,2.77229539935,0.11551230830624999,0.34300046,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/27,success,5.702465888,0.23760274533333334,0.48549229,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/28,success,1.756408091,0.07318367045833334,0.33790008,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/29,success,4.780832035,0.19920133479166668,0.3812533,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/3,success,7.78484643,0.32436860125,0.72924789,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/30,success,7.294819905,0.303950829375,0.59355656,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/4,success,1.94759682,0.0811498675,0.35320122,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/5,success,1.84328492585,0.07680353857708333,0.47561031,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/6,success,4.1149868495,0.17145778539583334,0.76441925,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/7,success,5.4006484345,0.22502701810416667,0.89766664,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/8,success,4.888903154,0.20370429808333335,0.67091231,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/6/9,success,2.176628743,0.09069286429166667,0.37934066,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/7/1,success,8.47494614952,0.35312275622999995,0.660074,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/7/10,success,6.0177221325,0.25073842218750003,0.69046376,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/7/11,success,5.260435657,0.21918481904166667,0.42524407,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/7/12,success,8.981709305,0.3742378877083334,0.81669813,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/7/13,success,10.040841171,0.418368382125,0.81032266,2.84,"[20.3, 25.9]"
AC_S_010,small,2021/7/14,success,8.3367939815,0.34736641589583334,0.90850495,2.84,"[20.3, 25.9]"
