AC_S_024 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_024 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.10,0.000,0.0
2.5,24.39,0.623,23.3
3.0,24.40,0.661,24.8
3.5,24.40,0.689,25.8
4.0,24.40,0.717,26.8
4.5,24.40,0.744,27.9
5.0,24.40,0.772,28.9
5.5,24.40,0.678,25.4
6.0,24.40,0.584,21.9
6.5,24.40,0.490,18.4
7.0,24.40,0.397,14.9
7.5,24.40,0.303,11.3
8.0,24.40,0.209,7.8
8.5,24.40,0.159,6.0
9.0,24.40,0.110,4.1
9.5,24.40,0.060,2.3
10.0,24.40,0.011,0.4
10.5,24.40,0.000,0.0
11.0,24.38,0.000,0.0
11.5,24.39,0.018,0.7
12.0,24.40,0.000,0.0
12.5,24.36,0.000,0.0
13.0,24.32,0.000,0.0
13.5,24.27,0.000,0.0
14.0,24.23,0.000,0.0
14.5,24.18,0.000,0.0
15.0,24.13,0.000,0.0
15.5,24.08,0.000,0.0
16.0,24.05,0.000,0.0
16.5,24.09,0.000,0.0
17.0,24.14,0.000,0.0
17.5,24.21,0.000,0.0
18.0,24.29,0.000,0.0
18.5,24.38,0.166,6.2
19.0,24.40,0.249,9.3
19.5,24.40,0.228,8.6
20.0,24.40,0.208,7.8
20.5,24.40,0.188,7.0
21.0,24.40,0.167,6.3
21.5,24.40,0.147,5.5
22.0,24.40,0.126,4.7
22.5,24.40,0.206,7.7
23.0,24.40,0.286,10.7
23.5,24.40,0.366,13.7
24.0,24.40,0.366,13.7

"日期: 2021/6/10, 空调: AC_S_024 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.69,0.000,0.0
1.5,23.98,0.000,0.0
2.0,24.27,0.341,12.8
2.5,24.40,0.696,26.1
3.0,24.40,0.783,29.3
3.5,24.40,0.870,32.6
4.0,24.40,0.956,35.8
4.5,24.40,1.043,39.1
5.0,24.40,1.130,42.3
5.5,24.40,1.117,41.8
6.0,24.40,1.105,41.4
6.5,24.40,1.092,40.9
7.0,24.40,1.079,40.4
7.5,24.40,1.067,40.0
8.0,24.40,1.054,39.5
8.5,24.40,0.966,36.2
9.0,24.40,0.878,32.9
9.5,24.40,0.790,29.6
10.0,24.40,0.702,26.3
10.5,24.40,0.614,23.0
11.0,24.40,0.295,11.1
11.5,24.40,0.293,11.0
12.0,24.40,0.526,19.7
12.5,24.40,0.511,19.1
13.0,24.40,0.496,18.6
13.5,24.40,0.481,18.0
14.0,24.40,0.466,17.4
14.5,24.40,0.450,16.9
15.0,24.40,0.435,16.3
15.5,24.40,0.409,15.3
16.0,24.40,0.292,10.9
16.5,24.40,0.285,10.7
17.0,24.40,0.279,10.4
17.5,24.40,0.272,10.2
18.0,24.40,0.266,9.9
18.5,24.40,0.259,9.7
19.0,24.40,0.253,9.5
19.5,24.40,0.271,10.2
20.0,24.40,0.290,10.9
20.5,24.40,0.309,11.6
21.0,24.40,0.328,12.3
21.5,24.40,0.347,13.0
22.0,24.40,0.366,13.7
22.5,24.40,0.407,15.2
23.0,24.40,0.447,16.8
23.5,24.40,0.488,18.3
24.0,24.40,0.488,18.3

"日期: 2021/6/11, 空调: AC_S_024 (small), 状态: success"
