AC_S_034 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_034 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.79,0.000,0.0
2.0,24.04,0.000,0.0
2.5,24.31,0.000,0.0
3.0,24.58,0.000,0.0
3.5,24.84,0.000,0.0
4.0,25.11,0.000,0.0
4.5,25.37,0.531,15.9
5.0,25.40,0.631,19.0
5.5,25.40,0.539,16.2
6.0,25.40,0.447,13.4
6.5,25.40,0.354,10.6
7.0,25.40,0.262,7.9
7.5,25.40,0.169,5.1
8.0,25.40,0.077,2.3
8.5,25.40,0.028,0.9
9.0,25.40,0.000,0.0
9.5,25.39,0.000,0.0
10.0,25.36,0.000,0.0
10.5,25.31,0.000,0.0
11.0,25.25,0.000,0.0
11.5,25.21,0.000,0.0
12.0,25.18,0.000,0.0
12.5,25.10,0.000,0.0
13.0,25.02,0.000,0.0
13.5,24.94,0.000,0.0
14.0,24.87,0.000,0.0
14.5,24.79,0.000,0.0
15.0,24.71,0.000,0.0
15.5,24.64,0.000,0.0
16.0,24.57,0.000,0.0
16.5,24.58,0.000,0.0
17.0,24.60,0.000,0.0
17.5,24.64,0.000,0.0
18.0,24.69,0.000,0.0
18.5,24.75,0.000,0.0
19.0,24.82,0.000,0.0
19.5,24.90,0.000,0.0
20.0,24.97,0.000,0.0
20.5,25.02,0.000,0.0
21.0,25.07,0.000,0.0
21.5,25.10,0.000,0.0
22.0,25.12,0.000,0.0
22.5,25.14,0.000,0.0
23.0,25.18,0.000,0.0
23.5,25.26,0.000,0.0
24.0,25.36,0.150,4.5

"日期: 2021/6/10, 空调: AC_S_034 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,23.93,0.000,0.0
2.0,24.19,0.000,0.0
2.5,24.46,0.000,0.0
3.0,24.75,0.000,0.0
3.5,25.05,0.000,0.0
4.0,25.38,0.768,23.1
4.5,25.40,0.898,27.0
5.0,25.40,0.983,29.5
5.5,25.40,0.971,29.2
6.0,25.40,0.958,28.8
6.5,25.40,0.946,28.4
7.0,25.40,0.934,28.0
7.5,25.40,0.921,27.7
8.0,25.40,0.909,27.3
8.5,25.40,0.822,24.7
9.0,25.40,0.736,22.1
9.5,25.40,0.649,19.5
