AC_S_055 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_055 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.79,0.000,0.0
2.0,24.04,0.000,0.0
2.5,24.32,0.000,0.0
3.0,24.59,0.000,0.0
3.5,24.86,0.000,0.0
4.0,25.12,0.453,13.9
4.5,25.20,0.654,20.0
5.0,25.20,0.682,20.9
5.5,25.20,0.587,17.9
6.0,25.20,0.491,15.0
6.5,25.20,0.395,12.1
7.0,25.20,0.299,9.1
7.5,25.20,0.203,6.2
8.0,25.20,0.107,3.3
8.5,25.20,0.056,1.7
9.0,25.20,0.005,0.2
9.5,25.20,0.000,0.0
10.0,25.18,0.000,0.0
10.5,25.14,0.000,0.0
11.0,25.09,0.000,0.0
11.5,25.06,0.000,0.0
12.0,25.03,0.000,0.0
12.5,24.96,0.000,0.0
13.0,24.89,0.000,0.0
13.5,24.82,0.000,0.0
14.0,24.75,0.000,0.0
14.5,24.67,0.000,0.0
15.0,24.60,0.000,0.0
15.5,24.53,0.000,0.0
16.0,24.48,0.000,0.0
16.5,24.49,0.000,0.0
17.0,24.52,0.000,0.0
17.5,24.56,0.000,0.0
18.0,24.61,0.000,0.0
18.5,24.67,0.000,0.0
19.0,24.75,0.000,0.0
19.5,24.83,0.000,0.0
20.0,24.91,0.000,0.0
20.5,24.97,0.000,0.0
21.0,25.01,0.000,0.0
21.5,25.05,0.000,0.0
22.0,25.08,0.000,0.0
22.5,25.09,0.000,0.0
23.0,25.14,0.051,1.6
23.5,25.20,0.267,8.2
24.0,25.20,0.267,8.2

"日期: 2021/6/10, 空调: AC_S_055 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,23.94,0.000,0.0
2.0,24.20,0.000,0.0
2.5,24.47,0.000,0.0
3.0,24.76,0.000,0.0
3.5,25.07,0.485,14.8
4.0,25.20,0.871,26.6
4.5,25.20,0.960,29.3
5.0,25.20,1.048,32.1
5.5,25.20,1.035,31.7
6.0,25.20,1.022,31.3
6.5,25.20,1.010,30.9
7.0,25.20,0.997,30.5
7.5,25.20,0.984,30.1
8.0,25.20,0.971,29.7
8.5,25.20,0.881,26.9
9.0,25.20,0.791,24.2
9.5,25.20,0.701,21.4
