AC_M_007 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_007 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.67,0.000,0.0
2.0,23.82,0.000,0.0
2.5,23.99,0.000,0.0
3.0,24.16,0.000,0.0
3.5,24.33,0.000,0.0
4.0,24.50,0.000,0.0
4.5,24.68,0.279,6.9
5.0,24.80,0.996,24.5
5.5,24.80,0.866,21.3
6.0,24.80,0.736,18.1
6.5,24.80,0.606,14.9
7.0,24.80,0.476,11.7
7.5,24.80,0.347,8.5
8.0,24.80,0.217,5.3
8.5,24.80,0.148,3.6
9.0,24.80,0.080,2.0
9.5,24.80,0.011,0.3
10.0,24.80,0.000,0.0
10.5,24.79,0.000,0.0
11.0,24.77,0.000,0.0
11.5,24.76,0.000,0.0
12.0,24.76,0.000,0.0
12.5,24.72,0.000,0.0
13.0,24.69,0.000,0.0
13.5,24.65,0.000,0.0
14.0,24.62,0.000,0.0
14.5,24.58,0.000,0.0
15.0,24.54,0.000,0.0
15.5,24.50,0.000,0.0
16.0,24.47,0.000,0.0
16.5,24.48,0.000,0.0
17.0,24.49,0.000,0.0
17.5,24.52,0.000,0.0
18.0,24.55,0.000,0.0
18.5,24.59,0.000,0.0
19.0,24.64,0.000,0.0
19.5,24.69,0.000,0.0
20.0,24.74,0.000,0.0
20.5,24.78,0.061,1.5
21.0,24.80,0.159,3.9
21.5,24.80,0.131,3.2
22.0,24.80,0.102,2.5
22.5,24.80,0.213,5.2
23.0,24.80,0.324,8.0
23.5,24.80,0.434,10.7
24.0,24.80,0.434,10.7

"日期: 2021/6/10, 空调: AC_M_007 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.60,0.000,0.0
1.5,23.76,0.000,0.0
2.0,23.92,0.000,0.0
2.5,24.08,0.000,0.0
3.0,24.27,0.000,0.0
3.5,24.46,0.000,0.0
4.0,24.67,0.570,14.0
4.5,24.80,1.371,33.7
5.0,24.80,1.491,36.6
5.5,24.80,1.473,36.2
6.0,24.80,1.456,35.8
6.5,24.80,1.439,35.3
7.0,24.80,1.421,34.9
7.5,24.80,1.404,34.5
8.0,24.80,1.386,34.1
8.5,24.80,1.265,31.1
9.0,24.80,1.143,28.1
9.5,24.80,1.021,25.1
10.0,24.80,0.899,22.1
10.5,24.80,0.777,19.1
11.0,24.80,0.336,8.3
11.5,24.80,0.334,8.2
12.0,24.80,0.656,16.1
12.5,24.80,0.635,15.6
13.0,24.80,0.614,15.1
13.5,24.80,0.593,14.6
14.0,24.80,0.572,14.1
14.5,24.80,0.551,13.5
15.0,24.80,0.530,13.0
15.5,24.80,0.493,12.1
16.0,24.80,0.331,8.1
16.5,24.80,0.322,7.9
17.0,24.80,0.313,7.7
17.5,24.80,0.304,7.5
18.0,24.80,0.295,7.3
18.5,24.80,0.286,7.0
19.0,24.80,0.277,6.8
19.5,24.80,0.303,7.5
20.0,24.80,0.330,8.1
20.5,24.80,0.356,8.7
21.0,24.80,0.382,9.4
21.5,24.80,0.408,10.0
22.0,24.80,0.435,10.7
22.5,24.80,0.491,12.1
23.0,24.80,0.547,13.4
23.5,24.80,0.603,14.8
24.0,24.80,0.603,14.8

"日期: 2021/6/11, 空调: AC_M_007 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.82,0.000,0.0
2.0,24.05,0.000,0.0
2.5,24.30,0.000,0.0
3.0,24.54,0.000,0.0
3.5,24.77,1.110,27.3
4.0,24.80,1.269,31.2
4.5,24.80,1.273,31.3
5.0,24.80,1.276,31.3
5.5,24.80,1.285,31.6
6.0,24.80,1.293,31.8
6.5,24.80,1.302,32.0
7.0,24.80,1.311,32.2
7.5,24.80,1.319,32.4
8.0,24.80,1.328,32.6
8.5,24.80,1.212,29.8
9.0,24.80,1.097,27.0
9.5,24.80,0.981,24.1
10.0,24.80,0.866,21.3
10.5,24.80,0.750,18.4
11.0,24.80,0.381,9.4
11.5,24.80,0.344,8.5
12.0,24.80,0.634,15.6
12.5,24.80,0.584,14.4
13.0,24.80,0.534,13.1
13.5,24.80,0.484,11.9
14.0,24.80,0.434,10.7
14.5,24.80,0.384,9.4
15.0,24.80,0.334,8.2
15.5,24.80,0.325,8.0
16.0,24.80,0.307,7.5
16.5,24.80,0.269,6.6
17.0,24.80,0.231,5.7
17.5,24.80,0.193,4.7
18.0,24.80,0.155,3.8
18.5,24.80,0.116,2.9
19.0,24.80,0.078,1.9
19.5,24.80,0.120,3.0
20.0,24.80,0.163,4.0
20.5,24.80,0.205,5.0
21.0,24.80,0.247,6.1
21.5,24.80,0.289,7.1
22.0,24.80,0.331,8.1
22.5,24.80,0.485,11.9
23.0,24.80,0.639,15.7
23.5,24.80,0.794,19.5
24.0,24.80,0.794,19.5

"日期: 2021/6/12, 空调: AC_M_007 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.60,0.000,0.0
1.5,23.66,0.000,0.0
2.0,23.72,0.000,0.0
2.5,23.79,0.000,0.0
3.0,23.87,0.000,0.0
3.5,23.96,0.000,0.0
4.0,24.06,0.000,0.0
4.5,24.17,0.000,0.0
5.0,24.29,0.000,0.0
5.5,24.43,0.000,0.0
6.0,24.56,0.000,0.0
6.5,24.68,0.000,0.0
7.0,24.80,0.609,15.0
7.5,24.80,0.627,15.4
8.0,24.80,0.620,15.2
8.5,24.80,0.516,12.7
9.0,24.80,0.412,10.1
9.5,24.80,0.308,7.6
10.0,24.80,0.203,5.0
10.5,24.80,0.099,2.4
11.0,24.80,0.298,7.3
11.5,24.80,0.289,7.1
12.0,24.80,0.000,0.0
12.5,24.80,0.041,1.0
13.0,24.80,0.097,2.4
13.5,24.80,0.149,3.7
14.0,24.80,0.200,4.9
14.5,24.80,0.251,6.2
15.0,24.80,0.302,7.4
15.5,24.80,0.260,6.4
16.0,24.80,0.280,6.9
16.5,24.80,0.240,5.9
17.0,24.80,0.199,4.9
17.5,24.80,0.159,3.9
18.0,24.80,0.118,2.9
18.5,24.80,0.078,1.9
19.0,24.80,0.037,0.9
19.5,24.80,0.042,1.0
20.0,24.80,0.047,1.2
20.5,24.80,0.052,1.3
21.0,24.80,0.057,1.4
21.5,24.80,0.061,1.5
22.0,24.80,0.066,1.6
22.5,24.80,0.084,2.1
23.0,24.80,0.102,2.5
23.5,24.80,0.120,2.9
24.0,24.80,0.120,2.9

"日期: 2021/6/13, 空调: AC_M_007 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.74,0.000,0.0
2.0,23.91,0.000,0.0
2.5,24.09,0.000,0.0
3.0,24.26,0.000,0.0
3.5,24.43,0.000,0.0
4.0,24.60,0.000,0.0
4.5,24.76,0.650,16.0
5.0,24.80,0.892,21.9
5.5,24.80,0.873,21.5
6.0,24.80,0.854,21.0
6.5,24.80,0.834,20.5
7.0,24.80,0.815,20.0
7.5,24.80,0.795,19.5
8.0,24.80,0.776,19.1
8.5,24.80,0.756,18.6
9.0,24.80,0.735,18.1
9.5,24.80,0.715,17.6
10.0,24.80,0.694,17.1
