AC_S_027 多天功率矩阵
"空调参数: P_rated=3.23kW, T_range=[21.2, 25.0]°C"

日期,状态,t1(0.5h),t2(1.0h),t3(1.5h),t4(2.0h),t5(2.5h),t6(3.0h),t7(3.5h),t8(4.0h),t9(4.5h),t10(5.0h),t11(5.5h),t12(6.0h),t13(6.5h),t14(7.0h),t15(7.5h),t16(8.0h),t17(8.5h),t18(9.0h),t19(9.5h),t20(10.0h),t21(10.5h),t22(11.0h),t23(11.5h),t24(12.0h),t25(12.5h),t26(13.0h),t27(13.5h),t28(14.0h),t29(14.5h),t30(15.0h),t31(15.5h),t32(16.0h),t33(16.5h),t34(17.0h),t35(17.5h),t36(18.0h),t37(18.5h),t38(19.0h),t39(19.5h),t40(20.0h),t41(20.5h),t42(21.0h),t43(21.5h),t44(22.0h),t45(22.5h),t46(23.0h),t47(23.5h),t48(24.0h)
2021/6/1,success,0.000,0.000,0.000,0.000,0.000,0.298,0.630,0.659,0.687,0.716,0.619,0.522,0.425,0.328,0.232,0.135,0.084,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.092,0.071,0.049,0.132,0.214,0.297,0.297
2021/6/10,success,0.000,0.000,0.000,0.000,0.070,0.727,0.816,0.906,0.995,1.085,1.072,1.059,1.046,1.033,1.020,1.007,0.916,0.825,0.735,0.644,0.553,0.224,0.222,0.462,0.446,0.431,0.415,0.400,0.384,0.368,0.341,0.220,0.213,0.207,0.200,0.193,0.186,0.180,0.199,0.219,0.238,0.258,0.278,0.297,0.339,0.381,0.423,0.423
2021/6/11,success,0.000,0.000,0.000,0.256,0.912,0.915,0.917,0.920,0.922,0.925,0.931,0.938,0.944,0.951,0.957,0.964,0.877,0.791,0.705,0.619,0.532,0.258,0.230,0.446,0.409,0.372,0.334,0.297,0.260,0.222,0.216,0.202,0.174,0.145,0.117,0.088,0.060,0.031,0.063,0.094,0.126,0.157,0.189,0.220,0.335,0.450,0.565,0.565
2021/6/12,success,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.464,0.459,0.455,0.450,0.445,0.441,0.436,0.358,0.280,0.203,0.125,0.047,0.195,0.189,0.000,0.000,0.026,0.084,0.122,0.160,0.198,0.167,0.182,0.152,0.122,0.091,0.061,0.031,0.001,0.004,0.008,0.012,0.015,0.019,0.022,0.036,0.049,0.063,0.063
2021/6/13,success,0.000,0.000,0.000,0.000,0.059,0.608,0.615,0.623,0.631,0.639,0.624,0.610,0.595,0.581,0.566,0.552,0.537,0.521,0.506,0.491,0.476,0.074,0.042,0.460,0.432,0.404,0.375,0.347,0.318,0.290,0.317,0.011,0.026,0.040,0.055,0.069,0.084,0.098,0.140,0.181,0.222,0.264,0.305,0.347,0.388,0.429,0.469,0.469
2021/6/14,success,0.000,0.000,0.000,0.000,0.561,0.691,0.703,0.715,0.727,0.739,0.730,0.721,0.712,0.704,0.695,0.686,0.627,0.568,0.509,0.450,0.391,0.399,0.426,0.332,0.334,0.336,0.338,0.339,0.341,0.343,0.328,0.453,0.429,0.406,0.382,0.358,0.334,0.311,0.341,0.371,0.401,0.431,0.461,0.491,0.520,0.550,0.579,0.579
2021/6/15,success,0.000,0.000,0.000,0.000,0.109,0.532,0.520,0.508,0.497,0.485,0.540,0.595,0.650,0.705,0.760,0.815,0.761,0.707,0.653,0.599,0.546,0.283,0.267,0.492,0.487,0.481,0.476,0.471,0.466,0.460,0.455,0.252,0.265,0.278,0.290,0.303,0.315,0.328,0.348,0.369,0.389,0.410,0.430,0.451,0.468,0.485,0.503,0.503
2021/6/16,success,0.000,0.000,0.000,0.346,0.814,0.834,0.854,0.875,0.895,0.915,0.923,0.931,0.939,0.947,0.955,0.963,0.911,0.859,0.807,0.755,0.703,0.441,0.436,0.651,0.632,0.613,0.595,0.576,0.558,0.539,0.513,0.431,0.438,0.445,0.452,0.459,0.467,0.474,0.519,0.564,0.609,0.655,0.700,0.745,0.753,0.761,0.769,0.769
2021/6/17,success,0.000,0.000,0.000,0.017,0.760,0.857,0.954,1.051,1.148,1.244,1.192,1.139,1.086,1.033,0.980,0.928,0.872,0.816,0.760,0.704,0.648,0.435,0.409,0.592,0.575,0.558,0.540,0.523,0.506,0.488,0.480,0.383,0.400,0.418,0.435,0.452,0.470,0.487,0.517,0.548,0.578,0.608,0.638,0.668,0.667,0.666,0.666,0.666
2021/6/18,success,0.000,0.000,0.000,1.080,1.104,1.103,1.103,1.102,1.101,1.101,1.049,0.998,0.946,0.895,0.844,0.792,0.765,0.737,0.710,0.682,0.655,0.456,0.448,0.627,0.629,0.630,0.632,0.633,0.635,0.636,0.636,0.440,0.437,0.435,0.432,0.430,0.427,0.425,0.473,0.522,0.571,0.620,0.669,0.718,0.782,0.847,0.911,0.911
