AC_S_047 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_047 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.57,0.000,0.0
1.5,23.86,0.000,0.0
2.0,24.18,0.000,0.0
2.5,24.52,0.000,0.0
3.0,24.85,0.000,0.0
3.5,25.17,0.000,0.0
4.0,25.48,0.000,0.0
4.5,25.79,0.433,15.6
5.0,25.90,0.699,25.1
5.5,25.90,0.585,21.0
6.0,25.90,0.471,17.0
6.5,25.90,0.357,12.9
7.0,25.90,0.244,8.8
7.5,25.90,0.130,4.7
8.0,25.90,0.016,0.6
8.5,25.90,0.000,0.0
9.0,25.88,0.000,0.0
9.5,25.84,0.000,0.0
10.0,25.77,0.000,0.0
10.5,25.68,0.000,0.0
11.0,25.57,0.000,0.0
11.5,25.50,0.000,0.0
12.0,25.44,0.000,0.0
12.5,25.32,0.000,0.0
13.0,25.20,0.000,0.0
13.5,25.09,0.000,0.0
14.0,24.98,0.000,0.0
14.5,24.87,0.000,0.0
15.0,24.77,0.000,0.0
15.5,24.67,0.000,0.0
16.0,24.59,0.000,0.0
16.5,24.60,0.000,0.0
17.0,24.62,0.000,0.0
17.5,24.67,0.000,0.0
18.0,24.73,0.000,0.0
18.5,24.80,0.000,0.0
19.0,24.88,0.000,0.0
19.5,24.98,0.000,0.0
20.0,25.06,0.000,0.0
20.5,25.13,0.000,0.0
21.0,25.18,0.000,0.0
21.5,25.21,0.000,0.0
22.0,25.24,0.000,0.0
22.5,25.24,0.000,0.0
23.0,25.30,0.000,0.0
23.5,25.39,0.000,0.0
24.0,25.51,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_047 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.72,0.000,0.0
1.5,24.05,0.000,0.0
2.0,24.38,0.000,0.0
2.5,24.70,0.000,0.0
3.0,25.05,0.000,0.0
3.5,25.43,0.000,0.0
4.0,25.82,0.747,26.9
4.5,25.90,1.028,37.0
5.0,25.90,1.133,40.7
5.5,25.90,1.118,40.2
6.0,25.90,1.102,39.7
6.5,25.90,1.087,39.1
7.0,25.90,1.072,38.6
7.5,25.90,1.057,38.0
8.0,25.90,1.041,37.5
8.5,25.90,0.935,33.6
9.0,25.90,0.828,29.8
9.5,25.90,0.721,25.9
10.0,25.90,0.614,22.1
10.5,25.90,0.507,18.2
11.0,25.90,0.120,4.3
11.5,25.90,0.118,4.3
12.0,25.90,0.401,14.4
12.5,25.90,0.382,13.7
13.0,25.90,0.364,13.1
13.5,25.90,0.345,12.4
14.0,25.90,0.327,11.8
14.5,25.90,0.309,11.1
15.0,25.90,0.290,10.4
15.5,25.90,0.258,9.3
16.0,25.90,0.116,4.2
16.5,25.90,0.108,3.9
17.0,25.90,0.100,3.6
17.5,25.90,0.092,3.3
18.0,25.90,0.085,3.0
